"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0044784","metaphase/anaphase transition of cell cycle","56/4414","93/12185",2.01590660339939e-06,0.000352913714085436,0.000307964815235785,"55143/991/83540/1063/11130/3619/472/196528/6602/9700/6601/9735/55743/5925/9787/8110/7517/701/57082/55055/5347/83903/9212/990/6605/996/56155/332/10403/6597/147841/8193/348654/699/64682/57405/51776/11065/6599/10460/1062/4085/9319/891/55781/54908/1843/7272/26271/57492/9275/6604/5885/225689/55755/29882",56,"Biological Process"
"GO:0140013","meiotic nuclear division","70/4414","123/12185",2.15888883203863e-06,0.000366134052858552,0.000319501343925717,"54361/192670/991/164045/11022/83540/259266/5728/5719/81930/1642/3619/79703/9633/4361/472/10635/9700/55743/675/8900/9985/57697/3306/5890/5888/9133/84464/5347/100130958/2175/84501/5892/7153/284071/146956/56155/5889/83990/201254/10403/256126/10097/23397/5000/994/6790/3976/11144/2177/151648/7155/7474/10051/1060/84057/9319/9232/4488/10919/116138/7272/26271/25788/9134/5885/225689/80010/10592/2801",70,"Biological Process"
"GO:0000086","G2/M transition of mitotic cell cycle","74/4414","132/12185",2.423364199752e-06,0.000398533257941033,0.000347774020245111,"25949/10657/63967/1263/4998/8317/65123/5087/9928/51514/1063/219771/983/9024/6240/595/4361/472/1111/2305/1017/79035/1019/51347/55743/79621/3306/5890/801/10776/90381/641/9088/5347/9344/8883/27183/8720/9212/990/672/80174/80279/5889/8493/1785/808/805/64859/580/994/6790/571/11200/993/11073/890/891/995/900/8870/1026/26271/5243/5218/6604/54984/92421/4683/50484/5885/9833/8555/7319",74,"Biological Process"
"GO:0061982","meiosis I cell cycle process","50/4414","81/12185",2.54157325047342e-06,0.000405679942068214,0.000354010466064394,"192670/991/164045/5719/79703/4361/472/10635/9700/675/8900/9985/57697/3306/5890/5888/9133/9088/84464/5347/100130958/5892/7153/284071/146956/5889/83990/201254/10403/256126/2956/994/6790/11144/2177/7155/993/1060/84057/9319/995/9232/10919/116138/26271/25788/9134/5885/225689/80010",50,"Biological Process"
"GO:0044839","cell cycle G2/M phase transition","80/4414","146/12185",3.24510099552747e-06,0.000503176088649359,0.000439089003876032,"25949/10657/63967/1263/4998/8317/65123/5087/9928/51514/1063/219771/983/9024/6240/595/4361/472/1111/2305/1017/79035/1019/51347/55743/79621/3306/5890/801/10776/9133/90381/641/9088/5347/9344/8883/27183/8720/9212/79915/990/672/80174/80279/5889/8493/10403/1785/808/22809/805/64859/580/994/6790/571/11200/152110/993/11073/890/891/9555/995/900/8870/1026/26271/5243/5218/6604/54984/92421/4683/50484/5885/9833/8555/7319",80,"Biological Process"
"GO:0070372","regulation of ERK1 and ERK2 cascade","95/4414","181/12185",5.0003866149217e-06,0.000751688245126971,0.000655949378803108,"5590/1969/2048/6464/25778/467/11221/8829/5728/2263/3265/51074/960/374403/2950/408/80310/1813/11331/55885/7786/5908/10818/1848/59341/3146/10253/1880/2621/57447/10419/6815/652/161742/388121/8482/1445/5151/10519/5595/201163/2064/5578/9368/8792/5609/3383/399473/7040/200734/8837/2066/650/6714/81610/5770/3976/5155/152110/2771/5028/5156/2247/10252/55294/9464/1601/2150/57556/2246/972/8817/2651/2045/9590/7430/2852/10457/222166/168667/1956/948/2185/1846/3084/78986/8767/7534/284/7010/152007/65268/7099/4851/59272",95,"Biological Process"
"GO:0045839","negative regulation of mitotic nuclear division","36/4414","54/12185",5.12483233272488e-06,0.000751688245126971,0.000655949378803108,"55143/991/83540/1063/11130/3619/472/1111/9735/652/7517/701/57082/55055/5347/83903/9212/10040/56155/332/10403/147841/348654/699/57405/10201/4085/9319/891/54908/1843/7272/26271/5885/27085/55755",36,"Biological Process"
"GO:0007091","metaphase/anaphase transition of mitotic cell cycle","54/4414","91/12185",5.6959123263535e-06,0.00081113367170905,0.000707823531275206,"55143/991/83540/1063/11130/3619/472/196528/6602/9700/6601/9735/5925/9787/8110/7517/701/57082/55055/5347/83903/9212/990/6605/996/56155/332/10403/6597/147841/8193/348654/699/64682/57405/51776/11065/6599/10460/1062/4085/9319/891/55781/54908/1843/7272/26271/57492/9275/6604/5885/55755/29882",54,"Biological Process"
"GO:0051302","regulation of cell division","77/4414","141/12185",5.82904241692518e-06,0.00081113367170905,0.000707823531275206,"55143/1263/1810/259266/9928/7042/9585/2263/3481/79733/847/3619/10263/80310/1813/65125/29127/144455/11113/675/51562/5228/7043/801/2252/9493/585/10519/641/9055/9738/5347/112869/27183/9212/201161/201163/26073/84440/990/8678/146909/56155/332/10755/7040/808/23636/81606/805/10322/994/598/9371/8202/6790/63977/57026/5155/29072/1894/2250/2247/79884/7424/7060/10112/2246/63971/114327/4824/64321/92421/4300/8555/10807/90293",77,"Biological Process"
"GO:0007098","centrosome cycle","71/4414","128/12185",6.41448893303183e-06,0.000870285785989093,0.000759441729202899,"81669/9696/64793/6491/1647/163786/9659/57710/4751/983/3832/55226/402/29901/85459/1111/1017/4659/55835/675/54930/7517/55142/22995/9768/585/899/4682/9738/5347/116840/672/22994/10403/57132/55125/115106/25914/84552/93323/23354/284403/23636/22809/348654/7840/9371/6790/5902/151648/10015/1499/152185/57018/79441/9662/10733/79884/55722/10769/51175/7516/92421/54875/54801/51510/55755/2801/4957/54461/55559",71,"Biological Process"
"GO:0034508","centromere complex assembly","23/4414","30/12185",7.30113074929814e-06,0.000966420404303439,0.000843332149963859,"4678/23421/1063/9735/5925/9787/11339/80152/55839/201161/3021/201254/79172/1058/55355/54069/1060/1062/64105/64946/26054/387103/2491",23,"Biological Process"
"GO:0090329","regulation of DNA-templated DNA replication","30/4414","43/12185",7.80284212536861e-06,0.00100823867177084,0.00087982422862239,"8317/79733/1017/8914/144455/5985/5983/54962/90381/641/63922/54921/81620/80174/11143/4175/5111/4174/4171/5984/604/51053/4172/26271/5982/10926/4176/4173/4683/79075",30,"Biological Process"
"GO:0043408","regulation of MAPK cascade","206/4414","447/12185",8.24884170447361e-06,0.0010097933439322,0.000881180889771603,"5590/64802/1969/2048/83931/5052/1647/23566/6464/28956/128239/5997/25778/467/7042/11221/183/57608/8829/22943/5728/355/51196/27250/150/2263/101/3265/3481/85363/6609/51074/960/56981/9479/5871/4296/374403/2950/408/80310/1813/6653/50937/2305/11331/55885/7786/10193/5908/10818/1848/59341/10019/51347/3146/2308/10253/1880/2621/57447/10419/51562/6815/652/57161/7043/161742/388121/8482/1445/1464/5151/11214/10519/8826/9344/5595/1540/55715/5336/1398/51763/5187/201163/5606/8844/9618/2064/3487/113277/80279/5578/5608/9368/8877/1000/8792/220164/5609/3383/5296/9518/171392/399473/10298/4294/7040/81606/200734/284996/27347/8837/2066/10494/650/6714/81610/5770/55816/6647/63977/3976/5155/859/7476/152110/1499/1605/2771/1849/5580/7474/6091/5028/23043/5062/5156/3815/5910/2247/10252/55294/57630/9464/1601/3672/2150/57556/285613/81848/2246/972/23286/8817/1843/56940/8737/2651/8831/11329/401265/2045/4217/23328/9590/7430/5071/2852/10457/1687/222166/168667/5478/1956/948/10371/29969/858/857/2861/10174/2185/55872/1846/3084/78986/8767/392255/7534/284/3717/7010/152007/4915/65268/7046/2218/7099/4851/7186/59272/10159/60401/367/5716",206,"Biological Process"
"GO:1905818","regulation of chromosome separation","44/4414","71/12185",8.69371339481461e-06,0.0010097933439322,0.000881180889771603,"55143/991/83540/1063/11130/3619/472/23310/9918/9700/9735/55743/5925/9787/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/23397/699/57405/11065/10051/64151/4085/9319/891/54908/1843/7272/26271/54892/5885/225689/10592/55755",44,"Biological Process"
"GO:0051985","negative regulation of chromosome segregation","32/4414","47/12185",8.75422957479864e-06,0.0010097933439322,0.000881180889771603,"55143/991/83540/1063/11130/3619/472/9735/55743/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",32,"Biological Process"
"GO:1902100","negative regulation of metaphase/anaphase transition of cell cycle","32/4414","47/12185",8.75422957479864e-06,0.0010097933439322,0.000881180889771603,"55143/991/83540/1063/11130/3619/472/9735/55743/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",32,"Biological Process"
"GO:1905819","negative regulation of chromosome separation","32/4414","47/12185",8.75422957479864e-06,0.0010097933439322,0.000881180889771603,"55143/991/83540/1063/11130/3619/472/9735/55743/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",32,"Biological Process"
"GO:0031023","microtubule organizing center organization","76/4414","140/12185",8.93128441288845e-06,0.0010097933439322,0.000881180889771603,"81669/9696/64793/6491/1647/163786/9659/57710/4751/143162/983/3832/55226/402/29901/85459/1111/1017/4659/55835/675/22873/54930/7517/55142/22995/9768/585/899/4682/9738/5347/116840/672/22994/10403/57132/55125/115106/25914/84552/93323/23354/284403/729440/23636/22809/348654/7840/9648/9371/6790/5902/151648/10015/1499/152185/57018/79441/9662/10733/79884/55722/10769/23291/51175/7516/92421/54875/54801/51510/55755/2801/4957/54461/55559",76,"Biological Process"
"GO:0051783","regulation of nuclear division","66/4414","118/12185",9.25824146774052e-06,0.00102539747847812,0.000894797601790861,"54361/55143/991/83540/4751/1063/11130/9585/4288/3481/3619/4041/472/1111/10635/9700/9735/28984/5925/79866/10419/652/9787/7517/701/57082/51203/55055/9088/5347/55512/83903/9212/10040/56155/8877/332/10403/147841/23636/348654/699/57405/11065/6790/3976/57026/5155/10201/7474/4085/9319/891/995/54908/1843/4488/55023/7272/26271/858/157313/5885/27085/55755/54461",66,"Biological Process"
"GO:0051784","negative regulation of nuclear division","37/4414","57/12185",9.72106622920622e-06,0.00105512452851804,0.000920738462425237,"55143/991/83540/1063/11130/3619/472/1111/9735/652/7517/701/57082/55055/5347/83903/9212/10040/56155/332/10403/147841/348654/699/57405/3976/10201/4085/9319/891/54908/1843/7272/26271/5885/27085/55755",37,"Biological Process"
"GO:0031570","DNA integrity checkpoint signaling","71/4414","130/12185",1.3217762031349e-05,0.00140652538321825,0.00122738310379853,"25949/6118/63967/1263/4998/4582/25896/51514/2074/983/1763/55367/65975/5883/595/4361/472/57646/3014/1111/83695/1017/8914/4193/51347/51499/675/79621/8451/5888/7158/79968/51065/54962/5371/90381/641/9894/5347/9344/8883/55159/8720/81620/990/672/80279/146956/83990/9984/4436/51776/580/1869/8318/11200/51512/2177/7508/79858/11073/10769/900/9656/8870/1432/1026/23376/835/4683/8555",71,"Biological Process"
"GO:0051321","meiotic cell cycle","97/4414","189/12185",1.36935632913939e-05,0.00142913399966143,0.00124711217101176,"54361/192670/991/164045/11022/83540/259266/4751/9156/5728/9126/5719/81930/1642/3619/79703/9633/4361/472/3014/23310/10635/9918/9700/1017/55743/675/8900/10426/9985/57697/3306/5890/5888/9133/9088/84464/5347/100130958/2175/84501/201164/7156/5892/7153/7283/27175/284071/996/146956/56155/5889/83990/201254/10403/256126/2956/10097/23397/64682/5000/151246/994/6790/3976/11144/2177/151648/7155/993/7474/10051/1060/1909/84057/9319/995/9232/1843/4488/10919/116138/7272/26271/3955/7516/734/4683/25788/9134/5885/225689/80010/10592/2801/29882/8243",97,"Biological Process"
"GO:0001759","organ induction","15/4414","17/12185",1.42247668660382e-05,0.00145656244871678,0.0012710471922603,"22943/7481/10818/652/650/140628/1499/7474/6092/6091/2247/10252/2668/2246/367",15,"Biological Process"
"GO:1902099","regulation of metaphase/anaphase transition of cell cycle","52/4414","89/12185",1.56421579418447e-05,0.0015601316389051,0.00136142527972885,"55143/991/83540/1063/11130/3619/472/196528/6602/9700/6601/9735/55743/5925/9787/8110/7517/701/57082/55055/5347/83903/9212/990/6605/56155/332/10403/6597/147841/8193/348654/699/57405/51776/11065/6599/1062/4085/9319/891/55781/54908/1843/7272/26271/57492/9275/6604/5885/225689/55755",52,"Biological Process"
"GO:0033046","negative regulation of sister chromatid segregation","31/4414","46/12185",1.66736014476682e-05,0.0015601316389051,0.00136142527972885,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",31,"Biological Process"
"GO:0033048","negative regulation of mitotic sister chromatid segregation","31/4414","46/12185",1.66736014476682e-05,0.0015601316389051,0.00136142527972885,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",31,"Biological Process"
"GO:0045841","negative regulation of mitotic metaphase/anaphase transition","31/4414","46/12185",1.66736014476682e-05,0.0015601316389051,0.00136142527972885,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",31,"Biological Process"
"GO:2000816","negative regulation of mitotic sister chromatid separation","31/4414","46/12185",1.66736014476682e-05,0.0015601316389051,0.00136142527972885,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",31,"Biological Process"
"GO:0033047","regulation of mitotic sister chromatid segregation","34/4414","52/12185",1.76689436149477e-05,0.0016252433389546,0.00141824402004727,"55143/991/83540/1063/11130/983/3619/10524/472/9735/7517/701/57082/55055/5347/83903/9212/8678/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/26271/5885/55755",34,"Biological Process"
"GO:0010389","regulation of G2/M transition of mitotic cell cycle","55/4414","96/12185",1.98559807535797e-05,0.00179597345916129,0.00156722907737465,"25949/63967/4998/8317/65123/5087/9928/51514/1063/983/6240/595/4361/472/1111/1017/79035/1019/51347/55743/79621/3306/5890/90381/641/5347/9344/8883/27183/8720/9212/990/672/80174/80279/5889/64859/580/994/6790/993/11073/891/995/900/8870/1026/26271/6604/54984/92421/4683/50484/5885/8555",55,"Biological Process"
"GO:0006310","DNA recombination","130/4414","268/12185",2.09368172724737e-05,0.00182576365172208,0.00159322503837491,"23028/79000/6118/164045/8317/6944/65123/142/9156/2074/6832/64210/27343/54780/23075/2237/10524/79703/4361/472/3014/1111/83695/10635/1108/196528/79035/8914/8089/55010/7374/3146/675/7011/328/9985/57697/5890/7517/5888/7158/80119/641/84464/116028/55159/51659/55135/7156/79915/5892/7153/672/78995/146956/5889/83990/3838/201254/9984/23347/51444/125476/6929/29128/9466/7040/7515/2068/10856/348654/4436/2956/10097/200558/84083/4175/55183/64859/3329/580/149840/84515/25939/55257/8318/4174/3005/11144/2177/7155/57599/29072/9730/10039/10721/3836/4171/8971/11073/604/7037/7468/353497/84057/3148/9319/4437/7518/84250/3006/116138/4172/253714/9907/6119/4176/7516/7486/84296/4173/4683/25788/5885/4796/9401/80010/4841/55086/3149",130,"Biological Process"
"GO:1902749","regulation of cell cycle G2/M phase transition","60/4414","107/12185",2.0939929663197e-05,0.00182576365172208,0.00159322503837491,"25949/63967/4998/8317/65123/5087/9928/51514/1063/983/6240/595/4361/472/1111/1017/79035/1019/51347/55743/79621/3306/5890/90381/641/9088/5347/9344/8883/27183/8720/9212/79915/990/672/80174/80279/5889/22809/64859/580/994/6790/152110/993/11073/891/9555/995/900/8870/1026/26271/6604/54984/92421/4683/50484/5885/8555",60,"Biological Process"
"GO:0022612","gland morphogenesis","54/4414","94/12185",2.11946029221468e-05,0.00182576365172208,0.00159322503837491,"1969/54361/6195/1435/1999/10765/7042/8829/2263/823/4041/11331/10818/59277/652/7043/1396/2252/5371/4313/80004/9423/6909/6662/9368/284217/7040/581/55679/8837/3488/6714/55959/1051/859/1605/7474/5361/374/55294/2246/4488/3400/780/1956/857/4824/6422/6591/23513/4781/4851/367/1896",54,"Biological Process"
"GO:1902850","microtubule cytoskeleton organization involved in mitosis","81/4414","154/12185",2.192598886277e-05,0.00184513900158425,0.00161013264440518,"10726/55143/991/1263/6491/163786/29899/84722/83540/4751/6905/983/3832/9126/10579/3619/10524/29127/9700/8086/10540/5901/55835/440145/79866/10253/9787/51203/9493/9055/5347/9212/26073/7283/27175/3837/332/10403/57132/55125/284403/729440/23636/1058/57405/22974/9371/4605/6790/8480/5116/11200/29072/10039/152185/10274/10460/1062/4085/10252/79884/10769/891/64946/54908/23291/3833/114327/7272/2770/6867/92421/51510/55755/2801/5524/26086/89958/8243/24137/2316",81,"Biological Process"
"GO:0070371","ERK1 and ERK2 cascade","101/4414","200/12185",2.20995089557723e-05,0.00184513900158425,0.00161013264440518,"5590/1969/2048/6464/128239/25778/467/11221/8829/983/5728/2263/3265/51074/960/374403/2950/408/80310/1813/11331/55885/7786/5908/10818/1848/59341/3146/10253/1880/2621/57447/10419/6815/652/677/161742/388121/8482/1445/5151/10519/5595/201163/2064/65266/5578/6662/9368/8792/5609/3383/399473/7040/200734/8837/2066/650/6714/81610/5770/3976/5155/152110/2771/1849/5028/5156/2247/10252/55294/9464/1601/2150/57556/2246/972/8817/2651/2045/9590/7430/2852/10457/222166/168667/1956/948/2185/1846/3084/78986/8767/7534/284/7010/152007/65268/7099/4851/59272",101,"Biological Process"
"GO:0009124","nucleoside monophosphate biosynthetic process","26/4414","37/12185",2.60211102537388e-05,0.00213964492950061,0.00186712878838231,"271/159/132/272/122622/1854/7084/1723/5198/6470/7083/7298/790/100/2618/7372/5471/10606/1633/7378/3614/318/55312/83549/5634/5631",26,"Biological Process"
"GO:0044774","mitotic DNA integrity checkpoint signaling","49/4414","84/12185",2.89456292270352e-05,0.00234459596738985,0.0020459762119785,"25949/6118/63967/1263/4998/4582/51514/983/55367/65975/5883/595/4361/472/1111/1017/4193/51347/51499/51065/54962/5371/90381/641/5347/9344/8883/55159/8720/990/672/80279/146956/4436/51776/11200/51512/2177/7508/79858/11073/10769/900/9656/8870/1026/835/4683/8555",49,"Biological Process"
"GO:0031577","spindle checkpoint signaling","30/4414","45/12185",3.14513055004873e-05,0.00246962789502448,0.00215508343268359,"55143/991/83540/1063/11130/3619/472/9735/55743/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/55755",30,"Biological Process"
"GO:0035825","homologous recombination","30/4414","45/12185",3.14513055004873e-05,0.00246962789502448,0.00215508343268359,"164045/79703/4361/472/10635/9985/57697/5890/5888/84464/5892/7153/672/146956/5889/83990/201254/29128/580/11144/2177/7155/11073/84057/9319/116138/4683/25788/5885/80010",30,"Biological Process"
"GO:0032609","type II interferon production","32/4414","49/12185",3.23094860045583e-05,0.00246962789502448,0.00215508343268359,"9636/64115/3265/8772/3146/2621/80381/161882/708/10666/9466/1054/558/10865/3554/3329/7855/3623/5621/7474/2150/11118/11119/3105/3115/7784/8767/51571/23513/3717/29126/7099",32,"Biological Process"
"GO:0032649","regulation of type II interferon production","32/4414","49/12185",3.23094860045583e-05,0.00246962789502448,0.00215508343268359,"9636/64115/3265/8772/3146/2621/80381/161882/708/10666/9466/1054/558/10865/3554/3329/7855/3623/5621/7474/2150/11118/11119/3105/3115/7784/8767/51571/23513/3717/29126/7099",32,"Biological Process"
"GO:0032465","regulation of cytokinesis","46/4414","78/12185",3.44002070820205e-05,0.00259291560880729,0.00226266859154986,"55143/1263/9928/9585/79733/3619/1813/65125/29127/144455/11113/675/801/9493/585/9055/9738/5347/27183/9212/201161/201163/26073/84440/990/8678/56155/332/10755/808/23636/805/994/598/9371/6790/57026/29072/1894/79884/10112/63971/92421/8555/10807/90293",46,"Biological Process"
"GO:0008585","female gonad development","44/4414","74/12185",3.83028435578364e-05,0.0028351080133442,0.0024740141305239,"54361/84159/8879/59338/8322/472/2/269/57122/4254/675/4323/8892/7337/49855/4313/2175/268/581/8890/3417/3623/598/6714/1051/6647/11144/6092/5156/3815/836/10468/6586/2296/3955/7784/835/4846/6422/23414/63951/2189/4851/9468",44,"Biological Process"
"GO:0044771","meiotic cell cycle phase transition","10/4414","10/12185",3.86581892366816e-05,0.0028351080133442,0.0024740141305239,"991/55743/9133/9088/10403/994/993/995/7272/225689",10,"Biological Process"
"GO:0042770","signal transduction in response to DNA damage","91/4414","179/12185",3.99426971377602e-05,0.00289025356488833,0.00252213606207415,"23028/25949/6118/83667/63967/1263/1647/4582/25896/51514/56950/2074/983/55367/65975/960/10524/5883/595/4361/472/57646/3014/1111/2305/83695/25946/1017/4193/144455/51347/51499/675/79621/8451/161742/5888/7158/79968/51065/54962/5371/90381/641/9894/5347/9344/5595/55159/8720/9100/79915/672/80279/146956/8493/83990/1655/5608/9984/5366/4436/200734/22925/51776/580/1869/1859/11200/51512/6300/2177/7508/79858/11073/10769/972/900/9656/8870/1432/1026/4646/23376/835/6591/4683/10397/340485/8555/5716",91,"Biological Process"
"GO:0030071","regulation of mitotic metaphase/anaphase transition","50/4414","87/12185",4.16862710665984e-05,0.00297672885629512,0.00259759741729399,"55143/991/83540/1063/11130/3619/472/196528/6602/9700/6601/9735/5925/9787/8110/7517/701/57082/55055/5347/83903/9212/990/6605/56155/332/10403/6597/147841/8193/348654/699/57405/51776/11065/6599/1062/4085/9319/891/55781/54908/1843/7272/26271/57492/9275/6604/5885/55755",50,"Biological Process"
"GO:0061458","reproductive system development","104/4414","210/12185",4.75235616031965e-05,0.00334948530935776,0.00292287769860261,"54361/192670/4678/79084/55585/259266/10765/7042/51742/8031/84159/8879/5660/2674/2263/59338/1028/6240/55366/81930/7536/8322/472/2/8531/54477/269/57122/10818/4254/675/4323/9985/652/5926/8892/1396/7337/49855/4313/2175/93649/3975/83990/6662/3021/6794/268/558/581/130497/6382/8890/4436/10461/3417/3623/5270/51665/598/6714/1051/6647/23598/11144/638/7476/57599/1499/6599/7474/6092/768239/57728/5156/3815/3148/836/10409/10468/22836/6586/2296/3400/578/653/4521/3955/7784/835/4846/4824/6422/157506/23414/642658/63951/2189/4920/7046/4851/9468/367/2316",104,"Biological Process"
"GO:0007052","mitotic spindle organization","67/4414","125/12185",5.06931281709317e-05,0.00352707187927752,0.00307784593307722,"10726/55143/991/1263/6491/163786/29899/84722/83540/4751/6905/3832/9126/10579/3619/29127/8086/10540/5901/55835/440145/79866/9787/9493/9055/5347/9212/26073/7283/27175/3837/332/10403/57132/55125/284403/729440/23636/57405/22974/9371/4605/6790/8480/5116/11200/10039/152185/10274/10460/1062/79884/10769/891/64946/3833/114327/7272/2770/6867/92421/51510/2801/5524/8243/24137/2316",67,"Biological Process"
"GO:0014855","striated muscle cell proliferation","36/4414","58/12185",5.38471681376806e-05,0.00369909596814168,0.00322796015258395,"57190/79647/7049/7042/983/2263/26011/196528/6910/60485/2353/2303/6909/10403/147912/8837/2066/79980/6714/861/5600/9686/3836/2247/84466/2296/1432/5292/23493/57057/858/23414/284/3717/7046/4851",36,"Biological Process"
"GO:0045859","regulation of protein kinase activity","178/4414","389/12185",5.45615372936996e-05,0.00370131828616135,0.00322989942479414,"54206/2048/64793/63967/1031/1647/84722/1435/2209/4921/55732/5997/9928/493/7042/11221/183/10006/219771/22943/5728/51196/27250/150/101/3265/1028/6609/10527/7251/9479/5871/4296/2950/4041/595/80310/6653/84959/11331/4040/9052/7786/2065/5787/114882/51347/10645/26524/8900/28984/5925/79866/10253/2621/1033/122809/6547/801/8812/161742/9133/57214/10519/8826/641/9894/899/9088/2013/5347/9961/9344/79007/51763/388324/1742/93649/5606/8844/9618/2064/990/124790/80279/10040/22843/55181/9368/79092/9146/10892/8792/6794/5609/171392/4294/29950/7040/808/84335/6868/6546/805/5899/55437/51719/5621/650/22974/6714/11142/55861/5770/84619/6647/104/29775/5155/859/8536/152110/993/4485/1849/5580/7474/6091/5912/1894/5062/285489/3815/51191/1062/890/2247/10252/55294/891/133619/9555/995/1958/6879/81848/2246/79616/900/8817/1843/56940/1616/11329/1026/4217/23328/11116/5575/5478/1956/857/8795/8797/2185/3084/9134/284/114/3717/1029/1030/7016/7099/7186/1654/64061/5716",178,"Biological Process"
"GO:0051304","chromosome separation","45/4414","77/12185",5.69274849874009e-05,0.00370590316373154,0.00323390034886546,"55143/991/83540/1063/11130/3619/472/23310/9918/9700/9735/55743/5925/9787/7517/701/57082/55055/5347/83903/9212/7156/56155/332/10403/147841/348654/23397/699/57405/11065/10051/64151/4085/9319/891/54908/1843/7272/26271/54892/5885/225689/10592/55755",45,"Biological Process"
"GO:0044786","cell cycle DNA replication","28/4414","42/12185",5.77612357626181e-05,0.00370590316373154,0.00323390034886546,"8317/1763/79733/2237/144455/675/5888/54962/641/64785/81620/79915/80174/7083/3978/4175/5111/9837/8318/4171/604/51053/4172/26271/10926/7486/4173/5422",28,"Biological Process"
"GO:0045005","DNA-templated DNA replication maintenance of fidelity","33/4414","52/12185",5.78622663607896e-05,0.00370590316373154,0.00323390034886546,"142/1763/4361/1663/8914/5426/675/57697/5888/54962/641/55159/672/146956/201254/9984/10498/5424/348654/84083/580/50485/5111/84515/25939/10293/259282/201973/253714/7486/4683/4796/1025",33,"Biological Process"
"GO:0007094","mitotic spindle assembly checkpoint signaling","29/4414","44/12185",5.87263077355652e-05,0.00370590316373154,0.00323390034886546,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/55755",29,"Biological Process"
"GO:0071173","spindle assembly checkpoint signaling","29/4414","44/12185",5.87263077355652e-05,0.00370590316373154,0.00323390034886546,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/55755",29,"Biological Process"
"GO:0071174","mitotic spindle checkpoint signaling","29/4414","44/12185",5.87263077355652e-05,0.00370590316373154,0.00323390034886546,"55143/991/83540/1063/11130/3619/472/9735/7517/701/57082/55055/5347/83903/9212/56155/332/10403/147841/348654/699/57405/4085/9319/891/54908/1843/7272/55755",29,"Biological Process"
"GO:0007127","meiosis I","44/4414","75/12185",6.03613393982085e-05,0.00376529872315032,0.00328573098551168,"192670/164045/5719/79703/4361/472/10635/9700/675/8900/9985/57697/3306/5890/5888/9133/84464/5347/100130958/5892/7153/284071/146956/5889/83990/201254/10403/256126/994/6790/11144/2177/7155/1060/84057/9319/9232/10919/116138/26271/25788/9134/5885/80010",44,"Biological Process"
"GO:0010712","regulation of collagen metabolic process","20/4414","27/12185",6.92943598500611e-05,0.00427341466938956,0.0037291306814046,"54361/4921/51430/7431/64115/90993/28984/652/7043/4239/114757/8710/7040/7349/1471/861/3673/642658/2022/4851",20,"Biological Process"
"GO:0048608","reproductive structure development","102/4414","207/12185",7.21078887716142e-05,0.0043969608130736,0.00383694135521576,"54361/192670/4678/79084/259266/10765/7042/51742/8031/84159/8879/5660/2674/2263/59338/1028/6240/55366/81930/7536/8322/472/2/8531/269/57122/10818/4254/675/4323/9985/652/5926/8892/1396/7337/49855/4313/2175/93649/3975/83990/6662/3021/6794/268/558/581/130497/6382/8890/4436/10461/3417/3623/5270/51665/598/6714/1051/6647/23598/11144/638/7476/57599/1499/6599/7474/6092/768239/57728/5156/3815/3148/836/10409/10468/22836/6586/2296/3400/578/653/4521/3955/7784/835/4846/4824/6422/157506/23414/642658/63951/2189/4920/7046/4851/9468/367/2316",102,"Biological Process"
"GO:0044773","mitotic DNA damage checkpoint signaling","46/4414","80/12185",8.21521471959275e-05,0.00495377447591443,0.00432283637701144,"25949/6118/63967/1263/4582/51514/983/55367/65975/5883/595/4361/472/1111/1017/4193/51347/51499/51065/54962/5371/90381/641/5347/9344/55159/8720/672/80279/146956/4436/51776/11200/51512/2177/7508/79858/11073/10769/900/9656/8870/1026/835/4683/8555",46,"Biological Process"
