"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","Category"
"GO:0002181","cytoplasmic translation","107/6265","151/12185",7.77620032694815e-07,0.00422636487769632,0.00422636487769632,"6146/2475/6135/51441/6202/6125/6301/7812/6232/1660/23057/1939/3192/22849/8661/6181/8665/6157/6207/5936/6188/6230/6171/6128/6175/8562/6144/56339/6235/440275/8669/54956/6124/6176/6218/6187/6210/728689/8663/6137/6154/9349/6143/6155/10642/6169/57409/6139/25873/6234/8666/6142/27335/6217/6141/23521/6205/6203/6158/6193/6201/6233/6160/55854/6168/8894/6227/8664/51386/6122/6161/3921/9045/6159/6152/7555/4690/170506/1981/6165/6164/6167/6228/6208/51121/80315/221662/6222/4736/10492/51389/6129/6156/26986/3646/6132/6194/4686/11224/6130/1968/24140/6191/6451/6170/28985/6134",107,"BP"
"GO:0003735","structural constituent of ribosome","108/6395","157/12494",5.04371493201724e-06,0.00524546352929792,0.00524546352929792,"55052/6146/6135/64960/6202/51253/6125/54460/65005/6232/63931/128308/51021/84545/6181/6150/6157/6207/65003/219927/6188/6230/51258/6171/28977/6128/6175/6144/122704/6235/6166/51187/6124/6176/6218/26589/64963/6187/6210/6137/6154/9349/6143/6155/124995/51264/51649/6169/51081/6139/116541/25873/4701/6234/64981/6142/388524/6183/6217/6141/23521/6205/6203/6158/6193/6201/6233/64969/6160/6168/6227/6122/6161/3921/9045/6159/6152/56945/57129/6165/51023/6164/64979/6167/10884/6228/6208/51121/6222/4736/285855/51069/55168/64928/64983/64951/51650/6129/6156/28998/6132/6194/11224/6130/6191/6170/6134/6192",108,"MF"
"GO:0022626","cytosolic ribosome","83/6519","110/12707",1.57689464788782e-07,0.000108963420169048,0.000105236969132724,"6146/6135/6202/6125/6232/6181/6157/6207/6188/6230/6171/6128/10985/6175/9921/6144/6235/6166/440275/6124/6176/6218/6187/90850/2935/6210/6137/6154/9349/6143/6155/6169/6139/25873/6234/6142/388524/6217/6141/23521/6205/6203/6158/6193/6201/6233/6160/6168/64320/6227/26046/84164/6122/4809/6161/3921/9045/6159/6152/6165/6164/6167/53918/6228/9604/6208/51121/6222/4736/285855/1915/10973/10767/6129/6156/6132/6194/11224/6130/6191/6170/6134/6192",83,"CC"
"GO:0022625","cytosolic large ribosomal subunit","45/6519","55/12707",2.43838561205062e-06,0.000842462228963489,0.000813650777915838,"6146/6135/6125/6181/6157/6171/6128/6175/6144/6166/6124/6176/6137/6154/9349/6143/6155/6169/6139/25873/6142/6141/23521/6158/6160/6168/6122/4809/6161/9045/6159/6152/6165/6164/6167/51121/4736/285855/6129/6156/6132/11224/6130/6170/6134",45,"CC"
"GO:0005840","ribosome","147/6519","222/12707",4.11649568195288e-06,0.00094816617207648,0.00091573974117829,"54998/55052/6146/6135/64960/6202/51253/6125/54460/65005/6232/63931/1660/128308/51182/51021/118487/84545/92170/6181/6150/6157/6207/65003/219927/51642/6188/6230/51258/6171/28977/6128/10985/6175/9921/6144/122704/6235/6166/440275/51187/6124/6176/6218/26589/64963/6187/90850/2935/6210/6137/6154/57532/84311/9349/6143/6155/124995/51264/51649/6169/3396/51081/64978/6730/6139/116541/25873/4701/6234/90480/64981/6142/84769/388524/6183/6217/6141/23521/6205/6203/6158/6193/6201/5610/6233/87178/64969/6160/6168/64320/64949/6238/6227/54148/26046/84164/6122/4809/6161/3921/9045/6159/6152/4690/56945/27230/57129/6165/51023/6164/64979/6167/10884/53918/689/6228/9604/6208/4869/51121/6222/4736/55173/285855/51069/55168/64928/1915/10973/10767/64983/64951/51650/6129/28957/6156/28998/6132/6194/54534/11224/6130/6191/6170/6134/6192",147,"CC"
"GO:0044391","ribosomal subunit","121/6519","181/12707",1.44426276929454e-05,0.00249496393395631,0.00240963840982299,"54998/55052/6146/6135/64960/6202/51253/6125/54460/65005/6232/63931/128308/51021/118487/84545/6181/6150/6157/6207/65003/219927/51642/6188/6230/51258/6171/28977/6128/6175/6144/122704/6235/6166/6124/6176/6218/26589/64963/6187/6210/6137/6154/84311/9349/6143/6155/124995/51264/51649/6169/3396/51081/64978/6139/116541/25873/6234/90480/64981/6142/84769/388524/6183/6217/6141/23521/6205/6203/6158/6193/6201/6233/64969/6160/6168/64949/6227/54148/6122/4809/6161/3921/9045/6159/6152/56945/57129/6165/51023/6164/64979/6167/10884/6228/6208/4869/51121/6222/4736/55173/285855/51069/55168/64928/64983/64951/51650/6129/28957/6156/28998/6132/6194/54534/11224/6130/6191/6170/6134/6192",121,"CC"
"GO:0015934","large ribosomal subunit","78/6519","112/12707",5.74547230909987e-05,0.00794024273117602,0.00766869356625119,"55052/6146/6135/51253/6125/65005/128308/84545/6181/6150/6157/65003/219927/51642/51258/6171/28977/6128/6175/6144/122704/6166/6124/6176/26589/6137/6154/84311/9349/6143/6155/124995/51264/6169/3396/64978/6139/116541/25873/90480/64981/6142/84769/6141/23521/6158/6160/6168/54148/6122/4809/6161/9045/6159/6152/57129/6165/6164/64979/6167/10884/4869/51121/4736/285855/51069/55168/64928/64983/6129/6156/28998/6132/54534/11224/6130/6170/6134",78,"CC"
"GO:0005844","polysome","46/6519","63/12707",0.000349956892492328,0.0403033687853665,0.0389250297965151,"6135/1660/7431/6188/6171/6311/6128/10985/5687/6235/1965/440275/55323/9513/4628/57532/6143/124540/6169/1938/25873/6234/6142/6141/87178/6160/3069/6227/6161/6152/8087/1981/689/6228/4736/51389/7458/6156/27161/6132/6194/6130/6191/6170/7411/6192",46,"CC"
"GO:0042788","polysomal ribosome","24/6519","29/12707",0.000443177123033291,0.0437479131451435,0.0422517738350537,"6135/1660/6171/6128/6235/57532/6143/6169/25873/6234/6142/6141/87178/6160/6227/6161/6152/689/6228/4736/6156/6132/6130/6170",24,"CC"
