"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0140297","DNA-binding transcription factor binding","16/159","409/12494",6.54930821992217e-05,0.0188571857930128,0.0177323712018506,"2959/27063/2957/64784/92595/8648/1385/55502/9730/3280/9464/2626/862/23414/10221/6256",16
"GO:0061629","RNA polymerase II-specific DNA-binding transcription factor binding","13/159","295/12494",0.000100571657562735,0.0188571857930128,0.0177323712018506,"2959/27063/2957/8648/1385/55502/9730/3280/9464/2626/23414/10221/6256",13
