Entrez_ID,logFC,AveExpr,t,P.Value,adj.P.Val,B
653635,0.281544144,3.815911356,2.643247662,0.009603863,0.041895952,-4.1771945
729737,-0.206488414,3.611066469,-1.167374613,0.245977162,0.428486994,-6.864359925
102723897,0.331328004,3.738780581,3.117559326,0.002412315,0.01454622,-2.894082915
100132287,-0.233883178,2.716250327,-1.432855623,0.155177609,0.314820823,-6.357480163
102465432,0.419731176,5.876734289,2.032704598,0.044869618,0.130195747,-5.788368695
100133331,-0.124396501,2.814028681,-0.910912177,0.364644312,0.554146033,-6.987687774
100288069,0.066923881,0.005686323,0.245015261,0.80697243,0.892683555,-6.89299299
79854,0.06069009,0.308362635,0.207659729,0.835938617,0.909576127,-6.912213069
643837,-0.66046401,5.622428419,-5.30315461,7.39E-07,2.04E-05,4.621534908
100130417,-0.039338456,0.252866454,-0.111462033,0.911484836,0.953300428,-6.922995782
148398,0.264935193,0.908646859,0.760938885,0.448575865,0.632926361,-6.721053302
26155,0.217381646,6.684079437,2.583869119,0.011291493,0.047365225,-4.611669574
339451,-0.284773279,4.054823131,-1.648442644,0.102561138,0.236306584,-6.251247538
57801,-0.582920243,5.979831384,-3.003061666,0.003415097,0.01907693,-3.465799254
9636,0.164883529,3.745990772,0.752527391,0.453592267,0.637296466,-7.243676801
375790,0.427461744,10.0974329,2.836703814,0.00557018,0.027790567,-3.828329575
54991,-0.587386033,3.399961785,-3.794095216,0.000260469,0.002524936,-0.7400563
51150,0.211740454,8.49081391,2.059179659,0.042210104,0.124838044,-5.723679849
126792,-0.140122519,6.211809478,-1.420325151,0.158782598,0.319737233,-6.849900303
388581,0.612105581,0.144455397,2.215514245,0.029110542,0.095622136,-4.539930863
118424,0.168191849,5.841288127,1.345629565,0.181620849,0.350833889,-6.920993096
6339,0.51715285,2.956464716,1.984891631,0.050037013,0.141145498,-5.455932552
116983,0.059868575,6.48234446,0.422493673,0.67361824,0.807538816,-7.772246551
126789,-0.507459479,2.929654571,-2.860383528,0.005201524,0.026408375,-3.430510752
54973,0.156826923,6.071405357,2.082120484,0.040016297,0.120343871,-5.710120664
80772,0.048304438,4.871429268,0.437539683,0.662711869,0.800174427,-7.628910525
83756,0.451150762,0.750659252,1.572644537,0.119121668,0.261473935,-5.840127475
1855,-0.056222111,5.987221876,-0.575273107,0.566464964,0.728283605,-7.675647299
54587,-0.222099484,4.562730098,-1.269434495,0.207383279,0.383727594,-6.869564074
54998,-0.025664972,5.907405796,-0.251808057,0.801732686,0.889091412,-7.797850825
81669,0.200242075,7.542892876,1.31879991,0.190402354,0.362790928,-6.988873034
148413,0.048653254,3.813907526,0.551342682,0.582691628,0.740690483,-7.422337907
55052,-0.110071224,5.565462683,-1.121186146,0.265031228,0.450199964,-7.172025685
64856,-0.767732846,3.882356854,-2.916937438,0.004409874,0.023167253,-3.408670313
219293,0.108565518,0.494230169,0.498499177,0.619283023,0.769134756,-6.839268488
83858,-0.165104237,4.936205678,-1.29461914,0.198585587,0.372517551,-6.888156286
55210,-0.367437985,5.373485937,-3.388872005,0.00102268,0.00748864,-2.314547179
339453,-0.803457268,1.619327343,-4.238967996,5.20E-05,0.000700394,1.097506351
29101,0.160145891,6.363927195,1.641710107,0.103952471,0.23883143,-6.523386402
643988,-0.53242917,3.64730375,-1.603241508,0.112196943,0.251421868,-6.242316081
142678,0.353084366,6.956657996,2.39084596,0.018778609,0.069215219,-5.067075957
8510,-1.336070607,4.907379689,-5.252821671,9.13E-07,2.44E-05,4.563322398
984,0.019173809,5.97212873,0.277912413,0.781682772,0.877143284,-7.802914171
728661,-0.033706305,6.783076798,-0.412567426,0.680851992,0.813274686,-7.782205049
8511,-1.328743107,5.722070765,-5.297127161,7.58E-07,2.08E-05,4.6393527
728642,0.064899709,5.692710846,0.713021204,0.477578251,0.656969472,-7.564974974
9906,-0.051905886,5.611413743,-0.473978134,0.63660168,0.782140371,-7.709715586
65220,-0.00802463,5.606149128,-0.098981415,0.921361326,0.957993036,-7.801115178
2782,0.00370934,8.266836187,0.029366591,0.976633746,0.98756131,-7.820264179
105378949,1.019024893,-0.054421449,4.145290161,7.37E-05,0.000923426,0.999636997
5590,-0.373268646,5.003162108,-2.680023696,0.008676707,0.038632585,-4.260067229
100506504,0.075800592,1.05872996,0.349881065,0.727201467,0.844377112,-7.045862073
199990,-0.158337802,4.994265242,-1.493702623,0.138563233,0.291053885,-6.621474231
6497,-0.004828679,6.537220044,-0.036352242,0.971077676,0.984260724,-7.863190635
79906,-0.00832521,2.367761166,-0.053579489,0.957382569,0.977928729,-7.313799855
100129534,0.474631968,0.349211782,1.757817409,0.081995556,0.201309242,-5.45268103
11079,0.061618027,7.07464537,0.967501515,0.335746954,0.524866516,-7.396368018
5192,0.46263372,3.818259888,3.030950185,0.003140388,0.017822574,-3.17265668
55229,-0.124577021,5.663331141,-1.575027221,0.118570478,0.260733893,-6.580584373
127281,-0.831653883,4.181960775,-3.589131477,0.000526765,0.004437565,-1.508260265
440556,-0.609728156,3.585987856,-2.393001155,0.018675055,0.06890468,-4.706384696
63976,-0.656193331,4.893051649,-3.005285243,0.003392405,0.018981248,-3.394719268
27237,0.506026338,2.931263642,2.678935085,0.008702942,0.038713178,-3.924721961
1953,0.175696412,6.502576921,1.092137196,0.277531287,0.46496178,-7.268499898
127262,0.083432271,5.665550175,0.519487444,0.604627615,0.757920965,-7.67820407
49856,0.177259005,3.66726967,1.314420411,0.191865454,0.364367886,-6.68778671
57212,-0.024170946,5.171007961,-0.297785637,0.766516217,0.868216638,-7.721317189
148870,0.546178005,0.664607878,2.267614248,0.025615885,0.087025748,-4.545810559
388588,-0.62457851,0.697325379,-2.1744577,0.03215134,0.102750445,-4.698359111
57470,0.043315383,6.60264376,0.570424841,0.569734615,0.731126141,-7.702440404
9731,0.020308502,5.259901229,0.147485677,0.883060857,0.936583672,-7.767706103
1677,0.090946581,1.613902447,0.525713776,0.600310562,0.75449648,-7.052070073
339448,-0.138347404,3.542317134,-1.286351213,0.201442716,0.376295204,-6.700319688
261734,-0.283880083,2.802430162,-1.772372948,0.079534371,0.197130928,-5.835579476
8514,0.531679409,1.442144245,1.403441913,0.163741262,0.326775932,-6.187297183
6146,-0.170258459,6.660572584,-1.623637311,0.107762792,0.24463353,-6.554203717
102724450,-0.780083904,0.032539094,-2.130566511,0.035704329,0.110793462,-4.63836568
388591,-1.375005207,7.170939156,-3.785609727,0.000268307,0.002586872,-1.120682298
23463,0.256508407,7.167551661,1.93327836,0.056175516,0.153812117,-6.011120687
387509,0.478268181,3.921804624,2.094585798,0.038865977,0.117902547,-5.418601982
11332,-0.500149808,5.156441133,-2.400528875,0.018317329,0.067971191,-4.904283066
83715,2.002130558,0.308292765,3.393834442,0.001006309,0.007392874,-1.473521776
8718,0.218693901,3.709641478,1.142992694,0.255910311,0.439516879,-6.920384361
57449,-0.001740061,6.114606222,-0.011855806,0.990565488,0.994046286,-7.853258998
79707,-0.05700081,5.071203798,-0.724162792,0.47074318,0.650839376,-7.487723715
3104,0.237663256,4.047796761,2.456579683,0.015839896,0.061182905,-4.66476636
9903,-0.033942485,7.522509658,-0.283100348,0.777715113,0.874340139,-7.818020509
148479,-0.240997554,5.257957818,-1.598856218,0.113169164,0.252480956,-6.489416348
90326,-0.218861214,3.042683943,-1.782886027,0.07779493,0.194337615,-5.870415254
55735,0.033260326,5.786721332,0.325265822,0.745694266,0.854556053,-7.781651104
23261,-0.06865168,5.072636377,-0.593986664,0.553931077,0.717747899,-7.570717009
9341,0.182518831,6.30730214,1.943959324,0.054855383,0.151241554,-5.98864875
8863,-1.113425082,2.8278315,-3.286105484,0.00142345,0.009666025,-2.229275188
3604,-0.546898263,2.620756676,-1.681710027,0.095905583,0.225570058,-5.89990909
11315,-0.048382731,7.024625729,-0.496971347,0.620355981,0.769730888,-7.743015191
54206,0.408534672,6.215762357,2.389277105,0.018854311,0.069440471,-5.059129396
50651,0.792732758,1.743749038,3.368547526,0.001092377,0.007881784,-1.866855555
473,0.203028196,7.519682698,2.803607204,0.006125634,0.029852534,-4.041081449
2023,-0.144512646,9.84273038,-0.670391741,0.50423252,0.680137555,-7.514098125
80045,-0.652074716,1.8013328,-2.170236958,0.032479092,0.103566091,-4.866107885
9563,0.049886383,6.674507579,0.621679148,0.53564005,0.704272953,-7.673589972
80176,-0.0040372,3.063682563,-0.012288896,0.990220864,0.994046286,-7.428561251
84275,-0.390932706,2.521912619,-2.331853983,0.021818381,0.076962615,-4.672734134
199953,-0.136157595,5.364520406,-1.109048094,0.270205605,0.456183176,-7.162493683
5293,0.901721446,3.606993429,5.236457828,9.78E-07,2.57E-05,4.602290441
22883,0.042760824,8.220823754,0.438222172,0.66221885,0.799903647,-7.729470517
56998,0.008339016,5.10383406,0.077597576,0.938311167,0.966003863,-7.747299924
84328,-0.225979806,4.359647132,-2.136278694,0.035223459,0.109863647,-5.424844745
64802,0.329142505,4.927795676,4.271969446,4.59E-05,0.000636931,0.673722143
10277,-0.269479447,6.593101261,-3.540626166,0.000620001,0.005044442,-1.925336547
23095,0.027440171,7.879850428,0.287018527,0.774722438,0.872965709,-7.799987617
5226,0.223358488,7.222903366,1.757260112,0.082091023,0.201474342,-6.333192424
378708,-0.488660882,0.188708444,-2.042333693,0.043886178,0.12820187,-4.893353457
1676,0.325822924,5.253206456,2.627695797,0.010022255,0.043287288,-4.421518006
5195,0.076290568,4.859777638,0.525281773,0.600609635,0.754673089,-7.601648259
54897,-0.319906752,7.406850738,-1.919861107,0.057871833,0.157490357,-6.034079969
148345,0.819755108,0.189157829,2.758345376,0.00696738,0.032779971,-3.313191497
23435,-0.17952729,7.053283958,-2.108046061,0.037655996,0.115204042,-5.675904555
10747,0.174114846,1.644724915,0.846141141,0.399597654,0.587445167,-6.810493705
6723,-0.287665173,5.404966833,-2.108318347,0.037631859,0.11516351,-5.584144403
5394,-0.145174141,6.200835265,-2.30195767,0.023519001,0.081452294,-5.253360156
2475,-0.015666768,7.265192143,-0.202226229,0.840171765,0.912003886,-7.840026441
29914,-0.192907949,4.942607455,-1.329444595,0.186881005,0.358040236,-6.84186519
26232,1.264026959,4.198873845,4.200516187,6.00E-05,0.000784182,0.54133672
93611,0.198093387,5.473426016,1.258949315,0.211129559,0.38799472,-6.989964424
26270,0.41988584,1.601393922,2.984094315,0.003614449,0.019950027,-2.897909175
10459,-0.346441288,4.063683717,-2.720025354,0.007761113,0.035610839,-3.997279623
57085,0.39950349,4.336693839,2.262071615,0.025969269,0.087809141,-5.138922716
4524,-0.177482064,6.350449778,-1.634450862,0.105469679,0.241292597,-6.529787826
1185,-0.124492814,5.952364773,-1.548343171,0.12486054,0.270584862,-6.645394504
4878,-0.270234099,12.40377392,-1.146202664,0.254586624,0.438033788,-6.9350981
4879,0.30345423,10.30969113,0.809625597,0.420176122,0.607614231,-7.377010754
90231,0.276950857,6.949641062,3.101978059,0.002530477,0.015099321,-3.243146887
5351,-0.025412354,8.830168839,-0.170834966,0.864716406,0.926998398,-7.782494667
9927,0.061921934,8.860908113,0.682374805,0.496660396,0.673678017,-7.556534488
60672,0.506206171,4.558353813,3.387519532,0.001027185,0.00751392,-2.264135852
55187,0.132604271,6.476002608,0.994981669,0.322269598,0.512380313,-7.371112592
9249,1.172118693,4.105883732,3.940216866,0.000155304,0.001666021,-0.389780132
126755,2.078343489,-0.013765345,4.24755079,5.03E-05,0.000685349,1.295008019
10630,-0.39217863,6.181088485,-2.34484994,0.021113659,0.07520584,-5.152946054
7799,-0.044922647,5.784537766,-0.296467519,0.767519422,0.868686206,-7.777900242
23254,-0.033141236,3.333282542,-0.265682693,0.79105858,0.883221946,-7.458505614
55092,-0.183293417,3.863452878,-1.10320349,0.272722065,0.459167359,-6.98715683
79180,-0.173446454,3.496865787,-1.069403053,0.287594381,0.475769879,-6.917055289
842,0.283146042,4.360899036,2.658036345,0.009220742,0.040594241,-4.227510474
23341,0.022887324,5.903169708,0.23115801,0.817688553,0.897718301,-7.815244251
