Symbol
ZNF827
IRX1
LINC02063
RP1
ZFPM2
LPL
RPL30P9
VAMP8
SCARB1
EML1
PGF
EIF2B2
HHIPL1
FOXP2
LINC02580
PDE1A
PARTICL
SEMA3C
EIF4EP4
ARHGAP15
TDRD15
NUTF2P8
PARP12
CFTR
ASZ1
MAD1L1
BASP1
PTK7
SUGP1
TGFB1
UNC13A
MAP1S
FCHO1
LDLR
GIPR
LPA
KCNK5
SPPL2A
HMGCR
ANKRD31
CARINH
IRF1
GIRGL
LINC02732
CMIP
DHX38
PECAM1
CNNM2
ACAD11
DNAJC13
LIPA
ARID4A
APOC1
APOE
PRIM2
RAB23
LINC02709
STN1
SLC22A3
LPAL2
RFLNA
ATXN2
FGD5
CDK12
LINC02796
BUD13
ST3GAL4
LINC00841
LINC03089
ACTRT2
TTC34
LINC02542
TRIB1AL
ACER2
DAB2IP
JMJD1C
JCAD
SWAP70
LINC02468
TCP1P3
THSD4
GP2
SNRPEP3
PRDM8
FGF5
NT5C2
TEX41
PRPS1P1
FIGN
PRDX4P1
THAP12P9
SAYSD1
RAC1
DAGLB
BCAP29
LINC00583
LINC01235
MTAP
SHOC1
OIT3
MIR1915HG
SKIDA1
FAM76B
IRAG1
CCDC92
MYL2
LINC01405
ACAD10
HECTD4
RPH3A
KCTD10
RN7SKP250
MVK
MORF4L1
BCAS3
RPL31P57
FLJ40194
ANKRD13B
RASGEF1B
ATP2B1
FGD6
SVEP1
APOB
LINC02850
PROCR
FAM242C
FLJ12825
LRP1
GAPDHP35
SBK1
PFN1P11
AS3MT
TCF7L2
LINGO4
BSND
PCSK9
RPSAP20
LINC01767
SIK2
LAYN
ADAMTS7
PDGFDDN
SMARCA4
LRRC10B
ATG16L2
ABO
CDC123
RN7SL198P
SERPINA2
SERPINA1
RNF213
TRAIP
SNHG18
SEMA5A
TNS1
FER
SRFBP1
BMAL1
RASSF10
RRBP1
MIR375
CRYBA2
FURIN
PPP2R1B
CARF
WDR12
SAP130
STAG1
F3
ADAM19
FLT1
ZSCAN26
TMEM106B
PRRC2A
TMOD4
MTCO3P1
PCCB
RPL31P23
DCLRE1B
PLEKHH2
ZC3HC1
NBEAL1
MAP1B
CARTPT
ENSA
MCL1
H2AC1
SCGN
TRIM5
R3HDM2
COL4A1
NEDD4
ABI2
IGF2BP1
B4GALNT2P1
SMG6
CPLX4
ELL
MARK4
EXOC3L2
COPS8
COL6A3
ANGPTL4
MIR5702
NYAP2
TSBP1
HNF1A
C12orf43
MRAS
MECOM
MAD2L1
LINC02502
GUCY1A1
POLR1HASP
MIR588
CENPW
VPS11
MPIG6B
LY6G6C
LINC03003
LINC01765
TDRKH
OR52E4
KSR2
VWF
C1S
COL4A2
PDS5B
RAB5C
DOK7
LINC02571
SNHG32
DUS4L
HAUS6
DENND1B
ATP1B1
DPPA2P2
RPS6KA1
FOXO6
DSTYK
COG5
IL6R
AIDA
TSPAN3
CETP
HERPUD1
KDM4B
UHRF1
TARID
TCF21
LINC01312
PLCE1
NLRP3
TSPAN14
MAGI3
BSX
SAE1P1
FBRSL1
LINC02188
FOXL1
PMFBP1
SMCR2
PEMT
MRC2
AAK1
NFU1
CABIN1
ARHGEF26
SHROOM3
LINC00607
FN1
PHACTR1
MAP3K4
RNA5SP271
PCSK6
GCKR
RPRD2
RGS19
REST
SPINK2
PLEKHG1
MYH11
MITF
CELSR2
CIART
MRPS21
HHEX
PCNX3
PPHLN1
WASF3
CDK8
FNDC3B
CERT1
CFDP1
SREBF1
KAT2A
MC4R
SMUG1P1
ACAA2
C19orf38
CCDC97
MIR4432HG
KCNAB1
ADAMTS3
MTND1P22
RPL31P26
MIR548G
DMXL1
MCF2L
CASC15
NCALD
CDKN2A
ARL2BPP4
HINT1
COBLL1
LINC01875
TMEM18
ABCG5
CORO6
SYN3
CSK
HNRNPUL1
SCUBE1
SFRP2
DCHS2
MUC22
RPTOR
RAPH1
GTF3C4
ARL4C
LINC01173
OPHN1
APOC1P1
FTO
LINC01012
ITGB5
UMPS
PAN2
IGF2R
AIRN
PRMT5P1
EDNRA
SUMO1
NOP58
SLC22A2
ZNF77
PLPP3
BCAM
NECTIN2
DNASE1L1
MSR1
U3
NXNP1
AGPAT4
NFS1
RPL29P16
SCIRT
MRPS6
LINC00310
KCNE2
NRBF2P1
MIR187
TRPM3
DOCK5
DIP2B
DOCK8
LINC01977
IL1R1
CORO1C
MIR4496
UBE3B
LINC02702
VAMP5
SGCD
ZEB1
NPC1
KCNQ1
LINC02881
RGL3
HGFAC
NEBL
LINC01228
PIP4K2B
CISD1P1
LINC01808
PSPC1P1
TUBA3C
LNX1
RPL21P44
NOA1
LINC01153
RPL19P16
KCNN2
MIA3
THSD7A
SMAD3
AXL
NRBP1
PPM1G
MMP24OS
ABCG8
TMEM258
MYRF
FADS1
FADS2
TAF1A
LINC00924
GOSR2
ANKS1A
KANK2
TRAFD1
LINC01412
NAA25
SERPINH1
LOX
TMEM91
HNF4A
KCNJ13
GIGYF2
KRT18P47
CARMAL
POM121L9P
BCRP1
ZNF638
PAIP2B
GOLGA6GP
PLG
FDX1
ARHGAP20
COL2A1
SENP1
R3HCC1L
CRTAC1
CFAP161
CXCL8
LEPR
MMP13
TLCD5
FES
CYP1B1
PLEKHJ1
B4GALNT2
ADGRL3
ANLN
AOAH
GLULP3
UBASH3B
MAGOH3P
ZFP36L1
ITPK1
ATP5MC1
SNRPD2
WNT9B
B9D2
LOXL4
IFIH1
VPS33B
HPR
TRIB1
RPL12P33
PLCB2
PREX1
FBN1
HDAC9
MAT2A
PBX2
LINC02920
CYCSP42
CFB
ETV1
DHX58
BAZ1B
APOA5
TOMM40
TMEM204
IFT140
TMED10
TWIST1
CCM2
FAP
CCDC30
PDE1C
RPSAP22
SNX13
LINC01370
MAFB
TBX20
PNLIPRP2
SPMIP5
FGB
TRIM56
SERPINE1
METAP2P1
TBXAS1
SYT14
ACVRL1
CLEC4M
KIAA0040
WIPI1
SIPA1
USP36
SMAD7
UBE2DNL
SETP4
ZNF831
MRPS16P2
CPS1
RPS27P10
C8orf34
UNC13D
WBP2
GIP
HTRA1
ARHGAP26
NDUFA12
SLC2A12
HMGA1P7
AGT
PRDM16
EPB41L4A
HCP5
LINC02366
YBX3
ALDH1A2
LIPC
TAP2
GEM
CDH17
ASAP2
SPC24
SLC22A4
MIR3936HG
TAB2
LINC00240
LARRPM
LNPEP
ILRUN
IFITM3P3
LMOD1
MAP3K7CL
SKI
MORN1
GPSM1
LOXL1
TERT
RPL7A
AIF1
UQCRHP1
NCR3
FBXL17
CAMKK2
ZNF652
GCK
PRKAR1A
GABBR1
FHL5
NDUFAF6
PSORS1C1
BAG6
AGPAT1
TNXB
C2
SH2B3
DHODH
ATP5F1AP3
CDKN2B
CICP13
PSTPIP1
SOX6
PPP2R3A
KIRREL3
UBA52P7
LAMB2
RPS4XP10
ABCA1
CNPY4
PDXK
RRP1B
MARK3
CST3
RNA5SP106
FBXO46
MCUB
ZNF268
PITX2
LINC01438
EHBP1L1
CYP46A1
TMEM170A
CHST6
FALEC
UNC5C
GUCY1B1
ZNF335
CUX2
HCG27
PLTP
NOS3
C5orf67
INO80
CIBAR1P1
HMGN1P34
CYSLTR1
SF3A3
ITGA1
C5
PPARG
PID1
F11
LINC00881
SCARA5
FTMT
EFHD1
SGCZ
DLC1
TMEM41B
MX1
WNK2
NAT2
PSD3
UBE2Z
NME7
TM4SF4
KDELR2
ARHGAP42
STX2
PDE3A
ZNF664
MBTD1
BCL3
LINC00895
SEPTIN5
UGT2B29P
BCAR1
HIVEP2
TC2N
SLK
RN7SL363P
UBBP1
HNRNPKP2
PSRC1
HORMAD1
STAB2
FCHO2
TMEM171
LINC01929
CCDC68
DOCK6
PHB1
ZFPM1
OASL
CD109
ICA1L
DENND2B
PLCG2
RPS7
COLEC11
ARFGEF2
BMP1
POLK
TAB1
RPS10P29
SPECC1L
PRKCE
SKP2
HDLBP
SKIC2
MAP7D3
TBL1X
RPL22P23
RBMX
MRTFA
OSM
CASTOR1
ST13P19
HHAT
PPIAP21
PRELID3B
PKD2L1
NCOA6
ZHX3
PLCG1
ANP32CP
MARCHF1
FHL3
CHRNB4
MAP4
LINC01214
RBM46
ANKRD55
GMDS
FOXC1
MLN
LINC01016
TFAP2B
QSER1
BDNF
CNPY2
CYP21A2
MLX
AFAP1L2
OR13C5
RBPMS2
OAZ2
TEX2
ADH4
ADH5
RNA5SP258
PPP2R2A
CTRB2
ZFP1
CTSS
CCT6A
MAP6
SPPL3
ALDH2
IL1F10
ZEB2
SLC30A3
PLD1
MTCO1P58
IGF2BP2
RPL6P31
OTUD7B
CARMIL2P1
PLXND1
NME9
ARSA
AFAP1
FBN2
SLC27A6
VEGFA
LINC02537
MTHFD1L
SLC22A1
GPX6
OR2E1P
ZKSCAN1
GPR149
BNC2
RN7SL720P
ARHGAP21
PRTFDC1
ANKRD26
FAM238C
KNG1
WT1
SIK3
MIR670HG
HSD17B12
CWF19L2
ASS1P13
THEM7P
OR4C14P
OR4C15
ARVCF
DNAH10
ZC2HC1C
NEK9
HIF1AP1
AKAP13
ZFHX3
CHD9
C1R
MYO9B
ACTR2
SPRED2
CAVIN1
WDR87BP
RPL39L
QRICH1
MSL2
BET1L
SIRT3
RN7SL711P
PNPLA3
EHBP1
RSL24D1P2
PLCL1
LINC02172
PCDH18
CDH13
NRP1
SMUG1
LINC02381
MMAB
GGCX
MERTK
ANKRD52
COQ10A
CDC25A
RPL17P16
ATP1B3
RHOA
RGS12
SEMA5B
ALS2CL
FAM240A
SORBS2
CCND2
MIR365BHG
PALLD
ARL15
ITIH4
ITCH
CYP4F36P
SCAP
WWP2
MYHAS
MYH13
RPL23AP31
PRKAG3
TRIM65
DDX31
BARHL1
MYL3
PRSS42P
TENT5A
ASTN2
EXOC5P1
LARP1BP1
CRIPTO3
M6PRP1
WBP1L
LINC03062
EXOC6
ARHGEF12
TTC17
MS4A6A
KDF1
HMBS
N4BP2L2
VPS37D
MLXIPL
SLC15A1
DOCK9
OR4A15
OR4A16
RASGRP1
RAI1
TIMP2
THEMIS3P
AKR1B1P6
ZNF100
FOXA3
RSPH6A
FTLP1
MMP9
OPRL1
PAWR
MAP3K1
SETD9
DAB1
SETD1B
RN7SL151P
ZDHHC20P2
FGFR3P1
NFAT5
CYB5B
RAPGEF6
NR2C1
LYRM2
ANKRD6
CDKAL1
NAPGP2
SFTA2
STXBP5
HBS1L
BTN2A1
BLTP3A
ATP7BP1
SCML4
SEC63
DGKH
FARP1
ZPR1
PIGPP3
TPM3P2
LINC02940
RPL23AP12
TOM1L2
VAT1
CTRB1
RPS4XP18
DCLK2
PNLDC1
MAS1
TSEN2
BMPR1B
