"ENTREZID","SYMBOL","84.1_DOX_0.5_3","84.1_VEH_0.5_3","17.3_DOX_0.5_3","90.1_DOX_0.5_3","90.1_VEH_0.5_3","75.1_DOX_0.5_3","17.3_VEH_0.5_3","75.1_VEH_0.5_3","78.1_DOX_0.5_3","78.1_VEH_0.5_3","87.1_DOX_0.5_3","87.1_VEH_0.5_3"
29997,"NOP53",5.783569896,5.919571268,6.018214319,6.656343956,6.492093902,6.55160625,6.006407988,6.205667164,6.324279582,6.05095569,6.328686687,6.451599475
6415,"SELENOW",7.595705201,7.670418934,8.146237366,7.978898634,7.903507051,8.309838777,7.990426737,7.952625682,8.471172924,8.012464513,8.271430092,8.169555112
8605,"PLA2G4C",4.358305084,4.499019036,3.612753376,4.368242716,4.505992129,3.366196101,3.348890748,3.373645813,3.304025723,3.461291561,5.182090472,5.129266047
3978,"LIG1",4.63129151,4.513673282,4.815064066,4.81399105,4.79203378,5.013352829,4.46838515,4.816072982,4.825892402,4.49120207,5.006807583,4.579463184
374920,"ZSWIM9",3.601022635,3.631893075,3.389165047,3.971234634,3.985089975,3.34776908,3.96988952,3.353946975,3.263047495,3.561401321,3.757683943,3.878858704
22900,"CARD8",4.899309557,4.84446853,4.660837684,4.374966187,4.425589124,4.619195434,4.611109053,4.688187698,4.723884525,4.700147261,4.535340189,4.645921452
100505812,"CARD8-AS1",1.334097919,1.463961829,0.714234642,1.4375433,1.083573655,1.862864694,0.712358767,0.914035131,1.092316367,0.23623149,1.080659686,0.450183509
163071,"ZNF114",-0.260739717,-0.227508332,-1.207078761,0.278899349,0.355592469,0.282404004,0.124848397,1.175776786,0.526756271,0.892411099,-0.670043392,1.122833818
93233,"ODAD1",0.697508387,0.829867521,-0.026214173,1.122999804,1.193603238,0.118161761,0.448305753,0.638144802,0.8918633,0.754190408,1.080659686,1.092652773
2014,"EMP3",5.918414413,5.937343738,5.667253076,6.079688996,6.202957059,5.654133004,5.632156244,5.560490662,5.493445178,5.415190083,6.25131076,6.288930145
55260,"TMEM143",2.559299437,2.389655554,3.295497212,3.745994297,3.654021891,3.749796909,3.269117035,3.662303036,3.162646835,3.329579266,3.776217417,3.674992402
10945,"KDELR1",7.690625642,7.761488434,7.73621189,7.623141706,7.683072868,7.425166224,7.622284167,7.332616583,7.662916179,7.423997775,7.567077806,7.464066512
2906,"GRIN2D",1.199316678,0.875965177,0.714234642,1.629698077,1.451598456,0.282404004,0.559789869,0.402780866,1.153388741,1.494308878,1.400349592,1.29175258
83743,"GRWD1",4.685879033,4.832829116,4.707043172,5.389727055,5.191790729,4.823038685,5.17445413,4.610070994,4.77336006,4.80305968,5.284359967,5.236671908
3770,"KCNJ14",0.482159066,0.829867521,0.32931688,0.677313246,0.476620203,-0.279960545,0.893529858,0.121388143,-0.508170728,-0.354391635,0.889611191,0.450183509
9266,"CYTH2",6.943112581,6.998008715,7.153455787,7.053130181,7.011006592,6.707871302,6.942982382,6.551715091,6.910831295,6.811426783,7.204448324,6.903993863
114783,"LMTK3",0.646609075,0.574300586,1.130576184,1.560604226,1.815121625,1.136017774,1.330799908,1.205392151,1.322474747,1.404739967,0.409281588,0.071240077
6141,"RPL18",7.476444117,7.569709152,7.794438582,8.233626902,7.996577352,7.946000574,7.634273742,7.504766394,7.90605565,7.723928722,7.887583254,7.91984622
56848,"SPHK2",4.289466379,4.11290107,3.83432088,4.044757575,3.979980456,3.191211999,3.974926964,3.045535203,3.670701241,4.092794057,4.082058217,4.291348256
1628,"DBP",2.383941121,2.405457556,1.939606002,3.263992107,3.379204043,3.463540949,2.284572752,3.140579491,2.772770048,2.511047662,2.668106263,3.015046459
770,"CA11",3.475398806,3.342832896,3.789213936,3.515933429,3.608395092,3.402358741,3.68641959,3.327256344,3.276836637,3.377450961,3.928968445,3.838507627
54922,"RASIP1",0.422895267,0.192415669,0.561651596,1.560604226,0.834607576,0.798834277,0.505124409,-0.078232595,0.740865307,0.754190408,0.587757157,0.788179232
587,"BCAT2",5.403370116,5.425756182,5.630962579,5.880289128,5.738798297,5.65225715,5.516000549,5.25005295,5.810270373,5.64931983,5.853386944,5.74590308
51171,"HSD17B14",3.140371622,2.959716219,3.888790894,4.270667922,4.316317107,3.127826968,3.53092813,2.899175708,3.786077029,3.512214604,4.647806428,4.343542414
57664,"PLEKHA4",4.041160644,4.13202261,4.088174279,4.512423169,4.480892088,4.94144088,4.345415525,4.931325702,4.45036915,4.397569604,4.433933196,4.560292808
23645,"PPP1R15A",6.683875857,6.638097415,5.988591478,6.920395309,6.899065973,6.6299484,6.988527088,6.589407494,6.017471294,6.334784502,6.784466317,6.815522606
4924,"NUCB1",9.131525398,9.083769699,9.485960724,9.158270467,9.160683069,8.928362495,9.352481275,8.763964834,9.019040266,8.785321871,8.956067188,8.748004176
581,"BAX",5.97366423,5.860608751,5.903845559,6.293508267,6.310666561,5.851787106,6.200605988,5.624918892,5.999911907,6.305181068,6.180025872,6.352398348
2512,"FTL",7.757367778,7.721808698,8.055099659,8.401285625,8.35880621,7.429005972,8.172191209,7.241301382,7.448935889,7.374233688,8.010573176,8.058538313
2997,"GYS1",7.367700724,7.296453165,7.807575412,8.751376486,8.575851435,8.06815911,7.574134027,7.94221938,7.9269756,7.766499985,8.564351919,8.267157206
10856,"RUVBL2",5.888606921,5.83019849,6.233452232,6.373743228,6.275649339,6.231836893,6.02474145,5.892918004,6.227305789,5.989385961,6.290517398,6.237272885
94027,"CGB7",1.234210724,1.125330716,1.166295465,0.761822523,1.391294885,1.336230483,0.935478325,0.548552473,1.211980448,0.892411099,0.587757157,0.49702365
4909,"NTF4",2.503182042,2.511475383,2.718143239,3.127323335,2.828205896,3.083968299,2.949021964,2.995556968,2.830007495,2.972415409,2.607298856,2.816992425
3743,"KCNA7",-0.078419881,-0.682104625,-1.207078761,1.463009588,1.360170737,1.668687013,0.3891573,1.738465052,-1.229302754,-0.354391635,0.031362864,0.401771425
6625,"SNRNP70",8.30962033,8.211140685,8.549355006,7.76201952,7.808706758,8.17196593,8.421320285,8.030696895,8.380887485,8.141968506,8.25974725,7.847982948
64130,"LIN7B",2.613315481,2.663771723,2.930371554,2.558802557,2.482931208,3.191211999,2.999332165,2.444999496,2.753174898,2.772085287,2.963240589,2.619464414
8541,"PPFIA3",2.974863033,2.848512934,3.096955086,3.348403787,3.447427595,3.480555377,3.28542857,3.22974743,3.45113699,3.129773779,3.463896278,3.530496944
3270,"HRC",8.862545558,8.627736753,10.07147922,9.343954067,9.406495403,9.720670573,9.923062814,9.582678132,8.634204691,8.453416325,9.106680498,8.73676546
54795,"TRPM4",5.99034524,5.990694101,6.068634294,6.168473529,6.478571535,5.798507406,6.335967998,5.891779977,5.531326654,5.845041564,6.023993657,6.123397227
28968,"SLC6A16",2.57299423,2.582699472,2.168201572,1.877083485,1.967458151,1.37314247,1.164385472,1.963124235,1.543907717,1.80556306,1.110178802,1.318078371
951,"CD37",0.928114791,0.395957143,0.665145081,0.159366235,0.152582289,-0.06720965,0.559789869,-0.008577891,0.036751663,0.165277098,-1.449447691,-0.850259674
8463,"TEAD2",5.405285163,5.412132883,5.484787323,5.768563223,5.765769414,5.850151558,5.571926325,5.785496587,5.898761016,5.915644588,5.500408963,5.694077589
100507003,"GFY",1.457356301,1.270450501,0.614326168,2.071733795,2.697345512,1.336230483,1.164385472,1.963124235,1.092316367,1.241869992,0.783677622,1.343932374
55011,"PIH1D1",4.557436815,4.528180173,4.635576006,5.330428895,5.220236181,4.775575866,4.41007097,4.414740938,5.000174261,4.619499375,5.223196898,5.144057301
126133,"ALDH16A1",4.393461446,4.228452631,4.897074242,4.566288947,4.592230227,4.404201869,4.818683507,4.135911102,4.706159297,4.420601819,4.786824573,4.746270408
23521,"RPL13A",7.01761245,7.002561245,7.321779813,7.371579585,7.136284113,7.352511782,7.003394652,6.84831591,7.37954067,7.038082854,7.292379642,7.140876443
6205,"RPS11",7.721695579,7.865116407,8.169250476,8.591892764,8.437794394,8.171638572,7.903933185,7.702370945,8.228025197,8.029731838,8.232113644,8.131327015
2217,"FCGRT",5.798218947,5.850543053,5.920936313,5.759599593,5.722064238,5.123065675,5.54169041,5.07661918,5.576624591,5.443577961,5.689500852,5.631163312
57333,"RCN3",1.486592999,1.607491549,2.077312412,1.986496368,1.720258651,1.336230483,1.665904915,1.114657373,0.479839003,0.368458217,1.621461488,1.152396394
51070,"NOSIP",5.226204137,5.283362914,5.41968347,5.887360295,5.749347062,5.885712128,5.590096642,5.324478336,5.700731882,5.415190083,5.571105142,5.534839663
57479,"PRR12",5.334689806,5.467753493,4.459622527,5.567532911,5.890823364,4.856009461,5.824423716,5.485526016,4.905713831,5.849291718,4.877593527,5.606010236
6237,"RRAS",5.249843178,5.308793011,5.341772614,5.947234014,5.811069467,5.610358955,5.263603948,5.390425304,5.69432418,5.553590441,6.161640372,6.219052449
58506,"SCAF1",6.839279083,6.787272272,6.917081071,7.53020061,7.521468224,6.982510187,7.155342616,6.996488029,7.006520467,6.991414865,7.284309446,7.401581285
3661,"IRF3",4.857956677,4.785309051,5.202489621,5.401299723,5.144621627,4.862514151,4.776030301,4.653691886,4.987651738,4.728111148,5.336805713,5.027246334
83596,"BCL2L12",3.525560372,3.375291001,3.976916459,4.33069287,4.130521602,3.982590836,3.66787526,3.672941796,3.975553359,3.693344434,4.267059959,4.00979444
3276,"PRMT1",6.765906403,6.778956128,7.170045715,7.600730612,7.483158675,7.153381547,6.964668873,6.801209957,7.043792873,6.837333339,7.089198287,6.93887174
126129,"CPT1C",5.166483886,5.103730825,5.062595411,5.297187725,5.393562539,4.273630983,4.829847891,4.268086112,5.20877018,5.190194975,4.88401622,4.765528996
160,"AP2A1",7.249554806,7.202347621,7.537020915,7.577601621,7.477731356,7.285716264,7.419680467,7.264348004,7.361050781,7.373250201,7.433340433,7.448883239
80199,"FUZ",3.846294872,3.754174471,3.867249041,4.208036741,4.125902826,3.546674788,3.655378609,3.613433224,4.021323692,3.76708121,4.044326215,3.84757257
81857,"MED25",5.414822454,5.497546945,5.202489621,5.545352013,5.42209949,5.178858539,5.261544116,5.304091737,5.422336168,5.407524685,5.344588309,5.402700028
53635,"PTOV1",7.124936825,6.967063937,7.279594091,7.566997965,7.48946485,7.217581458,7.207098775,6.991184418,7.318769503,7.154856129,7.149529613,7.11389464
101928378,"PTOV1-AS2",3.885236819,3.651903114,3.498296247,3.278408175,3.4694702,2.943775716,3.716806738,2.96990323,2.989238568,3.101546876,3.274819541,2.906461092
11284,"PNKP",5.435585168,5.228898615,5.447167981,5.394698141,5.312552536,5.483173504,5.628964067,5.217720933,5.405175,5.417100086,5.397921726,5.349452406
84335,"AKT1S1",5.682966049,5.793139628,5.895888709,6.204778008,6.18086083,5.757215267,5.780504587,5.631751684,5.762065695,5.822160158,5.959571394,5.932124747
79735,"TBC1D17",5.448643904,5.469633719,5.145466642,5.870806668,5.995806802,5.48528244,5.482789259,5.390425304,5.159380072,5.229853934,5.704093615,5.683991443
23636,"NUP62",5.634810058,5.811046721,5.269712128,5.909526378,6.135626425,5.64095051,5.814622709,5.972583049,5.568238857,5.826478156,5.567119335,6.098933069
22809,"ATF5",4.27278026,4.427303341,4.902379328,5.837118466,5.534406359,4.499097208,4.56842212,4.151209585,4.40085652,4.083202808,5.231615274,4.716891743
51231,"VRK3",4.050980043,4.127265932,3.930933002,4.494011515,4.70490885,4.000395748,4.289904319,3.938433116,4.037613886,4.121191053,4.179264344,4.397004612
25888,"ZNF473",2.995349361,3.29273404,1.268435151,2.593806236,3.21494878,2.598928238,3.219045813,3.012409487,2.384256442,2.993049742,2.347108121,3.312135817
79784,"MYH14",3.944383617,3.826384711,1.740730989,3.980081409,3.959359477,5.131169406,1.330799908,5.114185508,-2.737603635,-3.267630178,4.994988202,4.844625679
3748,"KCNC3",3.064843849,3.111934249,1.591073871,4.831205641,4.901475931,3.927818443,1.392338625,4.048740478,2.839330125,2.91950025,4.682609291,4.433584275
7376,"NR1H2",5.386019326,5.356315603,5.393550083,5.949487957,5.939013394,5.696617887,5.563590826,5.453489087,5.397306472,5.278992665,5.826962714,5.93425371
5424,"POLD1",4.991425455,4.87883373,4.967097573,5.401299723,5.283814878,5.472582333,4.900383576,5.212261109,5.265197906,4.95277151,5.062608049,5.201750934
112703,"GARIN5A",0.884848483,0.829867521,1.130576184,1.463009588,1.7684697,1.219465484,0.448305753,0.877708037,1.18298202,1.018539349,1.661889941,1.237614483
284361,"EMC10",9.010625548,9.147994777,8.776513424,8.919036238,8.938193144,8.614915077,8.816682677,8.611239661,8.681298451,8.950374387,8.99342669,8.739963732
126119,"JOSD2",3.765108209,3.483467039,3.81757061,4.065687639,3.840353575,3.554730648,3.68641959,3.333975437,3.681108371,3.547518254,4.454217469,4.526824776
94030,"LRRC4B",4.704662473,4.754794005,5.261478624,4.665598888,4.906870655,5.425034717,5.50733459,5.506495439,5.326147857,5.270566137,4.203432104,4.574011878
84258,"SYT3",1.010939123,1.402297698,1.424075984,0.802290481,1.360170737,0.429844718,1.535596342,0.121388143,1.211980448,0.489576977,1.376253897,0.965188361
342918,"C19orf81",0.746672964,1.199714528,0.978138541,2.300844007,1.644779724,1.782823163,0.935478325,1.472251184,1.566537813,1.171199262,2.133726846,2.219529604
50944,"SHANK1",3.229539413,2.948973771,4.423178946,2.967470019,2.770190828,2.746894822,4.435873924,2.684639277,2.782468714,2.841998783,2.162190324,2.247193963
6320,"CLEC11A",2.336556177,2.203350157,1.692549858,3.415159966,3.29941277,2.362408894,2.452883835,1.892055253,2.371461118,2.209847086,3.159545939,3.070297706
84798,"C19orf48P",3.975651819,3.922865391,3.920512319,4.727324703,4.324402743,4.1083273,3.90802695,3.838020453,4.23417548,3.968061084,4.499537756,4.088369961
90353,"CTU1",2.517417355,2.568733179,1.564549033,3.434598992,3.339859964,2.398665405,2.979418118,2.355375112,2.494577535,2.841998783,2.47740915,2.990703871
147645,"VSIG10L",1.774272261,1.834563811,2.220107732,2.582232452,2.646654823,2.101527601,2.378803061,1.817303101,2.650996296,2.452652737,2.854068285,2.247193963
2109,"ETFB",5.512221277,5.553577528,6.339924477,6.293508267,6.279813401,6.454841629,6.16247742,5.977955356,6.385221756,5.967395931,6.478382689,6.321826571
125875,"CLDND2",-0.078419881,-0.822293771,-0.109189281,0.3351461,-0.265978445,-0.06720965,-0.617226473,0.05786814,0.219210637,0.754190408,0.587757157,0.49702365
7728,"ZNF175",3.857528814,3.820503333,2.681584001,2.80768832,3.232241816,2.774750475,3.439138177,3.061817134,2.820624231,2.961986505,3.166587785,3.023070229
147650,"SPACA6",3.627513435,3.177822547,2.49753841,2.52292843,3.197445941,2.674807679,3.758301354,3.215263591,3.022357372,3.779012423,2.443023517,2.779591341
84765,"ZNF577",3.140371622,2.905185758,1.939606002,2.356257768,2.633698886,2.614426761,2.452883835,2.444999496,2.702990006,2.56717064,2.554591787,2.731433828
65251,"ZNF649",3.025543519,3.284212443,1.363819218,3.127323335,3.24933002,3.127826968,2.938745913,3.353946975,3.147716026,3.505049009,3.041934691,3.272298741
79898,"ZNF613",2.429819084,2.825205401,0.714234642,2.19843311,2.684838835,2.101527601,2.629381879,2.432531881,2.305724805,2.391794131,1.739499022,2.247193963
59348,"ZNF350",2.20201544,2.451850881,1.39426217,2.243216496,2.346662043,2.144863583,2.201054827,2.157467051,2.119316276,2.209847086,2.02943505,2.509536093
284370,"ZNF615",3.238160416,3.4226487,2.095954099,2.616678928,2.979236611,2.644933086,2.907471155,3.004007835,3.256103184,3.296758897,2.946973237,3.153059648
80110,"ZNF614",4.238817648,4.359967835,3.612753376,3.806929553,3.979980456,3.902791324,4.185131374,4.089017525,3.954258736,4.207595776,4.085777704,4.045683919
9668,"ZNF432",3.917798918,4.122493519,3.15143993,3.151019584,3.601757566,3.366196101,3.781487501,3.775225059,3.304025723,3.790845773,3.350977273,3.45540072
284371,"ZNF841",3.560351439,3.710320021,2.185711949,2.80768832,3.223621208,2.689516148,3.371987357,3.286271061,2.820624231,3.505049009,2.133726846,2.554517449
90317,"ZNF616",2.715634497,2.959716219,1.71684155,2.409621588,2.872994662,1.57673886,2.751827024,2.786124952,1.869241768,3.101546876,2.443023517,2.853448357
162962,"ZNF836",1.973284166,2.239062626,0.450156153,0.953684317,1.695535193,1.336230483,1.233271318,1.836357379,0.855569432,1.851485726,0.311017412,1.763427243
5518,"PPP2R1A",8.209607057,8.217868117,8.65586417,8.942564419,8.823427268,8.648237421,8.496152186,8.479381212,8.582054964,8.417849631,8.800381551,8.689496861
90321,"ZNF766",3.574036297,3.747990577,2.365481571,3.447414338,3.753191921,3.707065594,3.902749973,4.112654834,3.310743679,3.887693228,2.955129841,3.674992402
147657,"ZNF480",4.342400755,4.480489393,3.15143993,3.926168245,4.491702764,4.063862515,4.475511441,4.288984192,3.819435353,4.382007945,3.83927149,4.415410375
162963,"ZNF610",3.149540526,2.882783064,1.64270388,2.104466947,2.659495447,1.987125737,2.523345713,2.111280176,2.682416829,3.013393107,1.621461488,1.926303659
400713,"ZNF880",2.517417355,2.307940124,1.81011373,2.715342467,2.828205896,1.836674517,2.183754978,1.928027318,3.125026022,3.228789561,2.230985035,2.731433828
102724105,"ZNF528-AS1",1.234210724,0.782248176,1.876312237,1.799241618,1.695535193,1.755124445,1.785412473,1.234411786,2.19388885,2.001596415,1.88321423,2.103241109
84436,"ZNF528",3.369519272,3.375291001,3.319490449,2.39646454,2.746315417,2.51883523,3.649089455,2.96990323,3.363390022,3.77305915,2.607298856,3.062533043
147660,"ZNF578",-1.180694864,-2.189272028,0.665145081,1.411619394,1.967458151,-0.831676257,1.998288567,-0.151421659,1.240407469,1.494308878,0.205567929,0.896968127
388558,"ZNF808",2.740119281,2.568733179,1.667842134,2.152214923,2.805279057,2.010743372,2.917971585,2.834310449,1.715725909,2.698610442,1.701216287,2.498068151
55762,"ZNF701",3.103101931,3.042892207,1.96010154,2.949565087,3.049209004,2.614426761,2.853791076,2.917185304,2.848592899,2.961986505,2.617613077,2.871336587
7696,"ZNF137P",2.184280151,2.030708834,0.665145081,0.953684317,1.537575827,0.429844718,1.640767812,0.680937411,0.479839003,1.058245262,1.301453755,1.264937462
55769,"ZNF83",5.58667964,5.571197392,5.391665172,4.337593211,4.771480327,5.178858539,5.255346914,5.367685176,5.206970753,5.476922131,5.189023395,5.050985066
81856,"ZNF611",3.765108209,3.671639407,2.440333246,2.949565087,3.409924582,2.598928238,3.558035218,3.320505811,2.713167613,3.353713665,2.818744214,3.258771459
162966,"ZNF600",2.503182042,3.052959962,1.980309983,2.639194645,2.67222279,0.743523994,2.378803061,1.910153398,2.164520738,2.295403907,2.334657596,2.118300205
7576,"ZNF28",3.73496897,4.098391737,3.586627753,4.10261318,4.175913851,3.677858302,3.809955795,3.998875097,3.670701241,3.941766125,4.085777704,4.198748801
90333,"ZNF468",4.225872672,4.21506529,2.8882128,3.984484536,3.906479446,3.763763977,3.642772765,3.709571528,4.172813726,4.354364483,4.063315567,4.177338307
162967,"ZNF320",5.646191082,5.696903514,4.629190862,4.430884888,5.081617407,4.494916533,5.249122977,4.856300563,4.792684774,5.306043854,4.58874236,5.17679337
388559,"ZNF888",2.336556177,2.466989611,1.05636978,1.950939471,2.567114283,1.862864694,2.235044349,2.407268689,1.905197536,2.391794131,1.57986737,1.976750856
125893,"ZNF816",2.787876407,2.689814055,1.787354899,2.570565068,2.086339514,1.810000089,2.408893364,2.54104171,2.384256442,2.660420397,2.359452116,2.520913594
79986,"ZNF702P",3.423430135,3.483467039,3.011163947,3.119337298,2.758302512,2.968107741,2.798036212,3.093839891,2.911818721,3.092013833,3.116557421,3.292354777
90338,"ZNF160",5.515771012,5.612627274,5.281974944,5.031727526,5.211543319,5.062205251,5.23028842,5.060504379,5.106309616,5.216755042,5.234968918,4.635491716
55786,"ZNF415",3.806272556,3.772568688,2.681584001,3.070469848,3.266218188,2.788479174,3.446410042,3.125167263,2.801672608,3.237462923,3.10193847,3.461318188
84671,"ZNF347",3.212141302,3.490892178,1.740730989,2.837201843,2.828205896,2.598928238,2.875503371,2.776291672,2.563700528,3.043380197,2.532957709,3.108506277
79788,"ZNF665",0.158008884,0.395957143,-0.742266434,0.278899349,-0.474601751,-0.672748607,-0.500765296,-0.228523019,-0.824140852,-0.159621219,0.708471184,0.351678214
390963,"ZNF818P",0.794217165,0.331249008,0.450156153,1.986496368,1.925549722,1.478529186,0.448305753,1.371350736,1.99135163,1.80556306,0.855157095,0.965188361
342926,"ZNF677",1.163557698,1.579905273,1.017784364,1.799241618,2.047790683,1.336230483,1.665904915,0.877708037,1.123175695,1.578640522,1.050523938,1.318078371
91664,"ZNF845",3.255249397,3.512941021,2.095954099,3.348403787,3.331860735,3.003853209,3.13152698,3.313723543,2.911818721,3.674305951,3.350977273,3.37617985
170958,"ZNF525",2.304078877,2.481971134,1.939606002,2.257840609,2.482931208,1.444248586,1.958152311,2.14223513,1.957504843,1.917740045,2.334657596,2.3905356
91661,"ZNF765",3.229539413,3.205164542,2.058426691,2.856547349,3.379204043,2.842123689,3.057476299,3.15582881,2.743276605,3.353713665,2.697575111,3.245116138
388561,"ZNF761",3.594323227,3.703944843,2.49753841,3.292681615,3.394646081,2.551407922,3.219045813,2.795891662,2.629662545,3.321443906,3.05717122,3.285700363
147804,"TPM3P9",2.459613414,2.540388319,1.481916596,1.986496368,2.346662043,2.362408894,1.615184949,2.111280176,2.250890229,2.278693639,1.966270016,1.801244253
126017,"ZNF813",2.236845053,2.540388319,0.978138541,1.560604226,2.142297677,1.259446443,2.056473938,2.231303892,1.674651414,2.40725115,1.080659686,2.260829723
55422,"ZNF331",3.44593203,3.367244678,2.800009043,2.866123685,3.282910948,3.149266231,3.604280567,3.222523687,3.062714551,3.490610156,2.871411189,3.203357118
91663,"MYADM",9.442746486,9.52266957,9.390323251,9.804704611,9.83471733,9.288925198,9.549898028,9.381813883,9.446768705,9.495169609,9.536221967,9.543011095
59283,"CACNG8",2.01401391,2.129158455,1.05636978,1.215804354,1.328360296,0.953077457,0.3891573,1.344983092,0.275239281,0.754190408,1.249341678,1.664306298
59285,"CACNG6",2.129727379,1.989367539,1.53752737,2.558802557,2.861927152,2.306256245,0.805786339,1.997387577,0.855569432,1.37360379,2.176214208,2.365510581
4696,"NDUFA3",4.812500016,4.655874815,5.466995637,5.142261946,4.993088992,5.407348635,5.366854365,4.832773344,5.187027494,5.194655748,5.400910607,5.224545483
29844,"TFPT",3.504275755,3.72298648,3.049924472,4.023519391,4.010369598,3.857921182,3.53092813,3.418589994,3.54529022,3.608966226,3.656273405,3.720111142
26121,"PRPF31",5.515771012,5.602380807,5.73125524,5.912995362,5.959925136,5.75196965,5.612896367,5.516866952,5.795977331,5.776767318,5.884683661,5.885575284
4849,"CNOT3",5.340706501,5.400352496,5.076742093,5.80760322,5.743328644,5.022094928,5.316152634,5.169701527,4.821194997,5.109812308,5.274616105,5.374755085
79165,"LENG1",2.834103166,3.159302359,2.833720538,3.292681615,3.24933002,3.159867559,2.875503371,2.586766957,2.371461118,2.735815563,3.010970221,3.14572898
79143,"MBOAT7",6.369588661,6.376700416,6.351607134,6.840673099,6.772541473,5.858310818,6.150283009,5.838435922,6.337498336,6.256941222,6.481209598,6.291423565
79042,"TSEN34",4.860750719,4.876001023,4.894414365,5.540874615,5.381987809,5.073463458,4.761527656,4.71931411,5.41143907,5.121573407,5.589561344,5.48488001
6203,"RPS9",7.773396451,7.837352687,8.06341169,8.135826671,8.053016678,8.00562011,7.890333376,7.542964152,8.131959058,7.839885489,7.886250849,8.02621832
104355426,"LENG8-AS1",1.010939123,1.402297698,1.332720002,0.677313246,1.005263498,0.798834277,1.508060269,0.722497204,1.060782501,1.171199262,-0.03171595,0.351678214
114823,"LENG8",8.292649814,8.165181089,8.301872271,7.615709957,7.681499957,7.357125481,8.080814966,7.364961492,7.558126232,7.702554131,7.512852283,7.209282555
94059,"LENG9",1.486592999,0.963963921,0.197423222,1.463009588,1.083573655,0.626104267,0.805786339,0.762893229,1.060782501,1.27594819,1.492898906,1.87402834
148170,"CDC42EP5",1.427514835,1.370448239,0.665145081,1.799241618,1.592173311,-0.279960545,0.327479787,-0.078232595,0.995568492,1.171199262,1.848605173,2.133203734
55655,"NLRP2",4.412628811,4.29782651,4.570416072,5.018906385,5.226721626,4.381735609,4.520993591,4.473733996,4.921161515,4.890894212,-3.267630178,-3.267630178
112724,"RDH13",4.540110975,4.48421441,4.036033029,4.716777727,4.977791335,4.188176059,4.900383576,4.389161483,4.029491781,4.712642619,3.848058393,4.387712918
54869,"EPS8L1",1.397043051,0.920635392,1.424075984,2.300844007,2.028122998,1.001032868,0.935478325,0.402780866,1.425105136,1.578640522,0.819860002,1.122833818
54776,"PPP1R12C",6.814993685,6.655546577,6.766670843,7.208945549,7.120698832,6.987726315,6.933310191,6.696913427,6.991442171,6.866981168,7.31671856,7.269120007
7138,"TNNT1",7.115024751,7.070419059,7.367090152,6.725051808,6.872429015,6.641341253,7.37703005,6.498879774,6.009234669,5.937100952,5.862088552,5.495011306
7137,"TNNI3",8.510013987,8.557208482,9.096927884,9.535043498,9.424825941,9.235896412,9.057126954,8.844990424,8.182738388,7.892660069,8.399487053,8.437802133
352909,"DNAAF3",4.431544859,4.219541554,4.031198123,4.557449827,4.729473548,3.964563438,4.090831747,4.003097011,3.070652262,2.908680268,3.568615112,3.48474829
5794,"PTPRH",3.112510005,3.275640212,2.788594523,3.497566805,3.179728147,2.815550754,2.577337767,2.597975361,2.396939281,2.227369174,2.836514359,3.245116138
255043,"TMEM86B",1.59795221,1.463961829,1.53752737,1.799241618,1.904129966,0.953077457,1.535596342,1.290756483,1.566537813,1.30923996,1.739499022,1.152396394
22870,"PPP6R1",6.935844071,6.987548668,7.123104526,7.600730612,7.465901649,7.184216731,7.127337969,7.139025602,7.301588135,7.203806996,7.405707927,7.354664092
23640,"HSPBP1",4.832563764,4.963997645,5.269712128,5.724494293,5.662714925,5.204686815,5.302192141,4.915734051,5.304434009,5.078777033,5.387411607,5.442132683
84446,"BRSK1",5.021700992,4.73304282,4.763522706,4.640707655,4.837941808,4.490723707,4.876355656,4.587755777,4.369025396,4.652301477,4.089487627,4.563047078
84787,"KMT5C",4.016315708,4.201552557,3.14250082,3.638341851,4.15792797,3.670463144,4.265443986,3.934017367,3.401651162,4.024276401,3.719887063,3.918111831
3589,"IL11",1.570907835,0.875965177,1.300935605,-0.191631056,0.417375091,-0.672748607,1.330799908,0.240607562,0.100170137,-0.159621219,-1.449447691,-0.535457725
6158,"RPL28",7.4055047,7.552958039,7.65760872,8.134836685,7.970408797,7.58513434,7.337487078,7.225127582,7.681825272,7.567195994,7.657016048,7.692534784
27338,"UBE2S",5.155148071,5.066944102,5.149933942,5.306009928,5.342720616,5.332011276,5.279977582,4.942360324,5.228417153,4.88538602,5.251621189,5.540440721
79763,"ISOC2",5.258344058,5.350205062,5.673472323,5.701944525,5.553449721,5.569197168,5.601541544,5.192063096,5.433151575,5.187959406,5.542970439,5.587191678
89887,"ZNF628",2.368318431,2.42108835,1.692549858,3.09511047,3.447427595,2.815550754,2.969357057,2.987056307,2.345524906,2.841998783,2.532957709,3.238239702
57106,"NAT14",4.963103444,5.084228032,5.251120223,5.603759673,5.548280956,5.438158432,5.269765858,5.088588244,5.355683648,5.01966582,5.28111932,5.31881747
284297,"SSC5D",0.970121238,1.046902272,1.332720002,0.159366235,0.533528045,-0.169666911,0.712358767,0.594043993,-0.249122016,0.303859189,1.249341678,1.122833818
163033,"ZNF579",4.420225018,4.206070879,2.579305659,4.33069287,4.980352236,3.59434871,4.594840128,4.151209585,3.617508787,4.439518374,3.785395628,4.711936603
