"ENTREZID","SYMBOL","84.1_DOX_0.5_3","84.1_VEH_0.5_3","17.3_DOX_0.5_3","90.1_DOX_0.5_3","90.1_VEH_0.5_3","75.1_DOX_0.5_3","17.3_VEH_0.5_3","75.1_VEH_0.5_3","78.1_DOX_0.5_3","78.1_VEH_0.5_3","87.1_DOX_0.5_3","87.1_VEH_0.5_3"
4893,"NRAS",6.068559444,6.234660592,5.801084303,6.334614651,6.340873693,6.179396775,5.804754663,6.06433169,6.162862815,6.337812541,6.06602499,6.249293245
7812,"CSDE1",9.064182895,9.104942951,9.398911173,9.357172141,9.260850327,9.430270769,9.069689694,9.409114485,9.408135505,9.325807254,9.354486819,9.251202788
80143,"SIKE1",5.812720746,5.888986854,5.754909128,5.944976545,5.889461502,6.064200324,5.73223447,5.814613125,5.971576611,5.922384044,6.06130991,5.995685142
10100,"TSPAN2",5.289783551,5.416038399,4.716109308,6.285501442,6.117127928,5.418427818,4.435873924,5.197599748,5.280678492,4.797205016,5.915315841,5.903071948
4803,"NGF",2.092178072,1.989367539,1.363819218,2.383186398,1.565132828,0.626104267,1.589140231,1.145540719,0.431344524,-0.159621219,1.537038367,1.318078371
81839,"VANGL1",5.186666566,5.272633303,4.34351296,4.421173061,4.79203378,4.833009276,4.854656282,5.027724508,4.818840547,4.896381453,4.516172427,4.763135685
845,"CASQ2",10.382484,10.28638137,10.97013268,8.562375178,8.462733346,9.185553175,10.66750573,9.124608417,9.591718946,9.46409809,8.028318801,7.60770883
55356,"SLC22A15",4.753587932,4.632567396,3.754433413,3.592926178,3.92254796,3.505706599,4.807432052,3.875347757,3.612080064,4.393694898,3.834857887,4.288022563
126868,"MAB21L3",1.334097919,0.733003241,0.807670168,-0.273379783,-0.474601751,-0.169666911,1.29901735,0.240607562,-1.081241791,-0.159621219,-1.140495862,0.245950995
476,"ATP1A1",11.00378727,10.96523314,11.15684532,11.04448132,11.06991066,11.01600052,11.03277535,11.1122748,11.01178704,10.94973497,10.99499988,10.86227025
84852,"ATP1A1-AS1",0.53908415,0.574300586,-0.290993347,0.3351461,0.834607576,0.563604624,-0.110967552,0.402780866,0.036751663,0.23623149,1.326820497,1.209764031
965,"CD58",4.427781439,4.520944962,4.221485224,3.621478068,3.561278037,4.02959083,4.309975833,4.158798418,4.097114492,4.284939085,3.997705281,4.053539548
3321,"IGSF3",8.065976774,8.05052062,8.658414005,8.007304692,7.97843743,8.470159806,8.416931255,8.642192204,8.982692704,8.898339436,8.066230957,7.81572381
5738,"PTGFRN",9.273270798,9.246690704,9.089098078,8.645009624,8.59456791,8.847877513,8.878975147,8.961708515,8.806002163,8.672320036,9.181805479,9.00088444
9398,"CD101",0.361092321,1.163001963,-0.109189281,-0.550739191,0.223474235,0.563604624,-0.743921082,0.121388143,-1.229302754,-0.071284148,0.259255895,0.450183509
8458,"TTF2",4.075240063,4.108080821,4.001843402,3.96679082,3.759169418,4.119232618,4.062716779,4.196155109,4.008984188,4.162765256,4.220450234,4.140932547
80263,"TRIM45",3.313515394,3.022543441,2.898868548,2.639194645,2.746315417,2.451396948,3.140521675,2.834310449,2.650996296,2.819068681,3.109266462,2.998863789
10905,"MAN1A2",6.953620013,6.957716561,6.711072831,6.229101773,6.324841966,6.722248171,6.950034335,6.923746731,6.616988965,6.730793166,6.50432263,6.597771642
54855,"TENT5C",1.59795221,1.857721845,2.788594523,2.546943355,1.565132828,1.001032868,2.251743457,0.402780866,1.497553926,0.705008685,2.244358903,1.466678037
54834,"GDAP2",3.794630675,3.933803272,3.632041729,3.71453353,3.753191921,3.632907829,3.674083227,3.724989689,3.681108371,3.920379548,4.032811459,3.943699528
10885,"WDR3",5.127573094,5.306690873,4.946701888,5.232023478,5.254493128,4.904094466,5.288095235,5.048299042,4.858352832,5.140193987,5.116330396,5.191107658
10352,"WARS2",3.691687415,3.716667152,3.625640888,3.791935324,3.722927197,3.921602248,3.578036439,4.019862191,3.949961832,3.693344434,3.748327151,3.824802513
101929147,"WARS2-AS1",2.073030455,2.25659273,1.76423128,1.536817501,2.196166177,1.963115025,2.07535901,1.910153398,1.887331663,2.227369174,1.57986737,1.819787406
90874,"ZNF697",5.35860748,5.344068528,3.930933002,4.632314219,4.882433936,4.540250857,5.491603465,5.150798419,4.57279064,5.268451792,4.200004255,4.758337119
26227,"PHGDH",5.578216543,5.708095939,5.687368373,6.527997567,6.295322457,6.25427066,5.402810323,5.993953278,6.127151939,5.775278986,5.43046371,5.467344814
4853,"NOTCH2",8.719417836,8.710762473,8.410115031,8.254741615,8.370567667,8.262667787,8.514431211,8.777121541,8.678217069,9.001870923,8.074210258,8.201061119
9554,"SEC22B",6.008096295,6.119625503,6.003478928,5.754452402,5.787866462,6.082425496,6.019875262,6.231985898,6.051961632,6.107641558,5.96967169,6.122463929
728841,"NBPF8",4.735434764,4.685298631,4.335691163,3.756330586,4.010369598,4.023798887,4.46838515,4.292437963,4.477490968,4.779497104,4.302653908,4.15195106
100996724,"PDE4DIPP2",7.368191713,7.267023575,7.653288555,6.697155482,6.807573266,7.675642375,7.848404339,7.979389501,7.545009934,7.601194961,6.889812268,6.799846052
101929796,"NOTCH2NLR",2.845432071,3.00190355,2.631351005,2.342602588,2.468410435,3.384390725,2.667218777,3.688754268,3.469265145,3.533500291,1.600814323,1.87402834
101060684,"NBPF26",5.426184597,5.602380807,5.174259845,4.545579455,4.815170392,4.751245767,5.294153641,5.000531305,5.704562888,5.997067811,5.229935524,5.070473259
728855,"LINC00623",2.053625286,1.902951697,1.332720002,1.584005115,1.720258651,2.144863583,1.42215082,1.718063493,2.409511595,2.422544317,2.488691285,2.587356372
653820,"FAM72B",1.888203773,2.010186264,1.300935605,-0.114267177,0.641022199,1.409133559,1.164385472,1.205392151,1.123175695,1.341780783,1.376253897,1.801244253
653464,"SRGAP2C",5.268900198,5.331716597,4.470378473,4.208036741,4.418052593,4.208743229,4.63993864,4.461513289,4.329877164,4.857525121,4.930262093,5.196439111
