"ENTREZID","SYMBOL","87.1_DOX_0.5_48","87.1_VEH_0.5_48","17.3_DOX_0.5_48","17.3_VEH_0.5_48","84.1_DOX_0.5_48","84.1_VEH_0.5_48","90.1_DOX_0.5_48","90.1_VEH_0.5_48","75.1_DOX_0.5_48","75.1_VEH_0.5_48","78.1_DOX_0.5_48","78.1_VEH_0.5_48"
54587,"MXRA8",3.86996015,4.967065625,3.200587098,4.420526659,3.378143938,4.453189045,3.619116604,4.9076169,3.423684432,4.551193972,3.512667406,4.366208241
54998,"AURKAIP1",6.369831535,5.880612485,6.35967307,5.727901141,6.105380699,5.565850805,6.281341346,6.022706309,5.51968541,6.126105068,5.520284615,5.945052824
81669,"CCNL2",7.911312198,7.427313079,7.528997134,7.374626687,6.899638667,7.668651258,7.117364066,7.33519104,8.431120566,7.192097704,8.305629585,7.357458857
148413,"MRPL20-AS1",4.345368501,3.851892404,4.128469182,3.815188036,4.078273989,3.564881354,4.032565051,3.615956539,4.446644642,3.747905923,4.264506484,3.95232905
55052,"MRPL20",5.872153095,5.636237791,6.071911787,5.47148951,5.867216446,5.35007001,5.934781195,5.774112804,4.931318597,5.656329858,5.04654934,5.672329563
64856,"VWA1",4.089474738,4.497506383,1.757142806,3.485369166,1.821713007,3.578765903,2.67122708,4.259938458,3.616736151,3.622018764,3.249150172,4.016477408
219293,"ATAD3C",-0.406215414,0.74399327,-0.074958399,0.652163204,0.11659109,0.319911581,0.260479173,0.236527209,1.268120671,1.695008512,0.414833766,0.179535503
83858,"ATAD3B",4.355987682,4.61199073,5.093246796,5.053757097,4.336333157,5.101059777,4.615936747,4.722266652,5.165501422,5.10196252,5.054576384,4.826068951
55210,"ATAD3A",4.211439716,5.473612871,4.930274568,5.556730837,4.60323159,5.378130522,4.687288769,5.404000167,4.847185676,5.583611802,4.222372714,5.755649378
339453,"TMEM240",0.490945121,2.145352137,0.563478688,1.631298833,0.814058314,1.799033604,1.196555195,2.061753634,0.971112431,1.394902402,1.092340303,2.435542796
29101,"SSU72",6.745234839,6.309076693,6.87620433,6.368883157,7.00318167,6.332952944,7.235379346,6.66593363,6.124228924,6.234936153,6.18377575,6.568414797
643988,"FNDC10",1.910015273,4.061534619,2.688256764,3.925207825,3.087115075,4.453189045,2.800425119,4.185677095,3.858760895,1.889684612,4.438174425,3.947274368
142678,"MIB2",8.300692813,6.739857398,7.878161389,6.558736941,7.640981992,6.768121752,7.720113858,6.833371765,8.303048396,6.7087405,8.224052271,6.739718359
8510,"MMP23B",2.809816833,4.115650079,3.415895466,5.560325137,3.281456373,5.273170646,2.983916734,4.752843967,5.136912814,5.402423983,4.353952091,5.641366524
984,"CDK11B",6.649928009,6.072789395,6.588422271,5.878022279,5.976542322,5.758100515,6.47524401,6.255130662,6.505908031,5.950640557,6.38179499,6.087398514
728661,"SLC35E2B",6.750610327,7.012017021,6.957585692,7.091939321,6.693893182,7.098987431,6.942916471,6.973030295,6.274957474,6.584863762,6.768457933,7.246614925
8511,"MMP23A",3.730021516,4.781234911,4.346517889,6.379095028,3.980865318,6.120394433,3.94210928,5.589925983,5.9838921,6.152907145,5.326172953,6.338722618
728642,"CDK11A",6.175697932,5.408403694,6.762130687,5.753246451,5.616454738,5.663547883,6.277647071,5.849615437,6.114930797,5.363614301,6.825082464,6.03356551
9906,"SLC35E2A",5.325560896,5.494186635,6.088812425,5.94141553,5.321610803,5.741223371,5.458281559,5.370870777,5.470541287,5.873318005,5.640704148,6.223238795
65220,"NADK",6.242081992,5.770745815,6.014102144,5.569271905,5.702147048,5.613841401,5.755160671,5.53292484,5.96774984,5.447967387,6.383920211,5.598483578
2782,"GNB1",8.11206899,8.393146674,8.184976585,8.317691486,8.374010583,8.27351684,8.707110916,8.643974493,6.533089192,8.289732081,6.766015707,8.276163377
105378949,"GNB1-DT",1.039931607,0.243519322,1.779522808,-0.022613345,0.654744786,-0.832377869,1.603052898,0.090944398,-0.699049796,-0.806948714,0.961845476,-0.408262347
5590,"PRKCZ",3.002366295,5.322515395,4.000941609,5.215222973,3.98645295,4.733198551,4.364029009,5.566018168,3.974912771,5.247620683,4.0617344,5.216865903
100506504,"PRKCZ-AS1",1.236635411,0.464927851,1.248661334,1.546855078,1.420732449,1.775113572,1.530404071,1.097196154,1.956385917,0.838145164,2.525733131,1.28208942
199990,"FAAP20",4.920737126,4.895103377,4.889701514,4.928636167,4.874308305,4.860845029,5.176221571,5.034995503,5.061477776,5.121479272,5.157543023,5.180712522
6497,"SKI",6.703574522,6.279294273,6.705546172,6.487842989,6.604972491,6.418437736,6.581693277,6.427090978,8.12757949,6.236726964,7.971224388,6.460797816
79906,"MORN1",3.494026014,2.394673276,3.22525409,2.365323038,3.044895499,2.484665352,3.154760369,2.376487528,3.933200041,1.756218103,3.99656323,2.315145428
100129534,"LOC100129534",1.725785302,0.515350276,1.687841177,-0.022613345,1.663290566,0.670459356,1.738218587,1.276258589,2.216951223,-0.490221631,2.310226284,0.372888549
11079,"RER1",7.710116604,6.929590854,7.467865147,7.141370983,7.2806491,7.141705174,7.20555352,6.921472519,7.327296306,7.166020432,7.649975425,7.145973643
5192,"PEX10",4.155803072,3.623860319,4.289179376,3.844963783,4.635596923,3.672387068,4.827804666,3.994207539,2.294303269,3.691567469,2.236874237,3.681115269
55229,"PANK4",5.62824438,5.891391294,5.676745776,5.650765654,5.657312188,5.705283616,5.673174136,5.686541552,5.022227652,5.726832604,5.191912689,5.557607492
127281,"PRXL2B",2.220079141,4.744716636,2.525654192,4.165985444,2.521241726,4.310707841,3.225499499,4.613171425,4.33209257,4.437447502,4.396677767,4.570679284
440556,"PRDM16-DT",1.984905067,4.005309915,1.865724675,2.491170731,3.066159723,3.894025766,2.830994422,3.254975543,5.371395664,4.12577616,4.25524919,4.696506546
63976,"PRDM16",1.658748322,5.200699003,2.249224772,4.748163548,3.369617079,5.518011391,3.391936242,5.172536033,3.725466831,5.582203909,2.914786267,6.090840558
27237,"ARHGEF16",2.408699597,1.487455325,3.512587749,3.60852302,3.117988215,2.484665352,3.619116604,2.87604446,2.487837786,2.932567065,2.413702808,2.674510559
1953,"MEGF6",5.976770082,6.063288327,5.482388841,6.524185571,5.98494073,6.690321813,6.25528053,6.096089674,6.216541871,6.32101645,6.334230114,6.867627639
127262,"TPRG1L",5.816854971,5.563219829,6.426788749,5.854793916,5.614651808,5.455420923,5.884661365,5.688124606,7.647771903,5.649624127,7.348072188,5.472207694
49856,"WRAP73",4.261249011,3.745020623,4.700346389,3.766230441,4.232005695,3.619635359,4.274188104,3.854571127,2.701685552,3.435015747,3.391149363,3.740759502
57212,"GFOD3P",4.886964309,5.202623584,5.150176899,5.277690085,4.796924277,5.304841699,4.882337776,5.21048412,5.149977906,5.308486787,4.946570752,4.989886918
148870,"CCDC27",-0.406215414,0.656834569,0.510944146,0.540134233,1.28222052,1.258623073,1.759564402,1.405051553,0.469043434,0.34848248,0.767178451,0.695807215
388588,"SMIM1",-1.138450296,1.013251284,-0.245236074,1.186508652,0.654744786,0.864305722,0.532588474,1.058553396,-1.035217913,0.838145164,-0.605980427,1.54556346
57470,"LRRC47",7.131018085,6.646090264,7.061124788,6.341988979,6.950553324,6.308164019,6.978055483,6.642446163,6.408158548,6.473844815,7.004302519,6.597743548
9731,"CEP104",5.536309813,5.295719155,5.712080116,5.266731779,5.350063161,5.117798934,5.299752304,5.249605358,6.689809506,5.235133135,6.691615807,5.075770245
1677,"DFFB",2.107278781,1.863350713,2.296548659,1.858492398,1.516532977,2.058843484,1.672218118,1.981400605,2.628896392,1.814936092,1.991376135,1.721665483
339448,"C1orf174",2.928400941,3.75554687,3.735013694,3.850845891,3.012399699,3.612903678,3.42571063,3.712456679,2.78444583,3.416174771,2.99483627,3.392173993
261734,"NPHP4",2.488079952,3.027694707,2.429863291,3.192950034,2.287758047,3.183886949,2.578183766,2.87604446,3.732432282,2.95884322,3.091633281,2.971963718
8514,"KCNAB2",2.265846856,1.436030728,2.512353063,0.943934664,1.606366177,1.113559814,1.694555448,1.242180058,5.529716398,1.173450048,5.218354495,1.28208942
6146,"RPL22",6.389778053,6.70904823,6.708465183,6.552434077,6.603155145,6.469635632,6.697511089,7.326577415,6.401618777,6.644763227,6.139179173,6.667790363
102724450,"RNF207-AS1",-0.726367673,0.941308569,-2.254791015,0.480679058,-2.598533046,-0.832377869,-2.298362932,-0.070995221,-0.857364442,0.838145164,-0.052368027,0.246907182
388591,"RNF207",2.500895532,7.508514758,4.043174669,8.09294204,3.45269928,8.023009996,3.889829937,7.188557285,6.625785787,7.751574905,4.887879464,7.617002645
23463,"ICMT",6.985302832,7.187472741,7.043316809,7.294886987,7.593716056,7.511943729,7.451631148,7.23532467,5.948436802,7.409324161,5.562177142,7.167323629
387509,"GPR153",5.844768962,3.274549807,4.688568377,3.66303029,5.345722232,4.193779023,5.401703776,3.893514672,6.584037731,3.835599249,6.406048042,3.226815197
11332,"ACOT7",5.780528624,4.964799428,5.72942797,5.507310411,4.96766356,4.852296792,5.036749961,4.989499696,6.612632895,5.172892584,7.006373186,4.975062493
83715,"ESPN",6.765290473,0.243519322,5.392682195,-2.176248282,5.267562079,-0.987411579,6.014628944,0.978016853,4.341234518,-0.930121683,5.167446762,-0.308159157
8718,"TNFRSF25",3.988445691,3.49158407,3.729276523,3.530045434,3.097479703,4.124475237,3.84060121,3.75537231,2.598720324,3.441241787,2.274016397,3.711245592
57449,"PLEKHG5",4.710640693,5.868540815,5.295085084,6.110303619,5.199430699,6.139256317,5.548421212,6.100851691,5.734401006,6.121266142,5.430608924,5.893426527
79707,"NOL9",5.277959451,5.0781615,5.534310138,4.824876871,5.294839534,5.024501639,5.283266024,5.11249554,5.330665832,4.779651148,5.830304593,5.286563199
3104,"ZBTB48",4.298426814,3.983087849,4.757835907,3.930772311,4.392126343,4.18926092,4.370980295,3.865805535,4.156782179,3.85904146,4.470533241,4.068614206
9903,"KLHL21",7.938062154,7.257651147,7.62597219,7.719363738,7.349475687,7.479006297,7.164134839,7.109244249,8.364587566,7.432166923,8.249334016,7.595355307
148479,"PHF13",5.477550615,5.175442965,5.237644177,4.947972988,4.99286682,5.382094982,5.105047078,5.1702724,6.905460912,5.415131957,6.723852555,5.44377641
90326,"THAP3",3.081281991,3.214776065,3.746420041,3.431435743,3.500344904,3.237387437,3.432371652,3.139381821,3.316518931,2.984649348,2.643944784,3.020900575
55735,"DNAJC11",5.471052521,5.918576742,5.869024742,5.930347287,6.091188382,5.830970781,6.08078001,6.123259065,4.536939484,5.871013785,4.785493373,5.73673172
23261,"CAMTA1",5.776581707,5.204545602,5.497656229,4.650375648,5.274429946,4.8321517,5.333950032,5.245310574,5.690365836,5.193324546,5.49100772,5.004560563
9341,"VAMP3",7.110782686,6.592787497,6.943408059,6.158527788,6.836070026,5.999152113,7.003439928,6.606900566,5.99551951,6.193121771,6.502115652,6.168908337
8863,"PER3",1.074634916,3.380358845,2.937494427,2.813795566,1.796488083,3.338780772,1.738218587,3.724849105,4.217616925,3.091430651,1.61078444,3.058888956
3604,"TNFRSF9",0.852666855,3.612324007,-0.074958399,1.761904444,-0.480871673,2.638415707,0.482118304,2.807784991,-0.095316637,1.469903606,0.542085685,2.85807669
11315,"PARK7",7.525679849,7.107041789,7.304812416,6.968200359,7.202384252,6.887972712,7.392226563,7.214604056,6.28683527,7.148528535,6.4381049,7.034806339
54206,"ERRFI1",6.496011813,5.811671903,7.001683028,6.123726761,6.247115452,5.905854662,6.980330052,6.476479666,6.844081201,5.850108496,6.775759902,5.860196033
50651,"SLC45A1",3.331353353,2.238346386,2.967045789,1.949017598,2.86245792,1.799033604,2.992956885,1.658627316,0.822361582,1.56420035,0.867792849,1.721665483
473,"RERE",7.377637318,7.362511407,7.734128406,7.575809887,7.910078566,7.691594375,7.93968001,7.695420108,7.991581802,7.516034628,7.835722698,7.495009237
2023,"ENO1",9.408334899,10.87041221,9.068826656,9.255061751,9.364025254,10.12866067,9.541186442,10.88890939,8.555142797,9.27475154,8.45309403,9.245874904
80045,"GPR157",1.436638988,1.783308367,2.097159086,1.881661764,0.957515671,2.038892917,1.196555195,1.658627316,4.350318901,1.695008512,4.388233259,2.058118844
9563,"H6PD",6.447187031,6.763518201,6.257745782,6.750284523,6.245951232,6.649789785,6.134870975,6.412800492,6.23750229,6.801195741,6.235297947,6.787167464
80176,"SPSB1",4.699565864,2.852456801,4.158664383,3.656328444,2.596246903,2.789338324,3.130388297,2.608193785,6.739058369,2.793489232,6.239998473,2.981884787
84275,"SLC25A33",2.475149509,2.708185683,2.525654192,2.476027159,2.392480254,2.513866375,2.371895559,3.139381821,3.57084065,2.550213877,3.701725043,2.464135203
199953,"TMEM201",5.474305226,5.379771674,5.156603504,5.180611511,5.117774185,5.37216333,5.221151447,5.571174729,6.064762586,5.282715096,6.137920485,5.468684274
5293,"PIK3CD",4.586882502,2.708185683,4.791261176,3.350712916,4.588610594,3.330598247,4.6983846,3.589094485,5.344370605,3.311310106,5.290366085,2.847263282
22883,"CLSTN1",7.809397629,8.014178777,7.73018413,8.46733623,8.148670748,8.455255708,7.889127908,7.961348384,7.446986703,8.227376954,7.218314011,8.238641712
56998,"CTNNBIP1",5.892963189,5.147740409,5.223429615,4.839741912,5.507971763,4.6665003,5.556065959,5.114851591,5.319144893,5.222536554,5.660124232,5.152441297
84328,"LZIC",4.323892732,4.472201681,4.706199532,4.108225399,4.796924277,4.616897203,4.778989841,5.206071101,3.945241536,4.141156035,4.124088383,4.239615755
64802,"NMNAT1",5.054969491,5.082348597,5.344708778,4.53820224,5.237417627,4.663245962,5.182161953,4.971412038,5.007946876,4.79917305,5.315078476,4.84249706
10277,"UBE4B",6.206340585,6.500368418,6.545808789,6.735258527,6.298556134,6.733629979,6.17016894,6.692203727,5.603754767,6.666184285,5.85042426,6.727239603
23095,"KIF1B",7.794511255,7.834085516,8.407856766,7.847712848,8.053393759,7.896723426,8.043668252,8.084563479,7.43742755,7.740888738,7.799561945,7.942593158
5226,"PGD",8.508911527,6.829146667,8.340303867,6.921453022,7.658150875,6.713318958,7.958550088,7.195252361,9.27832974,7.142332036,9.454018641,6.910461886
378708,"CENPS",1.354293377,0.656834569,1.114250277,0.652163204,0.597475404,0.446463658,0.958889904,0.935997386,0.173920773,0.59177297,0.767178451,0.108862891
1676,"DFFA",6.108206631,5.261046751,5.846676595,4.961628026,5.948189192,5.006637261,5.871241848,5.392394114,4.56452366,4.995987137,4.949443564,5.25622863
5195,"PEX14",4.732538521,5.005056114,5.225468861,4.903387523,5.081685253,4.935582,5.205681863,5.223642757,3.7043664,5.080184677,3.566053174,5.089599914
54897,"CASZ1",6.118637751,7.396117243,6.084324911,7.563773497,6.686188265,7.798914137,6.507144146,7.288471821,8.197518647,7.653765374,7.355130425,7.707226549
148345,"C1orf127",1.658748322,0.051857466,2.876511319,0.214833939,1.28222052,-0.144124382,1.738218587,0.546826299,0.822361582,1.11233549,-0.14738319,-0.043801415
23435,"TARDBP",7.236310334,7.04242365,7.394543598,6.973601773,7.081630386,7.117535057,7.043692183,7.121012596,6.64713713,7.12503229,6.977109854,7.063119466
10747,"MASP2",2.280785701,1.0817762,2.471697667,1.834944856,1.387331135,1.511184731,1.821769875,1.435530188,2.72980313,1.494061876,3.070677112,1.462972009
6723,"SRM",5.498469533,5.253639896,5.679723584,5.635512683,5.332620523,5.434575506,5.797053409,5.67381419,5.761894116,5.394424277,5.798792761,5.288563004
5394,"EXOSC10",5.722897546,6.315315904,6.253754824,6.236981492,5.880781452,6.33908419,6.231607342,6.543600675,6.129515357,6.242977355,5.965583497,6.257333999
2475,"MTOR",6.999482747,7.369809437,7.309145611,7.45743561,7.285756604,7.428145779,7.362453311,7.371605314,6.639746362,7.42707835,6.783830089,7.333444746
29914,"UBIAD1",4.414729817,5.000638221,4.682643115,4.812873565,4.868268057,5.001492258,4.747286093,5.279316101,6.182612931,4.853870386,5.938367145,4.987426735
26232,"FBXO2",8.272943706,4.005309915,7.203448942,3.587539896,7.336408175,2.95818204,7.559772792,4.054362714,5.36019668,2.976098492,6.394499611,3.95232905
93611,"FBXO44",6.943668299,5.468823123,6.029356919,5.295052063,6.042399255,5.249495194,6.235421253,5.423138487,6.027019966,4.902062617,6.40709333,5.294545841
26270,"FBXO6",2.003035476,1.461972142,2.149648861,1.786664404,1.986921759,2.038892917,2.426298159,1.73413037,1.883164175,1.469903606,1.286599545,1.075232609
10459,"MAD2L2",4.464646489,4.044466917,4.261621012,3.897058838,4.041170319,4.105417822,4.405243033,4.33056369,5.044786878,4.197412988,4.782274431,4.214591354
57085,"AGTRAP",5.987054079,3.871381003,5.757885402,4.083459083,5.507971763,4.18926092,5.664713285,4.199062895,4.368317839,4.13732641,5.179731588,4.440034996
4524,"MTHFR",5.902653268,6.247952449,6.407159515,6.38620057,6.340610683,6.769635745,5.986616483,6.236859427,5.958868245,6.340300518,6.337523465,6.43755569
1185,"CLCN6",5.51908946,5.894966408,6.122031097,6.028329511,6.019417193,6.136912024,5.763108781,5.910554006,6.241169781,5.961510661,6.18377575,6.01194122
4878,"NPPA",12.08969118,12.20384593,12.3565685,13.3805124,11.85882147,13.16017212,11.2651748,12.28013273,12.28644367,11.86887095,11.90838168,11.67326679
4879,"NPPB",6.576914019,9.928951204,8.289307795,10.93395252,8.661277619,10.91583441,8.317263796,10.24833649,9.571910813,9.563837763,9.051848869,9.684078424
90231,"KIAA2013",7.466477068,6.814748488,6.93533255,6.844683173,7.152308857,6.886578005,7.288202318,6.730349082,7.31748642,6.728602763,7.501289077,7.023443735
5351,"PLOD1",8.353756624,8.93533926,7.834070686,9.060668419,7.982466855,8.963264871,7.974326533,8.800541487,8.483410015,8.535766833,8.234100397,8.770137345
9927,"MFN2",8.257215066,9.107125883,8.295872733,8.876873154,8.291496618,8.774461594,8.290933564,8.948883981,8.274401001,8.915080258,8.154488482,8.898767184
60672,"MIIP",3.628569654,4.699093177,3.95251877,4.467223838,3.554012888,4.375775713,4.747286093,4.963590222,4.227511246,4.415479645,4.291927211,4.932213344
55187,"VPS13D",6.018587824,6.677566739,6.681978997,6.779104041,6.700707623,6.874668239,6.50319499,6.274227732,5.18340357,6.69186835,5.502789868,6.641430792
9249,"DHRS3",7.08228746,3.842048485,6.249752796,3.447052124,6.152119127,2.892996132,6.129757163,2.951801614,5.836522449,3.886678388,6.356045101,4.856045682
126755,"LRRC38",-0.226479613,1.269749679,0.399762467,-0.11132052,0.814058314,-0.987411579,0.135427453,-2.204755312,0.971112431,-2.034091757,2.198750527,0.595988591
10630,"PDPN",4.696783822,6.431469237,4.618912808,6.605585574,4.667252078,6.041126617,4.310798516,5.781546815,5.885775624,6.292028916,6.152952748,6.683073957
7799,"PRDM2",6.035201591,5.621926857,5.999876194,5.547705714,5.652048118,5.717886203,5.61141214,5.863692869,7.29001261,5.629317869,7.651740358,5.755649378
23254,"KAZN",3.908944499,3.303532917,3.372386145,2.973285235,3.097479703,3.030686916,3.607391507,2.972735422,3.833069141,3.14581396,4.10360171,3.656549578
55092,"TMEM51",3.80943433,4.031532312,3.571490825,3.82717218,3.730866313,3.943154752,3.904276848,3.989079526,4.172233043,3.525697557,3.761793369,4.180535621
79180,"EFHD2",3.668875158,3.960518131,3.265451048,3.20218221,2.774763128,2.892996132,3.553416376,3.926078075,3.833069141,3.001600502,3.774808924,3.36968038
842,"CASP9",4.772722069,4.537702788,5.010517243,4.305302772,4.396330068,4.056642939,4.146325443,4.242805962,4.40801274,4.258626561,4.082819924,4.634964262
23341,"DNAJC16",5.973325727,5.761636342,6.216305488,6.236981492,6.133353232,5.970474921,5.710645668,5.662584892,6.510980369,5.893892037,6.80222197,6.102255086
84301,"DDI2",2.310207181,2.253278919,2.711722439,2.520989186,3.023313162,2.469840165,2.504238837,1.758444776,2.420427171,2.62868937,3.220896093,2.330756146
6248,"RSC1A1",2.280785701,1.939184681,2.602984185,2.245412804,2.155124435,2.097935548,1.694555448,1.709399148,1.514299445,1.925654996,2.600742493,2.02010991
23207,"PLEKHM2",8.048568225,7.085300908,7.610840779,7.086340888,7.700837341,6.962676599,7.718411598,6.967174497,6.879810556,7.22494758,7.275522916,7.149278891
284723,"SLC25A34",2.003035476,0.941308569,1.589935516,1.029405376,0.911263617,1.258623073,1.427472499,1.058553396,0.253551231,-0.588269387,0.479862292,0.646761025
54751,"FBLIM1",6.49521146,7.687181443,7.139999497,7.551635842,6.646151802,7.315015953,6.991085549,7.542797536,5.302859431,7.197165099,5.201584057,7.456838361
440567,"UQCRHL",3.974730638,4.844232041,4.760651116,4.842696628,4.927561826,5.049644454,4.87257476,5.670614728,4.82128509,5.049947683,4.429970031,5.011841794
729614,"SPEN-AS1",5.585267433,3.960518131,5.603369858,3.291393213,5.092088823,3.29739601,5.125743457,3.936771234,4.987713283,3.953539587,5.267526928,3.499664141
23013,"SPEN",6.493609422,6.128518154,6.490072526,6.369907603,6.781672671,6.807715319,6.67592167,6.392552977,7.386451709,6.363434104,7.34534826,6.487158486
7709,"ZBTB17",4.740665269,4.693629607,5.439111576,5.022828244,5.213793264,4.869342915,5.615807977,4.800458413,4.217616925,4.97682812,4.462511325,4.850641492
27129,"HSPB7",8.549955057,10.60508417,8.513858309,10.38970678,9.628407312,10.56010708,9.326781785,10.90571776,7.072590714,10.74078861,6.61226337,10.55483455
1187,"CLCNKA",5.006365076,2.045948059,4.631270944,2.263165191,3.8336408,1.822563499,4.259279786,1.523283244,2.43757741,1.943309369,3.06008376,1.791019328
1188,"CLCNKB",1.871060241,3.407311397,1.966703236,1.949017598,0.76288392,2.677652131,1.257840933,2.87604446,2.673009062,3.435015747,1.45777876,3.0112451
348487,"FAM131C",0.144062288,0.977728325,0.710495446,1.14880741,0.537838338,0.952262921,0.71847235,1.342091802,-1.756873152,0.720211879,-0.747683069,0.695807215
1969,"EPHA2",9.505728623,7.908192942,9.398627764,8.686690812,9.479474665,8.645375589,9.195644588,8.161793375,9.414891558,8.278257523,9.89400921,8.522900178
128272,"ARHGEF19",0.967915586,0.243519322,0.885769191,0.987302879,-0.90851869,0.670459356,0.581352551,1.435530188,3.739364264,1.143216357,3.504877008,1.182365292
79363,"CPLANE2",2.220079141,2.339767011,2.265172507,2.190806101,2.667544548,2.45486105,3.06330844,2.784294772,0.400727639,2.74398203,1.45777876,2.879463354
54455,"FBXO42",5.51908946,5.18326125,5.526061099,4.91185293,5.434246654,5.335832397,5.319649665,5.298097752,4.359346439,5.023219678,5.232575609,5.172072542
26099,"SZRD1",7.994089747,7.012565655,7.750506802,6.865170434,8.036322998,6.758241878,8.003415319,7.11631677,7.251133625,7.002496505,7.648208331,6.946372128
55707,"NECAP2",5.311080869,4.626400074,5.704789821,4.741846577,4.898219537,4.579406086,5.131894915,4.498759411,3.586301946,4.373772923,4.458483578,4.475578345
