"ENTREZID","SYMBOL","17.3_CX.5461_0.5_3","84.1_CX.5461_0.5_3","84.1_VEH_0.5_3","90.1_CX.5461_0.5_3","90.1_VEH_0.5_3","75.1_CX.5461_0.5_3","17.3_VEH_0.5_3","75.1_VEH_0.5_3","78.1_CX.5461_0.5_3","78.1_VEH_0.5_3","87.1_CX.5461_0.5_3","87.1_VEH_0.5_3"
10668,"CGRRF1",3.544934881,3.515992385,3.231997973,3.315081517,3.24933002,3.184636994,3.193343076,2.961249602,3.048900429,2.951481663,3.060548735,3.312135817
23034,"SAMD4A",8.1568683,7.754168584,8.081588949,8.121461119,8.187923049,8.166571421,8.268930019,8.63625847,8.492592913,8.742929846,7.952961165,7.97284782
2643,"GCH1",1.84895425,2.16973938,1.63456022,2.115268783,1.451598456,1.7731518,1.164385472,1.290756483,2.075710756,2.099995453,1.557428023,1.512994154
11169,"WDHD1",3.537943038,3.58018763,3.872592021,3.606250051,3.161790051,4.152132505,3.22751263,4.056886346,3.751336442,3.45386786,3.71048506,3.695219573
122809,"SOCS4",5.738015121,5.750448044,5.562414359,5.29355077,5.126238845,5.237049936,5.219717544,5.366047082,5.430363578,5.486049251,5.245939357,5.134830554
93487,"MAPK1IP1L",6.951147499,6.762951999,6.773638969,6.873912871,6.78504608,7.018561723,6.597550636,6.978375635,6.954426011,7.135845258,6.754305408,6.707020846
3958,"LGALS3",4.854927925,4.181807927,4.17874622,3.814575177,3.257798815,4.254363652,4.413785481,4.177597673,4.428677997,4.251075107,3.290704325,3.305572226
9787,"DLGAP5",4.659402578,4.516738643,4.625838382,4.609982379,4.245695601,5.102246117,4.36089131,5.046254742,5.088533316,4.678016538,4.485459654,4.68690236
55030,"FBXO34",5.505121008,5.258369177,5.342017203,5.230802834,5.003198051,5.145868788,5.223955194,5.219536292,5.433798485,5.291540886,5.318414494,5.123679995
22863,"ATG14",5.20093694,5.044957594,5.101307345,4.90344861,4.823751848,4.85934552,4.921410867,4.944557157,4.979944213,5.037158189,4.67876761,4.81489263
100129075,"KTN1-AS1",0.975240657,0.735890402,0.395957143,0.914115213,0.533528045,1.708123126,1.361897361,1.797993794,0.763082912,1.30923996,0.11283537,0.861608875
3895,"KTN1",9.79084103,9.332857502,9.502952061,9.263172405,9.166879221,9.269221001,9.455746652,9.387678827,9.404304423,9.166610475,8.938630482,8.863803674
57161,"PELI2",0.889950487,0.632037097,0.829867521,-0.374164719,0.152582289,-0.402349474,0.3891573,-0.488138173,0.111512895,-0.253722059,-0.236827338,-0.737519118
54916,"TMEM260",4.196148637,4.153955387,4.495332098,3.98141211,4.125902826,3.951354774,4.038861717,4.060942097,4.354499871,4.268106453,4.19410693,4.191647216
10640,"EXOC5",6.46159365,6.222172434,6.28036756,6.216984618,6.087740642,6.372560154,6.205971588,6.415019518,6.417391737,6.483465924,6.294461003,6.210294501
55745,"AP5M1",6.35424069,5.834734961,5.77348612,5.951112702,6.034518922,5.94407362,5.764593324,6.102215156,5.924840769,5.934436293,6.030439046,6.052648796
122830,"NAA30",5.653203885,5.297084518,5.160705535,5.331924402,5.442673571,5.26180745,5.263603948,5.246496079,5.549141063,5.417100086,5.545312473,5.681458851
145407,"ARMH4",5.28058796,5.114047034,5.07437687,5.187401498,5.01573557,5.496536694,5.176642039,5.503518403,5.692245373,5.558790367,5.067190071,4.961964394
55860,"ACTR10",6.817509951,6.609906667,6.749853094,6.439551838,6.402321787,6.716342997,6.619429783,6.654599057,6.715701122,6.751377994,6.812820073,6.81840707
5684,"PSMA3",5.921126088,5.655973546,5.867755779,5.571900014,5.607460809,5.867970061,5.655875056,5.673407623,5.547556589,5.770804754,5.596175026,5.761574179
379025,"PSMA3-AS1",5.506912419,5.498775036,5.938701826,5.016888743,4.909560471,5.308256053,5.441535563,5.354528053,5.16905462,5.487867766,4.921899686,4.878188485
5926,"ARID4A",5.788965147,5.468942931,5.883355714,5.433867507,5.042940485,5.372619461,5.72178438,5.283412923,5.297155891,5.374484578,5.523578851,5.449593862
26520,"TIMM9",4.041597043,3.751046148,3.982022748,4.202449026,4.320365589,3.808722564,3.787226278,3.735177676,3.624814281,3.962840293,4.11879863,4.271278125
9786,"KIAA0586",4.542001981,4.430367839,4.528180173,4.450239229,4.166948939,4.635732938,4.496681511,4.823253965,4.742997443,4.681198931,4.497401803,4.582181133
51339,"DACT1",6.765332281,7.705429501,7.483938111,7.495399102,7.138005463,7.44333471,6.627449702,7.199142364,7.332980823,7.326253321,8.021242355,7.862029893
23002,"DAAM1",7.028636051,7.093796123,7.497363798,7.195859295,7.034608427,7.58853435,6.917698529,7.703019899,7.610731598,7.701379087,7.284488828,7.33707151
64582,"GPR135",3.678094653,2.962754506,3.597913625,2.886174584,2.770190828,3.068540707,3.551306045,3.236935184,3.225757206,3.023458218,3.169055286,2.940750726
112849,"L3HYPDH",4.406537884,4.125554525,4.36401695,3.683257884,3.685751015,3.894034477,4.240561774,4.155008991,3.917573621,3.84859898,3.842741531,3.84757257
51528,"JKAMP",6.298446639,6.257502028,6.440403783,5.868334983,5.878520075,6.058276936,6.15694728,6.047056329,5.996274711,5.990669113,5.823075983,5.847675002
6252,"RTN1",-0.161925203,0.398793724,0.51726774,1.319899164,1.391294885,0.856891356,0.050445109,0.350722659,0.362828745,0.489576977,1.225372199,1.152396394
64430,"PCNX4",6.144700273,5.89346517,6.171374306,5.767313075,5.622294076,5.931071677,6.133486391,5.970428512,6.022746493,5.966091902,5.700586194,5.786534859
51635,"DHRS7",4.542001981,5.077446734,5.202006933,4.741836769,4.571998331,4.446027239,4.461223483,4.339942171,5.017056175,4.740367655,4.715016139,4.689425423
5494,"PPM1A",6.060601958,5.750448044,6.069674943,5.722406064,5.761309098,6.090527656,5.818831297,6.158184862,5.906415613,5.982953026,5.785826972,5.898717635
51804,"SIX4",2.644899069,2.780462101,2.836906235,1.938067385,2.028122998,1.989269507,2.509525962,2.407268689,2.683820211,2.91950025,2.577472656,2.072642983
4331,"MNAT1",3.645939132,3.056000819,3.710320021,3.720273275,3.568103991,3.661918747,3.446410042,3.740244816,3.594443228,3.742918623,3.735909386,4.041740005
57570,"TRMT5",4.603571401,4.49839728,4.331301296,4.472106057,4.211226594,4.184366734,4.095464765,4.275085828,4.566488136,4.43198149,4.515131699,4.480957654
145389,"SLC38A6",1.803034012,1.837553598,2.239062626,1.58365101,1.925549722,1.078896116,1.916867419,1.175776786,1.576287476,1.551074093,1.882862391,1.763427243
5583,"PRKCH",2.522724926,2.557655337,2.789522501,3.593006089,3.519629853,4.106600585,2.201054827,4.077052037,3.751336442,3.575152063,3.955252289,4.069123637
3091,"HIF1A",7.992702186,7.803930852,7.717463584,7.851194434,7.462242138,8.120719484,7.807339737,8.291091583,8.363464677,8.362923334,8.069538076,7.78302216
6617,"SNAPC1",3.421203758,3.634946653,3.747990577,3.282452165,3.232241816,3.405813449,3.475136417,3.367109374,3.445860254,3.385277388,3.71048506,3.54728547
5529,"PPP2R5E",5.700935341,5.502461046,5.517678773,5.601961907,5.656323211,5.465721452,5.443353946,5.506495439,5.66034594,5.690961862,5.71344188,5.606010236
112840,"WDR89",3.310683122,3.243878232,3.168592171,3.265856509,3.379204043,2.426631827,3.076348339,2.815228938,3.241522773,3.129773779,3.234732988,3.388654425
81537,"SGPP1",4.200583061,4.240371413,4.570845619,4.041145945,3.943697983,3.98834094,4.076842749,3.9027228,4.253155981,4.180864973,4.153174628,4.092188606
23224,"SYNE2",6.41655972,5.691928578,5.9682608,6.201796685,6.140214224,6.732102316,6.326146322,6.977303086,6.758105301,6.683969509,5.980261679,5.921432549
4522,"MTHFD1",5.877480776,6.094892373,6.053468907,6.081300072,6.008408438,6.349646712,5.849324754,6.366689338,6.24334235,6.165596506,6.362965587,6.265448032
7597,"ZBTB25",2.657856704,2.679881043,2.650572123,2.077728789,2.828205896,2.492478958,2.523345713,2.674086743,2.706716925,2.982769466,2.766977182,2.92370778
9495,"AKAP5",2.895208332,3.738598062,3.121533108,3.408762421,3.019635398,3.579479424,2.616545801,3.486503906,3.700910991,3.898671158,3.138877126,3.153059648
22890,"ZBTB1",5.975183703,5.908823601,5.859175087,5.637873375,5.537887538,5.779737009,5.463206341,5.693139952,5.66034594,5.569134328,5.354972737,5.427093556
3306,"HSPA2",3.715758493,2.80454866,2.540388319,3.683257884,3.4694702,4.712343995,3.424483553,4.372940908,2.287965502,2.391794131,3.227581384,3.298978638
26030,"PLEKHG3",5.479804848,5.943132777,5.66771783,5.882011656,5.553449721,5.536105485,5.677666225,5.369321411,5.870112249,5.778254116,5.68239358,5.489230709
6710,"SPTB",8.552317229,8.068595089,8.161114538,8.054194085,7.800035071,8.264053851,8.702693738,8.224400877,8.467675353,8.326548858,8.166918464,7.880640901
91612,"CHURC1",5.828181487,5.123652304,5.419933371,5.245690009,5.112296392,5.335423941,5.646434274,5.362765305,6.00091353,6.069290048,5.657330834,5.762772627
376267,"RAB15",6.225253688,6.575324496,6.423042612,6.635561175,6.310666561,6.002869978,6.312282665,6.028536454,6.499997497,6.626523893,6.780808941,6.625704615
2342,"FNTB",1.84895425,1.860713059,1.433459197,1.58365101,1.7684697,1.933465127,1.958152311,1.520172826,1.805695097,1.981084831,1.769251426,1.466678037
4149,"MAX",5.303444161,5.202813821,5.25747651,5.004438032,5.018230051,5.059437342,5.136742845,5.152699914,4.975237366,5.229853934,5.27917738,5.33984831
2530,"FUT8",4.169251988,4.367080782,4.760948867,4.001599444,4.020358708,4.560975684,4.345415525,4.512751158,4.591308225,4.366276597,4.408494502,4.353122032
10243,"GPHN",3.885104989,3.654957047,3.796735085,4.258048438,4.52716426,4.160258833,3.843392417,4.316385582,4.075442957,4.088006403,3.735909386,4.005751044
64398,"PALS1",5.857962748,5.667511274,5.893195831,5.717837515,5.672249713,5.828995227,5.708236357,5.989704481,5.702249041,5.614785724,5.525037989,5.668728766
51382,"ATP6V1D",6.656564598,6.474775675,6.506000682,6.581264492,6.591757898,6.592694073,6.524705369,6.47855678,6.564874918,6.669620854,6.673058701,6.767375524
1965,"EIF2S1",6.492662994,6.30576454,6.267455518,6.414361325,6.222558386,6.310021316,6.084223103,6.356825932,6.290521129,6.330737206,6.44618766,6.386228987
26499,"PLEK2",0.487163364,2.132164784,2.070898396,1.41327765,1.228490804,1.568551303,0.3891573,1.114657373,2.1444069,2.48214563,0.11283537,0.710810831
161145,"TMEM229B",1.603172552,1.949803039,1.493832879,1.075180207,1.451598456,0.972159845,1.874366206,1.017830781,1.418804435,1.404739967,1.105654021,0.245950995
57475,"PLEKHH1",4.169251988,4.139824842,4.224003973,4.493646394,4.797852811,4.405581606,4.014605569,4.515709222,4.697999239,4.447016088,4.095417641,4.099795706
5283,"PIGH",2.224820481,2.816442797,2.848512934,2.585443049,3.078188542,2.91372149,2.467254213,2.705515571,2.093193881,2.496669021,2.423256085,2.587356372
384,"ARG2",4.205003897,4.257922914,4.368054731,5.243572652,6.000860673,5.028696993,3.984949392,5.152699914,5.030730673,5.09318401,5.226340384,5.806429524
10490,"VTI1B",4.684946705,4.97239237,4.906859037,5.009431218,4.959736607,4.73971691,4.62719656,4.607300396,4.560215816,4.665216301,5.067190071,5.208803078
51109,"RDH11",7.176653168,7.28729649,7.308584263,7.070072843,6.900418804,6.896180087,6.996599365,6.730402835,7.006102726,6.818669837,6.886754029,6.79282364
23503,"ZFYVE26",5.670889313,5.518932534,5.533943844,5.211433641,5.176238423,5.363849974,5.643273568,5.459646459,5.729057306,5.6097841,5.460922945,5.357407268
5890,"RAD51B",0.162912111,-0.130446741,0.629164279,0.409236147,0.922457421,0.545602126,-0.028004986,0.402780866,0.847921132,1.134521839,0.288059068,0.965188361
677,"ZFP36L1",7.232937128,7.1353406,7.003859334,7.994379782,7.81625196,8.020497051,7.134108828,8.094903473,8.139082919,8.30065913,7.98114111,8.014443818
87,"ACTN1",9.165422868,10.13826309,9.986925696,9.889395009,9.548300296,9.11992963,9.334956814,8.9979896,9.63554858,9.678719154,10.09851213,9.859237775
8816,"DCAF5",6.891371942,6.682377486,6.648094192,6.752598535,6.624870431,7.040189512,6.837000927,7.219242194,6.906403067,7.01871616,6.727939527,6.69514316
55218,"EXD2",5.633660172,5.791701473,5.794640404,5.592010715,5.570546407,5.477151155,5.54169041,5.613918664,5.647090118,5.565694575,5.58502619,5.70284549
57452,"GALNT16",4.758972585,4.32606852,4.083734999,4.405485427,4.162445505,5.304594704,4.761527656,5.290338846,5.393794506,5.114528259,4.122658885,4.166512715
2079,"ERH",6.465283786,6.349397903,6.325709248,6.379110686,6.227956267,6.450007233,6.237752759,6.270147237,6.237457875,6.436216014,6.426803921,6.520526408
55334,"SLC39A9",6.153876001,5.981935392,6.11362576,5.755473885,5.82680778,5.807166297,5.99529503,5.824189501,5.760856715,5.703536683,5.643962928,5.402700028
9766,"SUSD6",6.374987307,6.117902441,6.180586955,5.823677432,5.82680778,6.271153952,6.414078976,6.395078328,6.439772625,6.36280205,5.964216483,5.710318655
6430,"SRSF5",7.958746027,7.798319131,7.746057565,7.602953966,7.56349117,7.797689233,7.654822517,7.682436301,7.555437609,7.607899653,7.375867967,7.302466044
6547,"SLC8A3",-1.373413798,-1.576983497,-0.682104625,-0.374164719,0.291045204,-1.714568217,-1.20860112,-2.032689536,-0.957344809,-2.20492437,-0.699307971,-0.737519118
51241,"COX16",3.579394677,3.329373328,3.318000923,3.70188429,3.61500222,3.412632528,3.482229519,3.431178151,3.264852724,3.254654767,3.331302333,3.443492468
55333,"SYNJ2BP",6.081189053,5.728583767,5.870604707,5.7790559,5.630469353,5.890126647,5.827211818,6.1713756,6.096118532,6.064423623,5.851267578,6.054607246
10001,"MED6",4.429387499,4.163299441,4.127265932,4.327665165,4.279360251,4.377973855,3.804306899,4.151209585,4.213737818,4.412965197,4.379750197,4.469259346
23508,"TTC9",3.626296083,4.23594997,3.922865391,3.886901374,3.621579227,4.353375947,3.610767676,4.225359268,4.512283494,4.309825424,4.625351177,4.506937097
4293,"MAP3K9",4.205003897,4.177203018,3.939241272,4.130939981,4.198085398,4.482131959,4.189471686,4.42106556,4.802663991,4.725030682,4.269165452,3.930962407
22990,"PCNX1",7.511149028,6.834884573,7.163962082,6.754830236,6.696706613,7.043488273,7.412272266,7.202358855,7.302304007,7.197708758,6.810428763,6.677459007
26037,"SIPA1L1",7.492735256,7.032018273,7.400156585,7.161506023,7.140869824,7.978890764,7.733467244,8.221912581,8.095288866,8.145429012,6.789333982,6.852578168
9628,"RGS6",3.84033893,3.7197222,3.911843949,0.826295813,0.834607576,2.32908501,3.564733149,2.481768626,3.439039643,3.408505105,1.074105135,1.442950177
8110,"DPF3",6.094355258,5.687078066,6.111218859,5.891508763,5.897613458,6.339841929,6.223008626,6.469431621,6.073175125,6.265447473,5.996130387,6.008876255
26094,"DCAF4",3.285856985,3.321048239,3.258341415,3.153065576,2.905696711,3.492042274,3.184672721,3.333975437,3.249341418,3.400804011,3.060548735,3.015046459
53349,"ZFYVE1",5.107213612,5.280005833,5.086680348,5.147191628,5.218067871,4.742425853,5.200492562,4.648310859,5.339890656,5.232025566,5.016222765,5.14037368
58517,"RBM25",7.256554604,7.021780884,7.154057822,7.186520954,6.884100509,7.238392233,6.98040939,7.105548827,7.181847193,7.210980928,7.301616915,7.218920116
5663,"PSEN1",6.628041282,6.84870572,6.830345447,6.762983732,6.637094284,6.317307358,6.481113321,6.411053269,6.709337904,6.495266531,6.694613987,6.62174715
89932,"PAPLN",1.094407697,1.496798808,2.070898396,1.661842262,1.618716284,2.453332394,1.330799908,2.652747256,1.390801096,1.018539349,0.868785879,1.29175258
8650,"NUMB",5.683616623,5.572517675,5.808077598,5.529080123,5.472085282,5.30642654,5.635341374,5.382344915,5.560183917,5.650943871,5.802768293,5.829489097
79697,"RIOX1",3.890604326,4.076940836,3.955433357,4.386420346,4.258412079,4.135741226,3.798635798,3.929588062,4.432116914,4.044187163,4.541324574,4.412359009
641371,"ACOT1",3.294179922,3.35406418,3.407034893,4.065323102,4.083654627,4.276961079,3.617225746,4.064986478,4.310334575,4.185354643,4.353709867,4.648517147
10965,"ACOT2",4.555912942,4.645668988,4.745512195,5.094125548,4.993088992,5.267460888,4.56842212,5.008953168,5.334387822,5.203536129,5.527951847,5.611342187
83544,"DNAL1",4.222553006,4.296650073,4.17874622,4.211143493,4.045033019,4.123324383,3.96988952,4.236160195,4.156677916,4.176361287,4.392596198,4.365796703
9240,"PNMA1",6.986886295,7.210504126,7.026388835,7.468456112,7.462700085,7.20882547,7.078445813,7.128919001,7.284341112,7.366346956,7.51490595,7.509394645
91748,"MIDEAS",4.755962832,5.02459442,4.920670145,4.683676205,4.635116278,5.57461793,4.918799155,5.510949506,4.927304505,4.904573381,4.482458607,4.643321078
100506476,"MIDEAS-AS1",1.432711966,-0.551729312,-0.436974535,-1.192006546,-0.171987425,1.592771236,1.015884423,1.344983092,-0.19301393,0.090651715,-0.935749555,0.071240077
145482,"PTGR2",4.758972585,4.172583364,4.384093789,4.359298751,4.171438359,4.723355562,4.520993591,4.744749431,4.462703771,4.519925027,4.625351177,4.661426029
57862,"ZNF410",4.928950993,4.830042095,4.850253211,5.075200532,4.975225881,4.728829988,4.503669727,4.58212262,4.697999239,4.687542733,4.770199495,4.765528996
145483,"FAM161B",3.11785065,3.143584452,3.267016741,3.223512445,3.087720457,2.579890431,3.149460639,2.597975361,3.003391599,2.94089977,3.108054191,3.431485104
51004,"COQ6",4.626822957,4.742358364,4.726767483,4.699210381,4.840763129,4.661724617,4.692871005,4.604524466,4.606606703,4.661998418,4.760321886,4.763135685
957,"ENTPD5",4.681778314,4.422607125,4.685298631,4.431760232,4.509542465,4.363969303,4.544902748,4.615596281,4.449189607,4.639269996,4.572705447,4.489669552
80127,"BBOF1",1.462557697,2.310954963,2.291026574,2.256362085,2.123885069,2.161083116,1.535596342,2.187456765,2.390514085,2.71111906,2.796275317,2.681613128
4329,"ALDH6A1",4.77986686,4.745472351,4.549670611,4.868150966,4.832282561,4.823975392,4.73504975,4.942360324,5.127235675,4.991741989,4.919682647,5.062709543
91750,"LIN52",2.873155112,3.085790071,2.948973771,2.796583377,2.894878183,2.718420379,2.820597376,2.908208608,2.729255919,2.961986505,2.969171963,3.138360873
5826,"ABCD4",5.65482064,5.984573354,5.962931292,5.644307769,5.580708006,5.553177752,5.789110058,5.375847859,5.629224071,5.52553646,5.583626508,5.529216775
10577,"NPC2",6.972696839,7.261425548,7.234771622,7.772609804,7.801483977,7.172626876,7.108552571,7.074790975,7.086319212,7.137583908,7.331527301,7.402734887
122961,"ISCA2",4.104471602,4.209132917,3.987282322,4.479321963,4.498865138,4.306550714,4.043664389,4.323155376,4.249262279,4.268106453,4.523915602,4.598382164
4053,"LTBP2",3.709549074,3.744835531,3.729278249,2.875275253,3.307593436,3.405813449,4.053222035,3.46217623,3.499294491,3.73068386,3.581793802,3.401022061
9870,"AREL1",6.545038711,6.439639416,6.516042901,6.576225578,6.35278165,6.617991222,6.516955381,6.707300905,6.838052707,6.70053121,6.527783951,6.424594611
51077,"FCF1",4.907411407,4.71402582,4.803312998,4.889974601,4.85757616,4.929964455,4.450413881,5.035989565,4.975237366,5.034672227,5.077170972,5.11056114
56252,"YLPM1",6.818952761,6.564786107,6.548428005,6.879377978,6.886833075,6.893135871,6.713599646,6.994368924,6.923607322,6.903544829,6.767926174,6.711992869
1743,"DLST",6.805915225,6.597896973,6.5223972,6.631518574,6.78504608,6.574566373,6.630645228,6.66862072,6.57268587,6.589740566,6.6611641,6.653753152
83694,"RPS6KL1",3.310683122,3.486517825,3.231997973,3.249067726,3.716797312,3.446252673,3.475136417,3.431178151,3.575908888,3.512214604,4.190433431,4.041740005
5228,"PGF",0.3660615,0.195215463,-0.13317575,1.58365101,1.193603238,1.640024396,-0.198993556,1.114657373,1.333109026,0.754190408,0.44428715,0.401771425
8892,"EIF2B2",5.004442014,4.985621029,5.031742355,5.268778119,5.28588666,4.886540499,4.952388101,4.661725981,5.0078673,4.899117267,5.240620533,5.158698445
27030,"MLH3",4.758972585,4.534849752,4.70138956,4.401692513,4.79494623,4.408995722,4.607869912,4.458441869,4.636725414,4.721943624,4.665597771,4.704471837
97,"ACYP1",2.804897653,2.679881043,2.715394615,2.853226408,2.482931208,3.102675227,2.667218777,2.805592698,2.636906907,2.807465498,3.052476821,3.100945088
79696,"ZC2HC1C",2.69604563,2.327673264,2.436551607,2.713350362,2.511541518,2.208875813,2.268251484,2.301545057,2.624936282,2.807465498,2.853144866,2.70174833
91754,"NEK9",6.999029511,6.73971714,6.693851205,6.045286827,6.014668218,6.587430315,6.897943344,6.701467154,7.086319212,7.125953132,7.187849549,7.128378699
10972,"TMED10",8.566129554,8.519030968,8.589124918,8.154799185,8.111133381,8.348490654,8.442612886,8.376557288,8.484127726,8.431378697,8.432511918,8.388189299
2353,"FOS",2.550782855,2.543412757,2.109998662,3.431262087,3.282910948,1.989269507,2.875503371,1.290756483,2.512481336,2.04176491,2.685809019,2.661192924
101928377,"JDP2-AS1",0.845336874,0.632037097,0.629164279,0.144581964,1.121190329,1.078896116,0.663273596,1.017830781,0.178563766,-0.071284148,1.196361071,1.209764031
122953,"JDP2",3.530917144,4.149260566,4.018443348,3.762290761,3.432543172,3.523881604,3.843392417,3.418589994,3.459405495,3.431364769,4.095417641,4.00979444
55640,"FLVCR2",2.0974521,2.743561046,3.062957948,2.289580079,1.618716284,1.467388454,2.654716414,1.262859186,2.22591808,2.174151252,2.264603028,2.009428228
11161,"ERG28",4.436924318,4.675362225,4.876001023,4.94834121,4.744616763,4.405581606,4.424871975,4.323155376,4.386758608,4.465591651,4.547081192,4.540864263
23093,"TTLL5",3.879584609,3.898210165,4.127265932,4.323661748,4.312257231,4.582301138,4.210979519,4.752293397,4.347232242,4.494823868,4.293341558,4.424525942
7043,"TGFB3",3.579394677,4.153955387,3.878265248,3.232081268,3.282910948,3.678987693,3.51025825,3.613433224,3.767760725,3.547518254,2.664782811,2.79841308
112752,"IFT43",3.944474621,3.858494519,3.883916253,3.950591375,3.917211649,4.081145679,3.989934616,3.916217964,3.932219391,3.957600541,3.946567364,4.061352635
55668,"GPATCH2L",6.329146918,5.936335905,5.88053188,5.940694827,5.780538321,5.804576337,6.010093366,5.880350059,6.043129954,6.044792092,5.838414775,5.756770407
2103,"ESRRB",2.828010828,1.814016287,2.030708834,2.737625224,3.257798815,1.663082982,2.959225339,1.855163276,1.525679429,1.632241806,1.953918616,2.260829723
22846,"VASH1",7.735144545,8.199818127,8.099913789,7.584251765,7.474101766,7.380378201,8.046233986,7.459013323,7.438054612,7.485361972,7.735449236,7.556109446
100506603,"VASH1-AS1",1.273453512,1.165938659,1.433459197,-0.179779211,0.291045204,0.934751057,1.199239501,1.262859186,1.177898683,1.171199262,0.049356113,0.351678214
23357,"ANGEL1",5.439102408,5.35531631,5.38648602,4.609982379,4.759602676,5.315550994,5.493359863,5.474925891,5.390262903,5.409444857,4.780009936,4.793943262
64207,"IRF2BPL",5.914392943,6.09733184,6.085700955,6.592122135,6.688116118,6.765113244,6.124447588,6.795744544,6.24236327,6.260136946,6.338278643,6.417763667
85457,"CIPC",5.71650123,5.480202383,5.394426033,5.101158912,5.231029116,5.525135175,5.430576869,5.56192231,5.146204349,5.203536129,5.158391424,5.217570057
57156,"TMEM63C",1.779513896,0.966879514,0.682017793,1.287379826,1.509482192,0.896346387,2.056473938,1.114657373,1.499693724,0.654090995,0.975094968,0.750013606
29954,"POMT2",6.123838989,6.188246266,6.054722008,5.98192242,6.145928533,5.870448775,6.06781394,5.899727378,6.081958548,5.825040259,6.027353574,5.97721909
2954,"GSTZ1",3.374870487,3.552008453,3.367244678,4.041145945,4.125902826,3.813883017,3.371987357,3.714729245,3.20981745,3.400804011,3.865956588,3.829385366
283578,"TMED8",3.868480072,3.920423399,3.966127991,3.664387847,3.753191921,4.085419475,3.649089455,4.155008991,4.37608564,4.548087277,4.520993572,4.492561867
161394,"SAMD15",0.301472079,0.041553958,0.51726774,0.215434271,0.078025979,-0.140397929,-0.028004986,0.453025843,0.362828745,0.430288261,0.11283537,0.071240077
63894,"VIPAS39",4.47036108,4.665532228,4.625838382,4.446562316,4.654487899,4.452659297,4.544902748,4.42106556,4.636725414,4.737313276,4.699592441,4.721829921
10598,"AHSA1",6.615642233,6.471958452,6.39363483,6.730845553,6.761417264,6.338947272,6.539231608,6.267517327,6.287676548,6.331750095,6.673058701,6.783406933
9517,"SPTLC2",6.714300978,6.810560158,6.949656038,6.910406816,6.998427729,6.398554304,6.72261232,6.499627007,6.861197835,6.730025096,6.637751147,6.6569795
8846,"ALKBH1",3.868480072,3.31267483,3.483467039,3.552528715,3.49834604,3.254621114,3.417100038,3.020762495,3.280199032,3.271644155,3.780573718,3.78288825
81892,"SLIRP",4.797538501,4.59822941,4.476754734,4.539242268,4.732514934,4.647342644,4.726114679,4.382695121,4.253155981,4.401433932,4.442866044,4.706964387
22938,"SNW1",5.963489695,5.953941603,5.964265516,6.062204941,6.004639491,5.907127329,5.797664503,5.840796708,5.886499235,5.945065526,6.048814575,6.146535588
57143,"ADCK1",3.851661342,3.947717451,4.06892783,3.70188429,3.943697983,3.782639734,3.826770972,3.704395306,3.712269946,3.898671158,3.642205335,3.601876852
9369,"NRXN3",2.276142925,3.799791445,4.013296359,2.749611185,2.633698886,2.79348396,2.537034339,2.695115185,3.118854378,3.220063739,2.776809485,3.093344062
145508,"CEP128",1.491798488,1.554751604,1.270450501,1.661842262,1.509482192,2.208875813,1.508060269,1.910153398,1.762639421,1.605690085,1.511058007,1.819787406
2957,"GTF2A1",5.371884568,5.37957081,5.495702771,5.254128498,5.330728978,5.355026856,5.202641366,5.459646459,5.376049399,5.51130221,5.353330943,5.512215412
85439,"STON2",0.427882742,1.049827013,0.782248176,0.956098358,1.391294885,0.273284849,0.505124409,1.017830781,1.740619939,1.551074093,-0.236827338,-0.127581745
6400,"SEL1L",8.21144454,7.862469102,7.961128975,7.289144377,7.427944212,7.45204925,8.021494024,7.61989382,7.669822231,7.580891877,7.287930752,7.219356661
23768,"FLRT2",8.181473111,8.115080492,8.305219105,7.865378075,7.706076287,7.544587912,8.113444793,7.688019599,7.982836567,7.922548624,7.968863304,7.906895799
2581,"GALC",6.877591463,6.956768695,6.975689747,6.506419401,6.419408167,6.61651537,6.601627443,6.685794165,6.672012745,6.477986762,6.542267286,6.406306391
55812,"SPATA7",3.466095185,3.00494302,3.168592171,2.830835352,2.968957646,3.216160881,2.917971585,2.934972849,3.492722444,3.31326241,3.092392206,3.530496944
11099,"PTPN21",7.692097129,7.361729813,7.552958039,7.64004888,7.634716832,7.987479848,7.714769024,8.122089283,7.784906685,7.942246309,7.445328402,7.4714154
79882,"ZC3H14",6.46159365,6.153503045,6.15510924,6.098975093,6.06137519,6.112681724,6.047634307,6.194634633,6.194568428,6.11589676,6.179641764,6.109333961
161436,"EML5",3.11785065,2.743561046,2.894027895,2.761498386,2.697345512,2.932821732,2.251743457,2.575470791,2.361950674,2.40725115,2.706533182,2.486508321
123016,"TTC8",4.200583061,4.016355923,4.17874622,3.69570217,3.554419632,4.033278848,3.949561984,4.003097011,3.994020541,3.93644913,4.027036521,4.226810647
1112,"FOXN3",6.176563204,5.993768422,6.186315129,6.478783557,6.744945012,6.411377829,6.136861395,6.729766085,6.51223403,6.725408066,6.570804922,6.658911851
400236,"FOXN3-AS1",0.162912111,0.878870471,0.574300586,0.956098358,0.476620203,0.212061079,0.124848397,0.548552473,1.003954567,0.892411099,1.136527732,1.181365341
90141,"EFCAB11",1.462557697,1.405256198,1.493832879,1.529065284,0.641022199,1.518856399,0.976241463,1.855163276,1.649018996,1.578640522,1.309061361,1.744140389
