"ENTREZID","SYMBOL","87.1_VEH_0.5_24","17.3_VEH_0.5_24","84.1_CX.5461_0.5_24","84.1_VEH_0.5_24","90.1_CX.5461_0.5_24","90.1_VEH_0.5_24","75.1_CX.5461_0.5_24","75.1_VEH_0.5_24","17.3_CX.5461_0.5_24","78.1_CX.5461_0.5_24","78.1_VEH_0.5_24","87.1_CX.5461_0.5_24"
8511,"MMP23A",4.850486754,6.267282848,6.334898334,6.252987242,6.042019439,5.901579956,6.053343703,6.112953246,6.427287709,6.141875357,6.220664915,5.398670283
728642,"CDK11A",5.346940955,5.854883947,5.559269225,5.717415988,5.712947496,5.939860537,5.413120911,5.40927034,6.019430403,5.908380907,5.824393527,5.51018275
9906,"SLC35E2A",5.259708139,6.067553571,5.371996307,5.66094634,5.260754873,5.204520894,6.223355013,6.265996364,6.196628185,6.084970855,6.058190628,5.012858194
65220,"NADK",5.732815728,5.505495891,5.648941767,5.870736837,5.422700633,5.581186734,5.489071256,5.565795045,5.567258224,5.29532126,5.441102328,5.364255351
2782,"GNB1",8.564613317,8.32962041,8.29612176,8.352558643,8.630418174,8.572747642,8.030240395,8.187212878,8.077178508,8.025722923,8.274848,8.489452021
105378949,"GNB1-DT",0.189198309,-0.098959171,-0.196594289,-0.06759602,0.594122075,0.273743908,-0.450073368,-0.939902547,0.837398789,0.427826572,-0.234177708,0.01126977
5590,"PRKCZ",5.516989362,5.2704199,4.95220524,5.051493871,5.496432009,5.70443674,5.213194981,5.122818234,5.294581799,5.329126839,5.254249074,5.242073521
100506504,"PRKCZ-AS1",0.964319634,1.409952754,1.469320271,1.765153584,1.163838258,1.544402132,1.181123489,1.161810564,1.687277459,0.975183004,0.855783879,0.453591254
199990,"FAAP20",5.225369086,5.051850731,5.086660036,5.103717364,5.413213512,5.357296729,4.719588294,4.803882281,4.958068762,4.868586261,5.044212406,5.806619414
6497,"SKI",6.401550574,6.445866623,6.478631554,6.495780182,6.591315216,6.616278545,6.467058545,6.368355775,6.439772656,6.60257237,6.615203317,5.752005698
79906,"MORN1",2.300082168,2.766942727,2.268726189,2.335350353,2.531802489,2.592449966,2.318925324,2.300856573,2.620617711,2.508428886,2.470253666,1.91267402
100129534,"LOC100129534",0.298942788,0.465253575,-0.036361507,0.621872077,0.423166678,0.546068606,-0.450073368,-0.241376187,0.886868905,0.492903249,-0.146437015,0.01126977
11079,"RER1",6.831826809,7.02177651,7.066347982,7.09708974,6.983703414,6.810855173,7.080018385,6.997128503,7.215710647,7.020446787,7.010105891,7.227399989
5192,"PEX10",3.860153092,3.964956701,3.868688107,3.98029277,4.234808122,4.002468839,3.630877634,3.740810985,3.781858615,3.564961352,3.634401295,4.009414925
55229,"PANK4",5.78089781,6.073035845,5.725002006,5.620994988,5.830226312,6.066368266,5.697467564,5.6252967,5.796498561,5.609625338,5.640822749,5.563554513
127281,"PRXL2B",4.914391312,4.203579689,4.298798574,4.504134466,4.717343298,4.867313729,4.371130895,4.609264221,3.888929871,4.543338531,4.498281282,4.788207695
440556,"PRDM16-DT",3.244208648,4.110679069,3.488696712,3.20875795,3.800755362,3.844962576,4.351534595,4.578787833,3.359536552,4.504415198,4.237931239,3.214047805
63976,"PRDM16",5.291590176,5.174225416,5.099656869,4.699752719,5.454498021,5.669266772,5.923324313,5.843764378,4.874698529,6.125295008,5.868501863,4.327858808
27237,"ARHGEF16",1.890772891,3.566778856,2.714031383,2.546950489,3.39316232,3.413129831,3.072044397,3.186156583,3.721783754,2.892958101,3.153791624,1.347469399
1953,"MEGF6",6.324158978,5.737233874,7.042427918,7.345492905,6.638489393,6.259409752,6.142991175,6.223645156,6.234144834,6.737923707,6.899143684,6.030625839
127262,"TPRG1L",5.649800157,5.77472511,5.613134603,5.72902782,5.618687686,5.622960757,5.569727771,5.525687311,5.737042907,5.326897612,5.597004034,5.856992476
49856,"WRAP73",3.540801616,4.056359753,3.626783357,3.720125465,3.800755362,3.777864497,3.313995938,3.69504584,4.049608062,3.335835491,3.399514602,3.791265974
57212,"GFOD3P",5.040226706,5.432735347,5.017578498,5.190267769,5.09975408,5.369618998,5.350331345,5.487418806,5.312795996,4.977760718,4.967626865,4.363142344
148870,"CCDC27",0.896101764,1.444201023,1.072204867,0.407377691,0.970399841,1.730613128,0.11235197,0.863896973,0.218466068,1.063521969,0.768182332,-0.054928939
388588,"SMIM1",1.343052376,1.102049859,1.000101961,0.621872077,1.515532465,0.775060512,1.181123489,1.069177064,0.218466068,1.371043366,1.524030227,1.422370179
57470,"LRRC47",6.596855084,6.692855285,6.456911684,6.385459264,6.774374895,6.849701832,6.631473139,6.546425643,6.558062783,6.557650418,6.516168965,6.525626213
9731,"CEP104",5.252905405,5.315057916,5.183433123,5.15841673,5.322874045,5.292207176,5.282098653,5.188514224,5.228957844,5.208381787,5.110272257,4.754782696
1677,"DFFB",1.442067688,1.999222703,2.054051356,2.087290787,1.888489717,1.752286326,1.817162102,2.096991318,2.011070661,1.595052524,1.602106236,1.667873327
339448,"C1orf174",3.689279146,3.910877827,3.546792907,3.848101085,3.806564568,3.928246232,3.485621302,3.653109979,3.913008875,3.084588796,3.170972109,3.594778538
261734,"NPHP4",3.230422938,3.216649274,3.089003753,3.373186166,2.954371857,2.942773271,2.88023328,3.095123151,2.786205122,2.997569835,2.781181653,2.343655957
8514,"KCNAB2",1.942423385,1.264199922,1.386898946,1.224109845,1.089545445,1.617076467,1.873209544,1.840943105,1.411148053,0.975183004,0.812647908,0.791645451
6146,"RPL22",6.874554722,6.93261291,6.434859816,6.26699455,6.769921778,7.036833201,6.583980796,6.662605436,6.681471341,6.488528293,6.695312269,7.369434066
102724450,"RNF207-AS1",0.541538623,0.396952704,-0.036361507,-0.331375547,0.005033568,0.081673437,1.26731184,1.131588817,-0.73096895,0.133473391,0.014495498,1.470227351
388591,"RNF207",7.173667825,7.877038687,7.790228694,8.104365156,7.290315385,7.090461756,8.046328014,8.141973671,8.378672997,7.36595308,7.16175406,6.739062856
23463,"ICMT",7.227143028,7.397183873,6.998577541,7.081888245,7.097066556,7.113671406,7.216270528,7.357690563,7.210255452,6.981295292,7.085658514,7.103422879
387509,"GPR153",3.495413079,3.700301437,4.044771756,4.229533746,3.800755362,3.814381509,3.383185342,3.750786833,3.600995025,2.806002184,3.055457731,2.892641792
11332,"ACOT7",5.256310782,5.046287202,5.440000847,5.584706942,5.271295594,5.188711833,4.285943428,4.818184474,5.085366778,4.337285168,4.871063627,5.82053287
83715,"ESPN",0.245113817,-0.559873918,-0.476230262,-0.654422045,0.885126138,1.330544092,-1.142994106,-2.346678023,-0.888524847,0.049439733,-0.234177708,0.405169615
8718,"TNFRSF25",3.512601553,3.5193764,4.448536065,4.842890578,4.065877325,3.745811256,3.904053526,3.851568384,4.298393494,3.702001938,3.301512698,3.805327567
57449,"PLEKHG5",5.909744558,5.61478016,6.487723196,6.852967761,6.479398363,6.295839439,6.295637086,6.030390918,6.284619891,6.027103134,5.893298946,5.439814685
79707,"NOL9",4.99813369,5.100979966,4.994569474,4.997308731,5.087876982,5.15453111,5.106172799,5.120896534,5.047799071,5.234780329,5.169170597,4.897262686
3104,"ZBTB48",3.908569546,4.028413385,4.237402276,4.2417444,4.026597405,4.127974432,3.924092422,4.042335668,4.270707589,4.032610809,3.820102752,3.864725444
9903,"KLHL21",7.332126149,7.530677284,7.699589593,7.69728853,7.357645183,7.268337215,7.373917741,7.29643615,7.747961879,7.676800274,7.712667294,7.162424737
148479,"PHF13",5.155961537,5.151085301,5.022136593,5.058413798,5.083098629,5.19466055,5.355259532,5.407694896,4.868555024,5.304413817,5.29007213,4.940376638
90326,"THAP3",3.053820292,3.503223036,3.298896232,3.183660225,3.045617998,3.034074775,2.99835112,2.875649529,3.192528121,2.818749973,2.959846983,3.528511534
55735,"DNAJC11",5.896711057,6.17470155,5.83660004,5.727581442,6.08567295,6.042378537,5.869226695,5.821455525,5.87521061,5.804864702,5.721747134,4.961459884
23261,"CAMTA1",5.252905405,5.385047677,4.546710667,4.14103682,5.054091306,5.390501074,5.152205992,5.197659837,4.922926895,4.737100264,4.8605127,5.953803077
9341,"VAMP3",6.67272457,6.196213433,6.133725962,5.875968957,6.379657897,6.213272399,6.204362765,6.175391167,6.127566456,6.016076177,6.14007892,6.935115056
8863,"PER3",3.430576396,4.323423353,2.736394689,2.069132853,2.911888684,4.307050279,3.175973597,3.554044849,2.482625462,2.492605004,2.640259194,1.667873327
3604,"TNFRSF9",3.810055203,1.264199922,3.035900888,3.217027763,3.574327928,2.740762982,1.601837477,2.081265033,1.820546081,2.740516818,2.724127149,3.860242198
11315,"PARK7",7.214068356,7.254898826,6.881799976,6.752007784,7.157977037,7.129284763,6.93366766,7.087969383,7.100519048,6.809923176,6.951036867,7.808106528
54206,"ERRFI1",6.231174211,5.612899511,6.428006251,6.39186534,6.553814976,6.189638359,5.517926666,5.502257834,5.852044604,5.754334329,6.166016724,6.527041107
50651,"SLC45A1",1.992288455,2.02207718,2.237707965,2.174802826,2.148429096,1.730613128,0.713135038,1.220418636,1.509182022,1.53451892,1.126251878,2.430894164
473,"RERE",7.581222769,7.561231193,7.703851592,7.680566629,7.72774148,7.791664731,7.454777436,7.515587491,7.594036227,7.572934186,7.479168846,6.990010849
2023,"ENO1",10.82501439,10.40172599,9.729242843,9.412414777,10.75967862,11.27995389,9.121202127,9.361589993,9.101338325,9.114881455,9.493447183,10.63520357
80045,"GPR157",1.890772891,2.044575246,1.714324297,1.809579389,1.774557527,2.145284199,2.214317733,2.033030694,1.91895121,2.250650369,2.354716052,-0.124311901
9563,"H6PD",6.64701089,6.61136818,6.775802088,6.685027517,6.567564472,6.466167461,7.187545452,7.017930174,6.881580788,6.962750234,6.722513654,6.134524185
80176,"SPSB1",2.879293612,3.081745519,3.106279055,3.473237961,2.78816618,2.696730364,2.658952058,2.455249449,3.240891418,2.427514564,2.857447309,2.952835459
84275,"SLC25A33",2.759617322,2.896272222,2.173596152,2.122935096,2.856962686,3.077646372,2.07787203,2.442996015,2.498626091,1.982613154,2.229113788,2.901396184
199953,"TMEM201",5.309731205,5.513582467,5.402034177,5.404550829,5.716037287,5.989750943,5.242749104,5.399791765,5.389885396,5.286171034,5.414300535,5.032915525
5293,"PIK3CD",2.825289032,3.293803415,4.031268587,3.935891613,3.647358883,3.615886835,3.503489085,3.186156583,3.477259094,3.353464712,3.008444255,2.725236083
22883,"CLSTN1",7.975292496,8.123483365,8.68654341,8.842839689,8.255740398,8.171855941,8.137472302,8.13318214,8.525000094,8.289978169,8.330381083,7.717444924
56998,"CTNNBIP1",5.400246364,4.942290517,4.596460915,4.602102843,5.164517182,5.13610216,5.112007917,5.23189384,4.408352644,4.895912405,5.105812249,5.442816245
84328,"LZIC",4.477128692,4.966057381,4.256870774,3.955794352,4.695594339,4.809047555,4.311524915,4.328709009,4.189249703,4.112434217,4.414206355,4.177405292
64802,"NMNAT1",4.99406003,4.977795583,5.069146763,4.534229764,4.947710681,4.811630406,5.199558503,4.864859677,5.045077855,5.022527414,4.999231643,5.193003326
10277,"UBE4B",6.573157246,6.89673692,6.62889028,6.688005288,6.70686707,6.78019401,6.912926859,6.829574324,6.789470924,6.882299801,6.816262543,6.035604785
23095,"KIF1B",7.671352595,8.082960513,7.685650491,7.623773087,7.811736859,7.942749562,8.045184829,7.962072092,7.882470605,8.07004756,8.010419766,6.891291971
5226,"PGD",6.824963097,6.796738907,6.975260995,6.950425579,7.256760955,7.197526334,7.005174912,7.081067086,6.873933973,7.052505375,7.026716407,7.062541021
378708,"CENPS",0.496173635,0.530466547,-0.823424497,0.286850412,0.594122075,-0.139953197,0.443793209,0.667247803,0.886868905,-0.039793092,0.352358582,1.3978328
1676,"DFFA",5.322782861,5.301110338,5.22751731,4.936007722,5.483798029,5.367865104,5.269101024,5.11897227,5.185138028,5.24662182,5.36476566,5.412515872
5195,"PEX14",4.920843404,5.023816026,5.189524514,5.07670629,5.326921749,5.305095584,4.764736428,4.80866545,5.014800742,4.895912405,4.974981969,5.147734173
54897,"CASZ1",7.385194161,7.634899504,7.740270841,7.603414246,7.50112347,7.417372624,7.762691352,7.705796972,7.828897106,7.828292445,7.740985186,6.566105056
148345,"C1orf127",0.070413244,1.013585385,0.238930074,0.222587646,0.361362735,0.011513888,0.584740564,0.58041352,1.509182022,-0.236745765,-0.06372792,0.303159892
23435,"TARDBP",6.936363653,7.17047128,6.960494441,6.994989648,6.906015886,6.946299484,7.06580812,7.173427619,7.117456367,7.10613662,7.029073803,6.865239803
10747,"MASP2",1.180489821,1.802050743,1.358344493,1.492857008,1.515532465,1.387053239,1.758848947,2.143167052,1.988586349,1.063521969,0.938369323,0.968680153
6723,"SRM",5.528301297,5.588225341,5.456933565,5.740546937,5.734438346,5.802482984,4.935695041,5.16632527,5.37912163,4.901915228,5.313469348,6.182898512
5394,"EXOSC10",6.257751754,6.383254187,6.319241999,6.366068576,6.473933073,6.51611312,6.194772052,6.420064003,6.211266715,6.000775166,6.124730347,6.192738377
2475,"MTOR",7.213630486,7.469117061,7.329379998,7.313553042,7.260469213,7.284696771,7.423444647,7.507520016,7.330225807,7.400813196,7.372749188,6.43130348
29914,"UBIAD1",4.836904184,5.046287202,4.973542853,4.845559993,5.111534197,5.252836372,4.9124781,5.02139365,4.871630047,4.799525521,4.897108215,4.766809289
26232,"FBXO2",4.485858136,3.841904189,3.626783357,3.39521767,4.393754188,4.718360503,2.933927305,3.063455832,3.452828938,3.795251996,4.101221414,4.596673851
93611,"FBXO44",5.432212696,5.555308949,5.501683394,5.492338028,5.395977874,5.884507411,5.024997712,5.068018729,5.513150757,5.102895374,5.062739993,5.359498149
26270,"FBXO6",1.723703494,1.409952754,1.923698503,1.935194761,1.798075139,1.933953677,1.568275303,1.840943105,1.231323205,1.14676246,1.57654752,1.929890726
10459,"MAD2L2",4.256828665,4.056359753,4.022195745,3.630097937,4.374328716,4.756395056,3.828100195,4.148020753,3.524912292,3.742706437,3.999106066,4.510607964
57085,"AGTRAP",4.098883723,4.223436341,4.306292605,4.249827796,4.564602212,4.501951029,4.11051545,4.102002608,4.23294668,4.34170827,4.297811347,4.665098604
4524,"MTHFR",6.043872203,6.610425936,6.80452966,6.582345413,6.254556205,6.304117243,6.649639685,6.539248893,6.790283634,6.567125205,6.393457691,5.302806433
1185,"CLCN6",5.791498942,6.089358767,6.036822447,6.213234145,6.121068248,6.247059195,6.144415373,5.985684483,6.266044149,6.05025926,5.939145183,5.40021526
4878,"NPPA",12.49256627,12.79388244,12.83298379,13.05109478,12.32647128,12.32570465,11.67612558,11.66743962,12.98736951,11.61430588,11.85627959,13.23691004
4879,"NPPB",10.62990145,10.18229905,10.96928436,11.25936482,10.64277302,10.87835768,9.463580788,9.228486584,10.32584212,9.901741087,10.14720304,11.28611987
90231,"KIAA2013",6.844891678,6.659535765,6.961088015,7.060792949,7.124068204,7.14524299,6.663612747,6.64466073,6.717807395,6.793065065,6.963415556,7.009374141
5351,"PLOD1",9.000601749,8.707716226,9.264127602,9.412077159,9.151495543,9.217116833,8.059221197,8.224827447,8.799395728,8.688638918,8.90559809,9.070095974
9927,"MFN2",9.083576341,9.05922424,8.710393017,8.55102864,9.034934367,9.204888528,8.781465956,8.810070343,8.86045423,8.997150428,8.948572719,8.648707267
60672,"MIIP",5.000166215,4.323423353,4.67091591,4.760421132,5.186959923,5.334129485,4.127898388,4.102002608,4.624277882,4.696235017,4.733283542,5.407915424
55187,"VPS13D",6.47573166,6.818933053,6.535533112,6.502561554,6.232069632,6.162578899,6.885935967,6.785368431,6.802419664,6.842279511,6.632360377,5.423193543
9249,"DHRS3",3.719200832,2.548213705,3.062696634,2.975200285,3.846586944,3.32909296,4.038810326,4.148020753,3.162712292,4.647048216,4.707022702,3.934625021
126755,"LRRC38",1.762537772,0.652664246,-0.196594289,-1.242184354,-0.166441733,-1.714237141,-1.142994106,-0.939902547,1.069351862,1.105742482,0.522633081,2.343655957
10630,"PDPN",6.81633728,6.217409262,5.81968095,5.864169889,5.664189698,5.597742508,6.145838166,6.295260282,6.34339057,6.883058646,6.715212357,6.856262546
7799,"PRDM2",5.628934725,5.816178684,5.400284451,5.307205674,5.595386944,5.630294767,5.811229055,5.946075123,5.557743813,5.710545211,5.764818095,4.998650278
23254,"KAZN",3.483839262,2.956834137,3.044888215,3.087708912,3.221157503,3.224432008,3.383185342,3.171377674,3.296865363,3.580015207,3.695040963,3.335299001
55092,"TMEM51",4.38368936,3.700301437,4.110454475,4.074326886,4.104116065,4.115485907,3.324085625,3.48997633,3.578588514,3.845950815,3.98945421,4.583134876
79180,"EFHD2",4.462461205,3.802844349,3.253098843,3.358309335,4.094650978,4.597842936,2.626707283,3.453792289,3.18265782,3.095106189,3.301512698,4.029519852
842,"CASP9",4.899223261,4.63646761,3.985322806,3.98029277,4.412921573,4.704530009,4.451567483,4.44079106,4.470517775,4.58870137,4.531916155,4.659948849
23341,"DNAJC16",5.58762847,5.991428539,5.882443111,6.021172667,5.635103639,5.488992056,6.141565569,5.959040937,6.270710556,6.270396627,6.136803659,5.267690312
84301,"DDI2",2.132307916,2.639721517,2.620941508,2.069132853,2.219822988,2.209366735,2.810177402,2.583585251,2.620617711,2.916869483,2.538031518,-0.124311901
6248,"RSC1A1",1.959237307,2.271340946,2.036135234,1.379543307,1.726339988,1.617076467,2.338966505,2.065365431,2.139079881,2.444064554,2.277505049,1.347469399
23207,"PLEKHM2",7.121872345,7.082154165,7.213098997,7.09708974,7.222407491,7.194560944,7.097035093,7.168784601,7.130351096,7.122294756,7.127511889,6.862440406
284723,"SLC25A34",0.585520506,1.144327693,1.140875097,1.597915184,0.885126138,0.443221834,1.136018236,0.863896973,1.305963645,0.672180472,-0.534828543,0.453591254
54751,"FBLIM1",7.753472727,7.245218817,7.786884496,7.681313955,7.688168964,7.695304308,6.987032404,6.846535439,7.401634872,7.179009964,7.291622529,7.928091205
440567,"UQCRHL",5.181262968,5.565068444,5.026680332,4.53753526,5.386312792,5.611148237,4.909130683,5.015199501,4.972462272,4.547173725,4.792761447,5.619008143
729614,"SPEN-AS1",3.375271487,3.58223977,3.602639896,3.20044046,3.885528947,3.707492898,3.842210644,3.88365621,3.826913147,3.503124169,3.229542026,3.934625021
23013,"SPEN",6.151117807,6.440574757,6.557679865,6.609298329,6.322015829,6.35458306,6.406622091,6.427079732,6.496648372,6.56239559,6.40892717,5.119874781
7709,"ZBTB17",4.701061093,5.079351028,5.028946847,5.147641512,4.958186927,5.1646686,4.749843487,4.975339961,5.064019449,4.661273536,4.773206672,4.715609699
27129,"HSPB7",11.00244343,11.14534447,10.28080476,9.742758796,10.73490269,11.18048497,10.55346292,10.82269741,10.44578225,10.37334995,10.57204217,10.7589385
1187,"CLCNKA",1.683794896,2.483816094,2.173596152,2.069132853,2.368606711,2.025797592,2.029363468,2.341031215,2.862377372,1.681341616,1.469528732,1.996773684
1188,"CLCNKB",3.400113541,2.624867626,2.747447676,2.660454534,3.140662353,3.224432008,2.947044273,3.519451543,2.545590003,2.699749612,2.538031518,3.142005128
348487,"FAM131C",1.091779918,1.54232221,1.036603811,0.893569974,1.543630508,1.59325615,1.425627455,1.131588817,1.231323205,0.881080015,0.855783879,1.241139985
1969,"EPHA2",8.066620058,8.171229759,9.230057221,9.19049027,8.665203834,8.23383155,8.180451753,7.842098409,8.929768291,8.663462926,8.44140447,8.102640875
128272,"ARHGEF19",0.13102796,0.530466547,0.03754051,0.718236391,1.089545445,1.519340404,0.584740564,1.069177064,0.139027886,1.14676246,1.353930656,0.500440339
79363,"CPLANE2",2.485607784,2.500186982,2.414538702,2.423748063,2.573283292,2.885083592,2.736545281,2.711682528,2.649569331,2.753853847,2.888937501,1.841675966
54455,"FBXO42",5.3357175,5.344822889,5.223564859,4.987673926,5.267088542,5.471132012,5.12071658,5.182998898,5.157688941,5.019769826,5.046541409,4.971887082
26099,"SZRD1",7.164181739,6.931104309,7.01810456,6.874692992,7.08456967,7.122019553,6.862762922,6.896254203,6.804030115,6.865503429,7.030839325,7.032471434
55707,"NECAP2",4.66308022,4.300237837,5.037977464,5.099250492,4.798289085,4.573700239,4.020313008,4.046391161,4.733101982,4.202734647,4.370257182,5.252374884
