"ENTREZID","SYMBOL","17.3_CX.5461_0.1_3","84.1_CX.5461_0.1_3","84.1_VEH_0.1_3","90.1_CX.5461_0.1_3","90.1_VEH_0.1_3","17.3_VEH_0.1_3","75.1_CX.5461_0.1_3","75.1_VEH_0.1_3","78.1_CX.5461_0.1_3","78.1_VEH_0.1_3","87.1_CX.5461_0.1_3","87.1_VEH_0.1_3"
653635,"WASH7P",3.499737351,3.688005815,3.615625542,4.348862585,4.005217358,3.629845121,3.953640007,3.999479866,3.425746907,3.53585907,3.683725311,3.788745072
729737,"LOC729737",4.01873929,3.558796069,3.28148334,3.259608361,3.075515152,3.861830757,3.958270195,3.921734864,4.160996924,4.101951225,3.739641035,3.487133313
102723897,"LOC102723897",3.581463588,3.551664126,3.289136601,4.073834357,3.745835807,3.534007553,3.832774941,3.970814204,3.519191732,3.4854732,3.695083174,3.788745072
100132287,"LOC100132287",3.229724983,3.032344458,2.856197729,2.468647945,2.275072095,3.224694609,2.93066304,2.936535673,3.346372918,3.081262752,2.559013723,2.15971007
102465432,NA,6.910838505,5.698762954,5.843189453,5.892567882,4.97561531,6.167149628,5.890536402,6.251708373,6.69625179,6.012195317,5.6948935,5.780592744
100133331,NA,3.044515034,3.241816076,2.866465503,2.609672615,2.275072095,3.102742261,2.986128002,2.97553509,3.247888904,3.365227296,2.958286158,2.624959934
100288069,"LOC100288069",-0.144977501,0.272573118,-0.571871964,-0.017389584,-0.231607659,0.396396443,1.067702618,0.446235783,0.624788654,0.533424576,-0.295497772,0.851404731
79854,"LINC00115",0.729322132,0.83921692,1.012522048,0.311087631,-0.231607659,0.266103434,0.676293112,0.603892262,0.532175581,0.261301857,0.162837125,-0.15623255
643837,"LINC01128",6.246434653,6.150933186,6.016863206,4.997041219,5.070711838,6.144921342,5.864873362,5.848858643,5.597699814,5.473792552,5.650368756,5.552195888
100130417,"LINC02593",1.47926142,1.670732942,1.218935019,0.6382337,-0.071878169,1.422310817,0.000506628,0.652835141,-0.459906243,-1.982129574,-0.388339216,0.015393123
148398,"SAMD11",1.596228122,2.119688118,2.296807841,0.450965301,0.764896884,1.733016669,0.070605945,0.137848305,0.021001235,-0.234060728,-0.126019483,0.493126554
26155,"NOC2L",6.463678219,6.667939445,6.611775014,6.836552991,6.816728127,6.584896059,6.368647907,6.211434572,6.493967454,6.549253485,6.564697579,6.665416029
339451,"KLHL17",4.511089257,4.625571186,3.984259585,4.3885548,4.186009504,4.424387822,3.689756459,3.331721099,3.875493475,4.072385618,3.723092687,3.794649732
57801,"HES4",5.830264703,6.209884128,6.194448883,6.830161045,6.671167931,6.124697121,5.417452395,5.834345547,5.799923574,6.015528238,5.955558181,6.113831932
9636,"ISG15",3.674854971,3.788500933,3.824908058,3.754128441,3.982645351,3.690373235,2.911690518,2.855224081,3.102476349,3.329966774,3.435489221,3.722146932
375790,"AGRN",9.737643238,10.17645597,9.861503081,10.1096884,9.97042211,9.773931493,9.65761393,9.544467476,10.13112262,10.13504911,9.595298831,9.890860794
54991,"C1orf159",3.747470478,3.853742239,3.633772304,3.990303727,3.772397438,3.75657478,3.352552619,3.361471518,3.747461291,3.682848171,3.683725311,3.606066449
51150,"SDF4",8.50734615,8.487383233,8.231408149,8.57459374,8.462461388,8.497123476,8.038548133,8.018366474,8.283805892,8.146384848,8.427981412,8.471601243
126792,"B3GALT6",6.130002975,6.106604945,5.931416044,6.311570714,6.426379888,6.313151099,6.03560851,6.09118295,6.317039584,6.320470173,6.238709138,6.409586926
388581,"C1QTNF12",-0.222124875,0.83921692,0.186771118,0.998927807,0.138773324,0.122864531,0.070605945,-0.006686777,0.151261425,0.430649644,-0.709195966,-1.171629481
118424,"UBE2J2",5.705624218,5.866213187,5.692630876,5.962910167,6.146704873,5.821590738,5.604815949,5.5860815,5.364116237,5.576653551,5.777352148,5.843180878
6339,"SCNN1D",3.027951661,2.775010292,2.738148722,2.668181643,2.289856559,3.003997473,2.181614082,2.121600098,2.663530609,2.440467708,2.224739665,2.379925829
116983,"ACAP3",6.828947649,6.657180962,6.526932709,6.659499562,6.438870236,6.731494571,6.118613094,6.130591934,6.185436962,6.300571697,6.197375244,6.021181531
126789,"PUSL1",3.069008908,3.408994227,3.258276906,3.471574096,3.462372278,3.242129858,3.188844052,3.013507951,2.866825531,3.038216319,2.49547363,2.890572714
54973,"INTS11",6.056370206,6.201934041,6.224695007,6.236219745,6.170866417,6.101003652,5.886898085,5.778927391,5.874906624,6.06032291,5.902655407,5.969918219
80772,"CPTP",4.611775564,5.010765697,4.928978153,5.455192921,5.497428985,4.919426263,4.635617106,4.671662268,4.715792202,4.813464562,4.686445976,5.025998197
83756,"TAS1R3",0.409492353,1.245007099,1.312029023,1.429337302,1.376661819,0.971069645,0.201345971,0.330665757,-0.367784237,0.200127115,-0.295497772,0.094111107
1855,"DVL1",5.695171801,6.146206083,5.983053257,6.478223406,6.408709714,5.883082262,5.665534373,5.696706754,5.866633359,5.942700341,5.93175167,6.086415499
54587,"MXRA8",4.373646801,4.523555753,4.266024124,5.327138138,5.236330288,4.119377901,4.268981779,4.12186158,4.694582189,4.602129774,4.847795504,5.318088959
54998,"AURKAIP1",5.886471359,5.947254417,5.942377828,6.199496881,6.12934227,6.002135619,5.858695236,5.812971499,5.359069879,5.647108296,5.955558181,5.903166287
81669,"CCNL2",8.054680986,7.782876977,7.691179144,7.665057159,7.313308196,7.632847236,7.380303074,7.274376503,7.448696082,7.396113176,7.104045319,7.425451632
148413,"MRPL20-AS1",3.690726075,3.882449328,3.698423237,3.949603446,3.819009758,3.75657478,3.689756459,3.683429139,3.903492807,3.905171343,3.739641035,3.869288949
55052,"MRPL20",5.660668777,5.607136376,5.688296319,5.672638602,5.695024832,5.615175644,5.568936753,5.753908448,5.314579182,5.499410205,5.587765553,5.606912678
64856,"VWA1",2.627293685,3.888122831,3.715563848,5.033663807,4.836529575,3.017560519,3.505902371,3.547679448,4.145449067,3.89555612,4.504752134,4.977506709
219293,"ATAD3C",-0.071746977,0.973364635,-0.185049458,0.9047363,0.764896884,0.695380414,0.534668404,1.031569457,0.980705187,0.9961884,0.346910569,0.493126554
83858,"ATAD3B",5.378219669,5.267377097,5.127731343,5.324866693,4.996044552,5.246136258,4.7548507,5.088939385,5.012141656,5.042012472,4.862980717,4.844365413
55210,"ATAD3A",5.71987375,5.613999936,5.550214982,5.772692911,5.665569107,5.664503707,5.410711485,5.387117977,5.362436078,5.556964712,5.687804387,5.613608636
339453,"TMEM240",1.090024476,2.157762781,1.916811968,2.366339616,2.482349616,1.648367583,1.40270234,1.746457151,1.708303962,1.802205205,1.316502327,1.498000475
29101,"SSU72",6.326498342,6.328339037,6.60412553,6.602506563,6.589124314,6.378991754,6.030121239,6.147767334,5.87372763,5.970443403,6.072302153,6.269274981
643988,"FNDC10",3.695977879,4.628963475,4.78484803,4.397228932,4.740241805,4.288344903,2.083305161,1.896248854,3.457572444,3.433263731,3.756001716,4.038074549
142678,"MIB2",6.562587428,7.01312987,6.835364981,7.155665071,7.117434537,6.748369941,6.549825169,6.584521421,6.478538784,6.608573714,6.23676748,6.541848885
8510,"MMP23B",5.488257853,5.106345554,5.090986984,5.247829239,5.230594547,5.627390271,5.240593225,5.436872242,5.630179496,5.526139578,3.625554729,4.091815708
984,"CDK11B",5.83741146,5.806048576,5.722613514,6.215525016,6.1527833,5.81092016,5.918129465,5.817003328,5.93605347,5.908449705,5.980139301,6.119723705
728661,"SLC35E2B",7.000584385,6.819630283,6.645704467,6.719523278,6.788376952,6.999258574,6.359925867,6.314846314,7.043674897,6.876982313,6.420759322,6.636940838
8511,"MMP23A",6.5654596,5.98215613,5.761645036,6.14388722,5.973232777,6.419145829,6.193177952,6.241744832,6.324825487,6.342753868,4.517603457,4.792196522
728642,"CDK11A",5.811031769,5.722774096,5.437655169,5.858424954,5.638390357,5.733931004,5.227227501,5.230684666,5.802404209,5.881913012,5.328092253,5.426638379
9906,"SLC35E2A",5.972298078,5.6545094,5.42207717,5.117416684,5.046975053,5.992724328,5.800579633,5.888990751,6.071793112,5.903661016,4.683597865,4.916538535
65220,"NADK",5.584843693,5.812029989,5.847083342,5.518181052,5.629700118,5.617404191,5.311065381,5.452507035,5.49409484,5.594592419,5.657643759,5.75659307
2782,"GNB1",8.14721209,8.340970283,8.551994584,8.514072451,8.635575611,8.272680813,8.11854734,8.067986162,7.958332042,8.108130406,8.249068717,8.286008658
105378949,"GNB1-DT",-0.580061604,-0.428438458,-0.024653425,0.311087631,0.263854013,-0.152868547,-0.732404913,-0.554878311,0.151261425,0.261301857,0.095862241,-0.25036332
5590,"PRKCZ",4.920749929,5.099025766,5.009941655,5.641947341,5.636945614,5.136974902,5.034605655,4.980480913,5.005697839,5.179102575,5.174273292,5.469716498
100506504,"PRKCZ-AS1",1.269826951,1.245007099,0.814624479,1.360037109,1.200082746,1.422310817,1.198694412,0.875365424,1.049147293,1.373979653,0.702490934,0.657671085
199990,"FAAP20",4.711088008,5.066870381,4.967645164,5.457268311,5.268408998,4.869815225,4.652857767,4.802137348,4.775089454,5.000005576,4.827296679,4.91111315
6497,"SKI",6.434126591,6.6261141,6.424678536,6.670275079,6.67187355,6.500481256,6.411484261,6.367110742,6.548183146,6.55537281,6.227997535,6.302807266
79906,"MORN1",2.375660589,2.521222653,2.084522742,2.136992152,2.318978583,2.21731242,2.066248761,1.746457151,2.333847937,2.115516852,1.968100744,2.15971007
100129534,"LOC100129534",-0.071746977,0.583537929,0.681389506,0.516126658,0.536018307,-0.036179576,-0.150819998,-0.254900143,-0.048822399,0.069398571,0.609515703,0.433825961
11079,"RER1",7.149177007,7.095130887,6.981868609,7.001362782,6.894962916,7.109839131,6.914509662,6.949633066,7.000577042,6.841115399,6.85595584,6.886100495
5192,"PEX10",3.674854971,3.707389629,3.984259585,4.132155687,4.367705138,3.707210588,3.755076309,3.724074404,3.695025534,3.459604628,3.875625669,3.841036683
55229,"PANK4",5.813449954,5.925349072,5.796966762,5.799115301,5.860146717,5.947384101,5.676815569,5.777548774,5.606243523,5.594592419,5.635707761,5.644996801
127281,"PRXL2B",3.747470478,4.353533614,4.42382975,4.965309794,4.886019521,4.048475967,4.407472716,4.365221178,4.509610971,4.569243804,4.55236547,4.548412559
440556,"PRDM16-DT",2.869646084,3.871034947,3.749245967,3.504060532,3.296587265,3.524539173,3.944334809,3.965980725,4.15712564,4.252663286,2.559013723,3.007040388
63976,"PRDM16",3.896331403,5.211906468,4.979519114,5.090927173,5.211309025,4.503630357,5.598897706,5.739819241,5.740365903,5.881913012,3.976809276,4.152850149
27237,"ARHGEF16",3.587127777,2.969511609,3.030686437,3.70606714,3.367993165,3.51021906,3.165008444,3.068656551,2.949726903,3.123061912,1.830680931,2.364129498
1953,"MEGF6",6.036842153,6.805458948,6.350724019,6.495493561,6.305182357,6.011485914,6.055191655,6.100034004,6.869495353,6.856684739,5.762583303,6.431542809
127262,"TPRG1L",5.825480453,5.78947066,5.824877703,5.423698384,5.594406041,5.840791873,5.455613046,5.547776762,5.181788969,5.42115082,5.264711521,5.600185497
49856,"WRAP73",3.945666022,3.991885179,3.850996561,3.870828897,3.839252569,4.004880687,3.132602402,3.147617524,3.595553184,3.548185304,3.508119656,3.907935084
57212,"GFOD3P",5.165650392,5.380376293,5.246486863,5.27396814,5.064276804,5.068583453,5.259474842,5.254664195,4.905418666,5.080711,4.739518434,4.998123177
148870,"CCDC27",0.357413175,1.443006247,1.281660289,1.249414963,1.533966161,0.854989715,0.484192511,-0.167330801,0.326945717,0.482952104,-0.59413071,0.433825961
388588,"SMIM1",1.024740349,0.885332757,1.153358137,1.043813523,1.200082746,0.942913477,1.134684705,1.068113889,0.833235417,1.258702574,0.403395046,1.174855442
57470,"LRRC47",6.491126931,6.676160951,6.679582344,6.780468252,6.75280319,6.54798675,6.49909185,6.414890051,6.374851483,6.511982235,6.404419073,6.573961557
9731,"CEP104",5.343502257,5.22989018,5.27181478,5.098925221,5.163943943,5.274656254,5.075668689,4.860599238,5.012141656,5.000005576,5.216264779,5.39005556
1677,"DFFB",2.252751434,2.138851051,1.609666503,1.813219793,1.45745689,1.797332392,1.289679801,0.955580481,1.575377428,1.506219246,1.316502327,1.438904034
339448,"C1orf174",4.188568835,4.007607428,3.998334418,3.852022652,3.713302546,3.913527172,3.57987614,3.514960897,3.457572444,3.433263731,3.66651908,3.746721613
261734,"NPHP4",2.803065153,3.205923347,2.760343156,2.965112415,2.83463531,2.883253281,2.480922566,2.375973637,2.778868417,2.841929615,3.293268009,2.727292656
8514,"KCNAB2",0.729322132,1.589489045,1.454965184,0.803962942,1.376661819,1.202433745,1.347297578,1.501260906,1.082188043,0.959742543,1.161373532,1.022175829
6146,"RPL22",6.88864893,6.713387866,7.058876351,6.936638958,6.891332097,6.660326798,6.575668558,6.738416934,6.21553013,6.529184498,6.504643926,6.650027844
102724450,"RNF207-AS1",-0.071746977,0.583537929,-0.272471547,-0.112688652,0.263854013,-0.347766727,0.961010954,1.418767217,0.433206935,1.197415139,0.872192286,1.138173475
388591,"RNF207",8.148170341,7.91969557,7.60488936,7.465575028,7.164321061,7.88696176,7.808853523,7.840980366,7.58280657,7.66587375,7.089594403,7.316296445
23463,"ICMT",7.398650054,7.252960534,7.368439188,7.054423288,7.065218092,7.318386297,7.289982406,7.26506079,7.059834366,6.996490308,7.177245667,7.128030226
387509,"GPR153",3.286529951,3.970652051,4.026078725,3.864587348,4.027441643,3.664742925,3.567807588,3.791193819,3.457572444,3.139448277,3.208625805,3.292227797
11332,"ACOT7",5.152339636,5.202829842,5.260180199,5.213861588,5.355313785,5.105567736,4.899092381,4.582896342,4.530709284,4.813464562,5.162047762,5.148633262
83715,"ESPN",-0.922318786,0.047712644,0.049317984,1.087344772,1.231054569,-0.941776989,-1.312315816,-1.936960826,-1.353043749,-0.321066037,-0.295497772,0.30736987
8718,"TNFRSF25",3.954457476,4.078794062,3.787572967,4.303440235,3.973516728,3.764640393,3.140772409,3.19795507,3.339557003,3.665980056,3.739641035,3.869288949
57449,"PLEKHG5",5.964703244,6.346997694,6.011090144,6.591210772,6.468413122,5.791314569,6.027920473,5.796730552,6.209935267,6.312363032,6.010004011,6.205329289
79707,"NOL9",5.18071381,5.25205909,5.044265497,5.153703415,5.044797671,5.09441168,5.148381217,4.865798333,4.959766787,5.072200589,5.044871963,5.082597948
3104,"ZBTB48",4.221718343,4.179392125,4.12347319,4.284863156,3.950439221,3.823736647,3.585872767,3.671602732,4.085605103,4.002441446,3.819649888,3.945572937
9903,"KLHL21",7.430505909,7.557104402,7.332318578,7.428502411,7.484936513,7.614277124,7.49826354,7.609538887,7.677399557,7.761277213,7.275091507,7.185898584
148479,"PHF13",5.001440923,5.370277402,5.315564539,5.21631455,5.242043316,5.135420677,6.092525465,6.044948885,5.565932748,5.626911987,5.237782036,5.043460467
90326,"THAP3",3.286529951,3.493302632,3.218750207,2.953396849,3.158412082,3.451473408,2.823084206,2.460879238,2.573449714,2.694465927,2.910365919,3.095799897
55735,"DNAJC11",5.76554833,5.89185451,5.919137794,6.045238897,6.073830342,5.870991846,5.831192705,5.763689658,5.519948482,5.638487332,5.713163807,5.789490681
23261,"CAMTA1",5.032909772,5.005555401,5.385060709,5.299641868,5.314324497,5.138527455,5.172490826,5.421066152,4.592213798,4.813464562,5.218234208,5.050880076
9341,"VAMP3",6.135811694,6.130735144,6.515560103,6.301209327,6.34819536,6.095418733,6.108234582,6.298598284,5.888979909,6.030980865,6.197375244,6.444745482
8863,"PER3",2.723008811,4.452580683,4.491732586,3.527954127,3.395594477,3.421178496,3.227715298,3.139054491,2.464894413,2.694465927,2.830220464,3.05702376
3604,"TNFRSF9",2.439674262,3.782420961,3.681076528,4.121725671,3.926986554,2.66793159,2.331897968,2.068475686,3.412817477,3.00282981,4.455513625,4.317744422
11315,"PARK7",7.170084585,6.940590164,7.097527096,7.056478269,7.029877243,7.093522662,6.962543705,7.119219339,6.508473423,6.771198318,7.243530267,7.068352763
54206,"ERRFI1",6.162614036,6.40057601,6.149959488,7.195993825,7.304234848,6.173979,6.03560851,5.584505611,6.057326423,6.164077535,6.802481847,6.822498991
50651,"SLC45A1",0.729322132,2.080581314,1.955802049,1.705594629,1.845510799,1.46253315,0.885231244,0.446235783,1.015332067,0.844532023,1.949252732,2.084583963
473,"RERE",7.188366344,7.453773032,7.347517065,7.475848321,7.606544479,7.470364025,7.377280894,7.246745195,7.433573213,7.432723364,7.21521293,7.12393221
2023,"ENO1",9.10672426,10.7002053,10.79838198,11.01583932,11.00309865,9.782769909,9.649763521,9.45964907,9.079335288,9.327905809,9.76589673,10.6030384
80045,"GPR157",1.550572991,1.9564675,1.856276937,1.888977025,1.960860723,2.107447261,1.823944766,1.604391364,2.387703164,2.272338094,1.508983015,0.757787431
9563,"H6PD",6.660531134,6.732435856,6.419457704,6.522504665,6.374441494,6.640740486,6.959082737,6.861289303,6.890049706,6.7291865,6.648146427,6.6885913
80176,"SPSB1",2.841486794,3.082692476,2.704203437,2.668181643,2.730109087,3.451473408,3.004152375,2.875985637,2.976334844,3.089720029,2.5084075,3.007040388
84275,"SLC25A33",2.69180406,2.47673124,3.186330129,2.624523827,2.783318634,2.34113731,2.531511011,2.554005868,1.995245402,2.148274505,2.344977841,2.584633009
199953,"TMEM201",5.389608934,5.591572926,5.471682264,5.877148464,5.906450171,5.482096947,5.200118741,5.248706575,5.348923899,5.16716439,5.157949454,5.120701688
5293,"PIK3CD",3.170591363,3.794555389,3.782159627,3.747359792,3.912729745,3.358610699,2.96787559,2.965883625,3.318913892,3.301124418,2.89074308,3.373376067
22883,"CLSTN1",8.316812075,8.47706782,8.253581123,8.159288875,8.031779702,8.331215738,8.137043404,8.019533236,8.336747447,8.250943864,8.046725911,8.200751857
56998,"CTNNBIP1",4.818520963,4.742931634,5.005302817,5.085570402,5.234420907,4.816498754,5.060675838,5.410431727,4.961987459,5.120463709,5.31894439,5.198477571
84328,"LZIC",4.418814861,4.652488747,4.876602145,4.765414995,4.893298735,4.409032797,4.204188001,4.177277984,3.91270645,4.106125853,4.184472756,4.215814381
64802,"NMNAT1",4.749479905,4.916752235,4.876602145,4.881241582,4.795677743,4.682432435,4.649998593,4.662728773,4.836893449,4.748183352,4.882982191,4.919243597
10277,"UBE4B",6.732575921,6.635420277,6.670821045,6.628524474,6.674692577,6.682314288,6.739294966,6.706172272,6.70091281,6.681724846,6.300431232,6.388268289
23095,"KIF1B",7.939846779,7.87967457,7.8089871,7.872905375,7.99475396,8.146808308,7.983112872,7.945655109,8.131338334,8.122627148,7.71764878,7.716528741
5226,"PGD",6.998991833,7.123666532,7.295745306,7.441140878,7.380893415,6.954126477,7.126818895,7.056942583,7.035263166,7.055966634,7.093354858,6.962835058
378708,"CENPS",0.809038389,0.340359687,0.534586437,-0.443408785,-0.510220114,-0.279832814,0.805249345,0.746004861,0.579225146,0.319987775,0.789835377,0.550085585
1676,"DFFA",4.964926193,5.008162901,5.266009218,5.36962971,5.497428985,5.136974902,5.030214453,5.100011883,5.068876349,5.340174766,5.210340307,5.118349462
5195,"PEX14",4.622847616,5.021130176,4.575482498,5.221207998,5.157912454,4.83385201,4.768096619,4.656742229,4.734098569,4.863642751,4.934203643,4.998123177
54897,"CASZ1",7.197652503,7.569074149,7.12931877,7.428502411,7.526101688,7.480193484,7.475834154,7.523334083,7.741174868,7.818368605,7.326662557,7.154674279
148345,"C1orf127",0.809038389,-0.124375372,0.119680918,-0.443408785,-0.149533465,0.354259483,0.070605945,0.330665757,-0.459906243,-0.512600567,-0.971159821,-0.576384123
23435,"TARDBP",7.36195078,7.107342768,7.117008589,7.052365376,6.930777226,7.143089268,7.311402749,7.194498798,7.083484235,7.015480124,7.238202275,7.04624989
10747,"MASP2",1.917234811,2.100267219,2.266113554,2.197836635,1.404099344,1.422310817,1.605217023,1.527742863,1.94224206,1.627348801,1.559569404,1.662020437
6723,"SRM",5.453020027,5.380376293,5.722613514,5.817003995,6.013872132,5.539633045,4.985551266,5.075539228,4.832045402,5.214335609,5.194421734,5.370422263
5394,"EXOSC10",6.256244666,6.353164003,6.317429743,6.367816939,6.441355382,6.209127555,6.258457038,6.133827936,6.202441539,6.157052647,6.332603886,6.369599766
2475,"MTOR",7.158718029,7.24524494,7.145746283,7.124661015,7.204376757,7.281621036,7.254187277,7.191396204,7.281399683,7.239133381,7.135128361,7.233406613
29914,"UBIAD1",5.026670676,5.238798664,5.269882187,5.257389179,5.268408998,5.018872747,4.930063694,4.85538134,4.860892282,4.931083433,4.55236547,4.830062265
26232,"FBXO2",3.207832927,3.745393016,3.850996561,4.525407987,4.47185964,3.571271637,3.013080812,3.022847028,3.651660008,3.933638391,3.895453795,4.280359486
93611,"FBXO44",5.348513331,5.324982746,5.361660501,5.604983661,5.542880216,5.294290009,4.908693025,4.96117971,5.210090369,5.297003293,4.857936717,5.173770668
26270,"FBXO6",1.32510413,2.060623069,1.793090203,1.705594629,1.825356224,1.422310817,1.289679801,1.446792507,1.17699908,1.346012371,1.534497917,1.761845602
10459,"MAD2L2",3.909954474,4.264733934,4.374321583,4.635810788,4.556825833,3.970425862,4.069443684,4.185617768,3.788079527,3.966155213,4.151872208,4.018025095
57085,"AGTRAP",3.941250123,4.141891461,4.169810864,4.533299259,4.455560873,4.122519381,3.827723213,3.965980725,4.290335384,4.167337632,3.766806661,3.678107495
4524,"MTHFR",6.477467854,6.743432139,6.586376256,6.304671398,6.289635753,6.717019633,6.592891979,6.682059571,6.346235095,6.436079587,5.706164121,5.879748349
1185,"CLCN6",6.117336605,6.153290942,5.784837627,6.069862503,5.957114175,6.11605463,5.904998607,5.823698105,6.18067768,6.073174685,5.718739206,5.601870235
4878,"NPPA",13.25616807,13.01985242,12.89177196,12.50368183,12.39845837,13.18821476,11.89717649,11.95539097,11.65191073,11.67221628,12.37210144,12.79477496
4879,"NPPB",10.57238872,11.33343607,11.08160168,11.27648348,11.25371986,10.75540326,10.07416119,10.27200061,10.22541422,10.5398664,11.29995517,10.98698934
90231,"KIAA2013",6.685828149,6.896234155,6.781445033,7.057846632,7.07538707,6.774567217,6.664766321,6.727748589,6.850443042,6.858541818,6.741482042,6.877780559
5351,"PLOD1",8.69984641,9.072985139,8.905968263,9.131673753,8.99840358,8.760366109,8.437365178,8.236752229,8.877090795,8.882733441,9.143685201,9.220374288
9927,"MFN2",8.783168746,8.993466551,9.075011432,9.010590348,9.044764963,8.978254517,8.932525903,8.916361456,8.89434398,9.02332946,9.117016392,9.012527216
60672,"MIIP",4.027097797,4.530827658,4.444538266,5.125269613,4.97561531,4.195932921,4.124036537,4.036835705,4.560324356,4.737458674,4.938988351,4.613327921
55187,"VPS13D",6.447421936,6.453192745,6.221698771,5.836269238,6.12934227,6.640192608,6.453085313,6.470553133,6.611086634,6.524513277,6.285481323,6.409586926
9249,"DHRS3",2.86032059,3.500728243,3.488437838,3.171339075,3.361009531,3.037668964,4.047883798,3.941567402,4.399227078,4.267649085,2.788413834,3.381245393
126755,"LRRC38",0.644942197,-0.428438458,-0.687278136,-1.050588693,-1.142952187,0.695380414,-3.267630178,-1.67295843,0.087600972,-0.074366966,1.584212625,1.662020437
10630,"PDPN",6.657842303,5.963467881,6.078887412,5.886419877,5.822511766,6.512505083,6.25375643,6.301478913,6.88303544,6.649193492,6.8090305,6.867312709
7799,"PRDM2",5.953783652,6.020114099,6.008774436,5.834673591,5.799450348,5.838883219,5.878372823,5.781680679,6.030068675,5.94619754,5.650368756,5.7120492
23254,"KAZN",3.413101974,3.44022484,2.965313682,3.130305226,3.259513708,3.293205918,3.573854484,3.419192805,3.67891583,3.721456661,3.084567279,3.133561047
55092,"TMEM51",3.132362918,3.739128232,3.447987248,3.726861195,3.740464289,3.61207447,3.220024384,2.896452651,3.767913352,3.631640368,3.803999154,3.95614869
79180,"EFHD2",2.822403875,3.628240974,3.527785131,4.427184158,4.166114485,3.183173746,3.42123763,3.278134356,2.83809823,3.433263731,3.394275333,4.120306629
842,"CASP9",4.337138149,4.202344495,4.246501971,4.132155687,4.018592969,4.361962106,4.283813588,4.368887682,4.300900342,4.289839897,3.967472762,4.228956486
23341,"DNAJC16",6.281792155,5.905905201,5.654624849,5.561270584,5.379705325,6.107360055,5.810856336,5.655271812,6.234943029,5.952007432,5.703354709,5.730648239
84301,"DDI2",2.280983743,2.56438294,2.427381849,2.256218558,2.183034899,2.55155149,2.531511011,2.460879238,2.361026835,2.55483896,1.632271099,2.045501057
6248,"RSC1A1",1.725116323,2.231024022,2.048902213,1.429337302,2.229787315,2.404451024,2.083305161,1.896248854,2.095745232,2.064942083,1.809935716,1.877634514
23207,"PLEKHM2",6.864364503,7.065393595,6.845132723,7.163313084,7.219899757,7.034708026,7.115463442,7.126818259,7.010266221,7.111012017,6.974881024,7.02254577
284723,"SLC25A34",1.640482672,1.64415677,1.609666503,1.395103272,0.584791189,1.46253315,0.137456443,0.269212753,0.381054434,0.6750403,0.950100619,1.210627814
54751,"FBLIM1",6.925444189,7.300004048,7.288127116,7.601735565,7.637578578,7.120876978,6.878931687,6.774801438,7.213124191,7.274802645,7.638602596,7.559368654
440567,"UQCRHL",5.313064701,5.200551734,5.2814391,5.506202514,5.699184125,5.122926226,4.869901055,5.166827238,4.172548834,4.590257792,4.766686348,4.943363581
729614,"SPEN-AS1",3.592769814,3.876753426,3.866426179,3.870828897,3.874008095,3.500592736,3.862719378,3.946483229,3.53120595,3.385977226,3.619606559,3.940255846
23013,"SPEN",6.45208531,6.764405449,6.43506386,6.553876421,6.641936351,6.567135997,6.546754109,6.442990029,6.650171963,6.563744724,6.128883809,6.119723705
7709,"ZBTB17",5.20301808,4.894375177,4.984241464,5.133080028,5.133531135,5.217041072,4.872356352,4.894063194,4.777613122,4.821103455,4.763992463,4.798087101
27129,"HSPB7",10.29882359,10.47215618,10.64346178,10.8542982,11.01026519,10.82370454,10.89591534,10.998317,10.19859232,10.58089265,10.17240886,10.40859588
1187,"CLCNKA",2.252751434,1.9564675,1.704291444,2.007017812,1.698131804,2.132594955,1.977804146,2.30119032,1.729314653,1.86267339,1.98670569,1.58234013
1188,"CLCNKB",2.69180406,2.799301356,2.692708502,3.29716988,3.303889009,2.465102591,3.394154749,3.55413505,3.157769071,2.938734773,3.71753412,3.39685643
348487,"FAM131C",0.729322132,1.015444868,1.153358137,1.32409735,1.698131804,0.971069645,0.676293112,1.501260906,0.326945717,0.719316265,0.911672288,0.939315568
1969,"EPHA2",8.692311202,8.71531191,8.37699144,8.749061833,8.545658773,8.522762758,8.544782436,8.501375107,8.809795638,8.621707801,8.564091031,8.32529037
128272,"ARHGEF19",-0.144977501,0.973364635,0.427701691,1.429337302,1.45745689,0.626240591,0.534668404,0.790426396,0.908853745,1.133408184,-0.709195966,0.939315568
79363,"CPLANE2",1.880803466,2.194858385,1.916811968,2.435344837,2.640668297,2.319399852,2.441782002,2.331570383,2.095745232,2.453632671,1.98670569,2.411008901
54455,"FBXO42",5.117537174,5.374325446,5.345235113,5.252617127,5.205472735,5.221442933,4.974166029,4.95631379,4.848942767,4.813464562,5.002075237,4.946018855
26099,"SZRD1",6.762920222,7.009880975,7.13835056,7.177230002,7.232390357,6.950153616,6.959660142,6.965460393,6.737668584,6.956588439,6.971965952,6.9907507
55707,"NECAP2",4.85419156,4.819155531,4.765775574,4.865699976,4.859010371,4.645783236,4.12815165,3.970814204,4.434837715,4.442911819,4.714622049,4.728848329
114819,"CROCCP3",3.341182741,3.241816076,2.704203437,2.594666932,2.456373757,3.010794935,2.592349714,2.331570383,3.28383843,3.163684049,2.429005615,2.265537353
55672,"NBPF1",4.870540746,4.842720512,4.527760266,4.533299259,4.422400312,4.816498754,4.192445495,4.16888971,4.399227078,4.550984938,4.583256521,4.509450208
