,CX.5461_0.1_3,CX.5461_0.1_24,CX.5461_0.1_48,CX.5461_0.5_3,CX.5461_0.5_24,CX.5461_0.5_48,DOX_0.1_3,DOX_0.1_24,DOX_0.1_48,DOX_0.5_3,DOX_0.5_24,DOX_0.5_48
85464,0.048756373,0.128643496,0.07744041,-0.042208351,0.025736601,0.254882851,-0.217283465,0.131546535,0.204825196,-0.538542546,-0.949082299,-0.893433854
374786,0.059764132,0.530517329,0.280908989,0.585949804,0.874982878,0.513084198,0.017131585,1.762129706,1.179790861,0.057361006,3.151413506,2.135457138
84081,0.080074855,-0.059237404,0.068362004,-0.02766774,0.128142847,0.009076859,-0.117526097,-0.160377284,0.00897647,-0.240543064,-1.087165143,-0.4723548
6532,0.34592603,-0.160109036,0.052064135,0.026767449,0.182797294,-0.071896303,0.273067648,-0.514753271,-0.804966317,0.059304073,-0.707128407,-1.815428393
642,0.029573686,-0.099640405,-0.029484442,0.14162746,0.028103831,-0.007844918,0.038647532,-0.201099699,-0.096812037,0.027534082,-0.397289101,-0.625010819
1362,0.099729006,0.099464967,-0.007725705,0.114050986,0.085717126,0.194471964,0.113270501,0.121760931,-0.053659314,0.117899317,0.530076881,-0.03834319
9527,0.040010323,0.063519419,0.056666412,0.1065014,-0.026243942,0.085545094,-0.027111723,0.049195253,0.134269978,-0.083537323,-0.231159304,0.039587466
147172,-0.01276228,-0.059913296,-0.123699099,-0.119098577,-0.098865067,-0.132380864,-0.202035389,-0.138522075,-0.14348041,-0.28587223,-0.246349573,-0.615185919
440423,0.276074016,0.044161535,-0.138729382,-0.019492275,0.057082269,-0.041474537,0.063069095,-0.036365792,-0.144423713,-0.286359392,0.171157635,0.208662176
51379,-0.068867863,-0.098845517,-0.040004632,-0.041681028,-0.072442595,-0.126918451,-0.242415219,-0.412067321,-0.074260147,-0.213600103,-1.077886232,-0.35060744
79915,0.171282023,-0.544751939,-0.862886522,-0.122135572,-0.915970836,-1.095909285,-0.11708293,-0.940970981,-1.160543405,-0.049634663,0.396700925,-0.145237854
79736,0.024496885,0.030337034,0.031515128,0.059549872,0.281827256,-0.01671606,0.045916408,0.163204661,0.071425885,-0.193467371,-0.156283527,-0.130558635
4763,-0.021817253,0.046531506,-0.014015423,-0.092189489,-0.102624122,0.115201661,-0.135185691,-0.185984189,-0.153708284,-0.282795256,-0.737619371,-0.744801233
84440,-0.190416079,-0.183600606,-0.127853037,-0.193089284,0.020968727,-0.006079285,-0.110487064,1.035310001,0.585218299,-0.103776768,2.777547165,2.904898295
55352,-0.071674112,-0.187840705,-0.186916822,-0.051211722,-0.097127607,-0.207735156,0.005082809,0.089374088,0.01306184,0.142585723,1.036897495,1.256175566
55813,0.067192401,0.059102272,0.005971038,0.025195432,0.079909496,0.06508662,0.058687979,0.073989187,-0.011475107,0.058435508,-0.420772467,-0.203187591
23512,-0.026133839,-0.057485165,-0.235808987,0.02611392,-0.142775971,-0.135954722,-0.109792379,-0.011085475,-0.147080481,-0.109352164,0.189776192,0.040456212
114659,0.072540468,-0.152380465,0.269714324,-0.128559905,0.081994441,0.042718892,-0.250379437,-0.107272581,0.265881481,-0.363322199,0.272711442,0.572037062
105371730,-0.031061921,0.082290923,0.300058528,-0.096114526,0.37285718,0.308431671,0.013585894,1.170370647,1.043198231,0.666148997,2.703994741,2.028084239
55288,0.024665392,-0.011085748,-0.065586415,0.007289851,-0.11898851,-0.037332175,-0.067192051,-0.323842576,-0.137050409,-0.008810144,-0.911351818,-0.849644966
64149,-0.047378246,-0.010095371,-0.057049969,-0.17905361,-0.065115004,-0.193121996,-0.193149364,-0.612793082,-0.269275753,-0.334785746,-1.868279733,-1.317677043
7756,0.035281314,-0.002013181,-0.037803891,0.076375687,0.081186594,-0.043942291,-0.01128012,-0.172586866,-0.178814429,-0.090886106,-0.296570063,-0.0619442
5717,-0.031758946,-0.02075439,-0.046861092,0.052170733,0.020097219,-0.018692464,0.019627103,-0.05005288,-0.014684375,-0.043610116,-0.46957784,-0.314201824
8851,-0.080198476,-0.054243436,-0.130688423,0.054266131,-0.07609565,-0.118093406,0.134412453,0.289251013,0.324362423,0.158322962,1.376992177,1.603368371
4642,-0.046798007,0.022763541,0.066493056,-0.000195506,0.006858292,0.292160846,0.048371349,0.027767094,0.313496696,-0.050570428,-0.097204378,-0.146858743
26022,0.041500348,-0.072515275,-0.100656176,0.078734881,0.07722912,-0.117601526,0.070378436,-0.500263442,-0.364615799,0.051342364,-0.34166894,-0.694630666
40,-0.175673172,-0.206117387,-0.130267015,-0.274822292,0.157148857,-0.016463274,-0.026737299,-0.288790571,-0.298389226,-0.537054055,1.199963878,1.110099248
6347,0.189079465,0.292172984,0.096134071,0.003335462,0.597233579,0.336138431,0.208730642,0.228890431,-0.346613206,-0.617129473,-1.579342218,-1.806986455
10693,-0.136956009,-0.040077605,-0.057842941,-0.167879971,0.092503313,-0.409988484,-0.331465869,0.14087413,-0.142795818,-0.070565166,0.700713153,0.253098825
91603,0.038779273,-0.010074945,-0.109754996,0.085832844,0.010013793,0.043840031,-0.011524797,0.092016728,-0.088546346,0.086764456,0.230158049,0.592840265
3980,-0.01724918,0.056382817,0.026627075,-0.031518729,-0.044436204,0.066438127,-0.033842855,-0.14532854,0.081368912,-0.002977674,-0.771561948,-0.480744767
117584,-0.040600348,-0.324788792,0.195899651,0.059867203,-0.518678919,0.232761331,-0.411781933,-0.395518064,-0.134026904,-0.007229908,-0.296717022,-0.184176944
5892,0.038218109,-0.209559188,-0.173274277,-0.039305146,-0.168531588,-0.294161584,-0.007988387,-0.704744794,-0.363435092,-0.172060079,-1.980389175,-1.095313975
54475,0.140816804,-0.17563928,-0.136027526,-0.021356552,-0.121604887,-0.077940288,0.105119429,-0.779502554,-0.355098096,-0.202983016,-2.222062747,-1.024182605
146862,0.101963263,0.11647827,0.148087734,0.079299262,0.093584997,0.160725688,-0.007093963,-0.516240231,-0.283374662,0.113328579,-1.37166519,-2.727829527
105371932,-0.276528242,0.21690306,0.262557128,-0.325121539,0.166701191,0.290393303,-0.168086292,0.176914214,0.28887812,0.034203068,0.721434877,0.602622812
162394,0.071301493,0.126905503,0.137770469,0.209894175,0.172044389,0.540742423,0.011018596,0.954544915,0.677013689,0.089666367,1.728908903,1.547179318
55106,0.15642506,-0.038574694,-0.382922436,-0.048633933,0.184873896,-0.04416319,0.139073328,0.161249251,-0.134207912,-0.274251698,0.564325605,0.325097925
146857,0.191807947,-0.656448068,-0.809190113,-0.019252831,-0.940950395,-1.083421384,-0.056046046,-0.122776012,-0.328440353,0.007393516,-0.093877217,-0.455257679
5193,0.095081238,-0.060100911,0.008914226,-0.179988142,-0.148544516,-0.154262221,-0.269190864,-0.220860541,-0.167011118,-1.051664325,-0.87160866,-0.520494958
163,-0.045687898,0.068612795,0.014352491,0.030099749,-0.045294599,0.106453707,-0.013896945,0.219518985,0.136828664,0.100103686,0.299461028,-0.119109106
91608,-0.117498033,0.009083261,0.214480477,0.034977814,0.11710767,0.277834117,-0.127016316,-0.322940077,-0.108534611,0.05380377,-0.56034,-1.141474457
8148,0.16282228,-0.012954765,0.038033883,0.09615304,-0.064698618,-0.028752417,0.009578319,-0.119606609,-0.053797348,0.115060337,-0.088612361,-0.371814598
414062,-0.011572594,-0.259700127,-0.162484939,0.122789681,0.666040362,-0.099961738,-0.048963881,0.810530338,1.573038783,0.040069432,1.317947066,1.993396533
102724862,0.30126875,0.118834757,0.177302014,-0.190324037,0.278867472,-0.08040151,-0.060863177,0.305654161,0.241188746,0.120350354,0.537737647,0.004350009
101060321,0.185649561,-0.14947045,0.631614342,-0.043030887,0.142429032,0.114827232,-0.018560528,0.182967232,0.386584025,-0.085012889,0.72748782,0.212989515
9326,-0.053777274,-0.091078534,-0.133711455,-0.121236406,0.033935395,-0.207766709,-0.038755322,-0.290322183,-0.374474747,-0.024517722,-0.284174652,-0.043092949
80179,0.037114296,-0.076248121,-0.103954903,-0.053570229,-0.327896865,-0.320119131,0.053660388,-0.067091484,-0.122249753,0.143784875,0.235589453,0.22286206
284098,0.003328633,0.030673703,-0.128918533,0.002619086,-0.09154587,-0.129143706,0.031073289,0.241126061,0.193350116,0.602682423,1.351921047,1.613964563
79893,0.083761384,0.049358635,-0.002736086,0.128972305,-0.005712659,0.01793861,0.000800291,-0.027501063,-0.039036889,-0.093415217,-0.629136163,-0.368798038
79154,0.038577595,-0.071598506,0.005311765,-0.062641409,-0.134501583,-0.153011517,0.112338451,0.345070356,0.270880144,0.468432481,1.776835629,1.374088471
79922,-0.202293276,-0.045120046,0.129152747,0.133901231,-0.023969588,0.190167626,-0.075641887,0.086008202,0.209148936,0.11589627,0.276282616,1.24187039
3975,-0.06174945,0.30682176,0.127990422,0.030256157,0.17739017,0.281601765,-0.035782713,1.464841351,1.544236815,-0.202247347,2.250103642,3.440527001
26574,-0.030691647,-0.006777887,0.028188551,-0.014987327,-0.047176273,0.003764665,-0.015312123,0.119414197,0.167221936,-0.001941458,0.329306897,0.720443246
31,-0.073335511,-0.076216782,-0.093966941,-0.004996199,-0.165456898,-0.01839279,-0.051594785,-0.461474845,-0.479937039,-0.104343709,-0.130304006,-0.478742175
6871,0.045031334,0.054591884,0.023437543,0.042527306,-0.042787774,0.018084678,-0.133949411,-0.063064061,-0.110900529,-0.087633617,-0.220320494,-0.001207793
11072,0.033767095,-0.001886862,-0.055795471,0.013843926,0.175782414,-0.009572464,0.045896113,0.305339953,0.164565594,-0.190488638,0.377993996,0.501492164
11276,0.077745562,0.051881419,0.028114777,0.038676377,-0.025368164,0.166876503,-0.008680082,0.206747591,0.216480999,-0.146145725,0.524744573,0.803210241
11056,0.090333046,0.05047067,0.027048599,0.097140549,0.083655323,0.098806275,0.010245867,-0.031013529,0.003307446,-0.003445179,-0.45908434,-0.316650706
101060351,0.440027175,0.207186508,0.600800801,0.010791634,0.369492374,-0.015708754,0.070509284,0.194113394,0.221328839,0.150381822,1.048143822,0.425388285
101060376,0.16503627,0.216832228,0.292566365,-0.048541555,0.098150785,-0.076158379,-0.007010822,0.428431218,0.122159804,0.000788134,0.362521434,-0.026647196
101060389,0.301909274,0.294981454,0.409356421,-0.038801771,0.150430576,0.190305708,0.030089185,0.389747511,0.120434874,-0.134747922,0.583838199,0.089815326
414060,0.180059948,0.369217456,0.218194879,-0.015308329,0.015364731,-0.162501848,-0.066029096,0.359109402,0.223331134,-0.176879516,0.447178971,0.039457392
101929950,0.137567832,0.141701261,0.126731109,0.123967211,-0.210068798,-0.013382326,-0.005240554,0.18906857,-0.006599243,0.073177736,0.362817118,-0.121056189
102723859,0.095524097,0.134717201,0.169290989,-0.022803293,0.000375004,0.113256622,-0.066641751,0.228717953,0.033037273,-0.022896179,0.550509068,-0.011371215
729873,0.36838067,0.242964825,0.259432731,-0.181834673,-0.08526419,-0.347352021,-0.329881998,0.452686841,0.420079877,-0.256367138,0.658476707,0.072000767
440434,-0.016977075,0.019323438,0.070246198,0.052150229,-0.245984724,0.202672907,-0.100793788,0.010325448,-0.085299898,-0.090189081,0.356425033,0.068536567
84311,-0.095713416,0.063596773,0.057718103,0.051181717,0.182051573,0.117890718,-0.022669991,0.001873775,-0.07749968,0.095432618,-0.140344569,-0.169465634
30837,0.047086491,-0.042605521,0.052026041,-0.028966049,-0.218394667,0.027856598,-0.075544238,-0.108345474,-0.054087428,-0.142589076,0.87320957,0.938252809
