"ENTREZID","SYMBOL","87.1_CX.5461_0.5_48","87.1_VEH_0.5_48","17.3_CX.5461_0.5_48","17.3_VEH_0.5_48","84.1_CX.5461_0.5_48","84.1_VEH_0.5_48","90.1_CX.5461_0.5_48","90.1_VEH_0.5_48","75.1_CX.5461_0.5_48","75.1_VEH_0.5_48","78.1_CX.5461_0.5_48","78.1_VEH_0.5_48"
261734,"NPHP4",2.879625824,3.027694707,2.763304108,3.192950034,2.830190697,3.183886949,2.905321172,2.87604446,2.715592148,2.95884322,2.495863866,2.971963718
8514,"KCNAB2",1.210512536,1.436030728,0.997920511,0.943934664,1.30607831,1.113559814,0.631631088,1.242180058,1.238172802,1.173450048,1.549191095,1.28208942
6146,"RPL22",6.59309877,6.70904823,6.434376601,6.552434077,6.209108736,6.469635632,6.693242204,7.326577415,6.559482995,6.644763227,6.613547311,6.667790363
102724450,"RNF207-AS1",0.948441928,0.941308569,0.225037434,0.480679058,0.189295721,-0.832377869,0.232122244,-0.070995221,1.565778386,0.838145164,0.546857546,0.246907182
388591,"RNF207",7.284351033,7.508514758,8.241904224,8.09294204,7.912806757,8.023009996,7.465759398,7.188557285,7.668311124,7.751574905,7.36264595,7.617002645
23463,"ICMT",7.084838696,7.187472741,7.191627031,7.294886987,7.230551895,7.511943729,7.070672984,7.23532467,7.127980527,7.409324161,7.052200707,7.167323629
387509,"GPR153",2.870175467,3.274549807,3.488884946,3.66303029,4.285312664,4.193779023,3.837030577,3.893514672,3.779787825,3.835599249,3.108725503,3.226815197
11332,"ACOT7",4.830566846,4.964799428,5.293222641,5.507310411,4.985887175,4.852296792,5.064234206,4.989499696,4.476026577,5.172892584,4.331569877,4.975062493
83715,"ESPN",0.330062966,0.243519322,-1.323151368,-2.176248282,-0.423915719,-0.987411579,0.09422104,0.978016853,-1.716461899,-0.930121683,-0.628917892,-0.308159157
8718,"TNFRSF25",3.534573717,3.49158407,4.022892757,3.530045434,4.457222671,4.124475237,4.227623254,3.75537231,3.340102225,3.441241787,3.342855448,3.711245592
57449,"PLEKHG5",5.960750495,5.868540815,6.340592946,6.110303619,6.513394212,6.139256317,6.49770892,6.100851691,5.873758462,6.121266142,5.975189758,5.893426527
79707,"NOL9",4.92029785,5.0781615,4.950881953,4.824876871,5.019201912,5.024501639,5.089407196,5.11249554,5.012454989,4.779651148,5.316098352,5.286563199
3104,"ZBTB48",3.90223845,3.983087849,3.913857488,3.930772311,4.240816303,4.18926092,3.966187183,3.865805535,3.779787825,3.85904146,3.986027365,4.068614206
9903,"KLHL21",7.286572847,7.257651147,7.829941926,7.719363738,7.702286806,7.479006297,7.411898645,7.109244249,7.559072085,7.432166923,7.689522541,7.595355307
148479,"PHF13",5.080482724,5.175442965,4.790500076,4.947972988,5.125002606,5.382094982,5.078019349,5.1702724,5.34150113,5.415131957,5.358709508,5.44377641
90326,"THAP3",3.031477327,3.214776065,3.50401124,3.431435743,3.325298921,3.237387437,3.390926101,3.139381821,2.967444436,2.984649348,2.904246624,3.020900575
55735,"DNAJC11",5.865276583,5.918576742,5.864511822,5.930347287,5.726798171,5.830970781,6.111984245,6.123259065,5.813326404,5.871013785,5.84908305,5.73673172
23261,"CAMTA1",5.200340752,5.204545602,4.707993467,4.650375648,4.498755363,4.8321517,4.895445576,5.245310574,5.078135718,5.193324546,4.862488016,5.004560563
9341,"VAMP3",6.580839839,6.592787497,6.119034986,6.158527788,6.036547318,5.999152113,6.376518045,6.606900566,6.192212242,6.193121771,6.18563315,6.168908337
8863,"PER3",2.841447194,3.380358845,2.603955704,2.813795566,2.120359844,3.338780772,2.670745904,3.724849105,2.891531536,3.091430651,2.365165146,3.058888956
3604,"TNFRSF9",3.492077898,3.612324007,2.440605806,1.761904444,2.660395859,2.638415707,3.115972814,2.807784991,1.949511012,1.469903606,2.615699458,2.85807669
11315,"PARK7",7.068404343,7.107041789,6.9479363,6.968200359,6.771731247,6.887972712,6.993976679,7.214604056,6.947619984,7.148528535,6.856594846,7.034806339
54206,"ERRFI1",6.123713162,5.811671903,5.973125981,6.123726761,6.13607547,5.905854662,6.580743643,6.476479666,5.912684467,5.850108496,5.93862918,5.860196033
50651,"SLC45A1",2.20810022,2.238346386,1.467939832,1.949017598,1.851102726,1.799033604,2.115434011,1.658627316,1.175535058,1.56420035,1.078808739,1.721665483
473,"RERE",7.389799206,7.362511407,7.689800824,7.575809887,7.737743076,7.691594375,7.828529523,7.695420108,7.409327983,7.516034628,7.664650596,7.495009237
2023,"ENO1",10.71982918,10.87041221,9.006156582,9.255061751,9.235602491,10.12866067,10.49267377,10.88890939,9.014682122,9.27475154,9.039496772,9.245874904
80045,"GPR157",1.60168174,1.783308367,1.95991969,1.881661764,1.870703793,2.038892917,1.389589806,1.658627316,2.26742037,1.695008512,2.204544649,2.058118844
9563,"H6PD",6.84843412,6.763518201,6.925641456,6.750284523,6.847877101,6.649789785,6.675217102,6.412800492,7.055912169,6.801195741,6.835492614,6.787167464
80176,"SPSB1",2.553360435,2.852456801,3.584484532,3.656328444,3.043826561,2.789338324,2.775979711,2.608193785,2.624735163,2.793489232,2.784327904,2.981884787
84275,"SLC25A33",2.266897333,2.708185683,2.164160174,2.476027159,1.946548794,2.513866375,2.462314728,3.139381821,2.190311879,2.550213877,2.481912931,2.464135203
199953,"TMEM201",5.177535705,5.379771674,5.087694107,5.180611511,5.373648116,5.37216333,5.598338997,5.571174729,5.339716879,5.282715096,5.125112786,5.468684274
5293,"PIK3CD",3.199365201,2.708185683,3.426742101,3.350712916,3.693219613,3.330598247,3.753595116,3.589094485,3.340102225,3.311310106,3.255350572,2.847263282
22883,"CLSTN1",8.003388866,8.014178777,8.520979071,8.46733623,8.633657198,8.455255708,8.148965914,7.961348384,8.273149817,8.227376954,8.253735348,8.238641712
56998,"CTNNBIP1",5.084574544,5.147740409,4.664900499,4.839741912,4.625308343,4.6665003,5.066540897,5.114851591,5.163321537,5.222536554,5.107048177,5.152441297
84328,"LZIC",4.55783303,4.472201681,4.329241795,4.108225399,4.252069714,4.616897203,4.67432397,5.206071101,4.25150569,4.141156035,4.381268475,4.239615755
64802,"NMNAT1",5.200340752,5.082348597,4.891730087,4.53820224,4.916856987,4.663245962,5.215327558,4.971412038,4.989879683,4.79917305,5.162765109,4.84249706
10277,"UBE4B",6.492750483,6.500368418,6.847746404,6.735258527,6.640865458,6.733629979,6.721329213,6.692203727,6.730593786,6.666184285,6.925860269,6.727239603
23095,"KIF1B",7.83508934,7.834085516,7.893064661,7.847712848,7.747715423,7.896723426,7.929560833,8.084563479,8.001351538,7.740888738,8.185165432,7.942593158
5226,"PGD",6.815577261,6.829146667,6.908691269,6.921453022,6.841061999,6.713318958,7.206036524,7.195252361,6.983485709,7.142332036,7.00115125,6.910461886
378708,"CENPS",0.330062966,0.656834569,-0.406117123,0.652163204,-0.084971972,0.446463658,0.357984443,0.935997386,0.145519461,0.59177297,-0.040442283,0.108862891
1676,"DFFA",5.330082527,5.261046751,5.087694107,4.961628026,5.255607586,5.006637261,5.466553767,5.392394114,5.203118595,4.995987137,5.370115581,5.25622863
5195,"PEX14",5.030453678,5.005056114,5.082665143,4.903387523,5.190808198,4.935582,5.23596911,5.223642757,4.763717484,5.080184677,4.815981871,5.089599914
54897,"CASZ1",7.318193277,7.396117243,7.630730651,7.563773497,7.819128093,7.798914137,7.551011782,7.288471821,7.572048548,7.653765374,7.794134977,7.707226549
148345,"C1orf127",-0.278223291,0.051857466,0.550539393,0.214833939,-0.011364199,-0.144124382,0.773932671,0.546826299,0.854182648,1.11233549,-0.512629198,-0.043801415
23435,"TARDBP",6.966215833,7.04242365,6.95345659,6.973601773,6.842303505,7.117535057,7.022178189,7.121012596,7.182752351,7.12503229,6.973375548,7.063119466
10747,"MASP2",1.117724469,1.0817762,1.197201691,1.834944856,1.334588734,1.511184731,1.389589806,1.435530188,1.298203778,1.494061876,1.437973237,1.462972009
6723,"SRM",5.19845404,5.253639896,5.422240371,5.635512683,5.361576785,5.434575506,5.497657236,5.67381419,5.0079681,5.394424277,5.018009914,5.288563004
5394,"EXOSC10",6.09154384,6.315315904,6.187390405,6.236981492,6.156181586,6.33908419,6.399573038,6.543600675,5.819740833,6.242977355,6.18024357,6.257333999
2475,"MTOR",7.412763655,7.369809437,7.511830981,7.45743561,7.279949658,7.428145779,7.433506122,7.371605314,7.331114499,7.42707835,7.567674144,7.333444746
29914,"UBIAD1",4.972016037,5.000638221,5.031387166,4.812873565,4.914498115,5.001492258,5.123041135,5.279316101,4.703944357,4.853870386,4.907541707,4.987426735
26232,"FBXO2",4.148827405,4.005309915,3.511515327,3.587539896,2.926984614,2.95818204,4.206861081,4.054362714,2.891531536,2.976098492,3.738636784,3.95232905
93611,"FBXO44",5.255824415,5.468823123,5.412252896,5.295052063,5.375364377,5.249495194,5.452511795,5.423138487,4.720493257,4.902062617,5.03721691,5.294545841
26270,"FBXO6",1.085419823,1.461972142,1.642126978,1.786664404,1.811083109,2.038892917,2.042314558,1.73413037,0.969438475,1.469903606,1.002685256,1.075232609
10459,"MAD2L2",3.983370632,4.044466917,3.50401124,3.897058838,3.408114614,4.105417822,4.047842092,4.33056369,3.354311047,4.197412988,3.647838126,4.214591354
57085,"AGTRAP",3.938861582,3.871381003,4.241713933,4.083459083,4.13132183,4.18926092,4.590248731,4.199062895,3.891180956,4.13732641,4.171294119,4.440034996
4524,"MTHFR",6.203014782,6.247952449,6.627175266,6.38620057,6.826079985,6.769635745,6.548926108,6.236859427,6.533182139,6.340300518,6.561432716,6.43755569
1185,"CLCN6",5.692399476,5.894966408,6.067783991,6.028329511,6.126935486,6.136912024,6.070063549,5.910554006,5.852643754,5.961510661,6.044457505,6.01194122
4878,"NPPA",12.47086132,12.20384593,13.29604695,13.3805124,13.11845627,13.16017212,12.32745237,12.28013273,11.85723971,11.86887095,11.37662432,11.67326679
4879,"NPPB",10.31416263,9.928951204,10.89668301,10.93395252,10.98916406,10.91583441,10.11288478,10.24833649,9.736919669,9.563837763,9.468164805,9.684078424
90231,"KIAA2013",6.779432608,6.814748488,6.651152871,6.844683173,6.905432516,6.886578005,6.87925363,6.730349082,6.690556082,6.728602763,6.661525883,7.023443735
5351,"PLOD1",8.966426114,8.93533926,8.981545344,9.060668419,9.15384258,8.963264871,8.924969491,8.800541487,8.29218769,8.535766833,8.549413917,8.770137345
9927,"MFN2",9.249868592,9.107125883,8.956678766,8.876873154,8.745709209,8.774461594,8.975557538,8.948883981,8.965488457,8.915080258,9.001344021,8.898767184
60672,"MIIP",5.021944198,4.699093177,4.664900499,4.467223838,4.679103802,4.375775713,5.114148475,4.963590222,4.371626229,4.415479645,4.510579557,4.932213344
55187,"VPS13D",6.776273873,6.677566739,6.861758597,6.779104041,6.709823618,6.874668239,6.421364515,6.274227732,6.876178066,6.69186835,6.967755656,6.641430792
9249,"DHRS3",3.830958856,3.842048485,3.50401124,3.447052124,3.060991077,2.892996132,3.398270336,2.951801614,3.747853412,3.886678388,4.878550464,4.856045682
126755,"LRRC38",1.690271542,1.269749679,1.040039825,-0.11132052,0.522370312,-0.987411579,-0.910160696,-2.204755312,-3.267630178,-2.034091757,0.546857546,0.595988591
10630,"PDPN",6.194520882,6.431469237,6.292400649,6.605585574,5.642365814,6.041126617,5.53311688,5.781546815,5.986380655,6.292028916,6.470748706,6.683073957
7799,"PRDM2",5.589619839,5.621926857,5.540661431,5.547705714,5.481163751,5.717886203,5.713210332,5.863692869,5.537914433,5.629317869,5.832687259,5.755649378
23254,"KAZN",3.435534028,3.303532917,3.258557366,2.973285235,3.394637935,3.030686916,3.098044172,2.972735422,3.289239497,3.14581396,3.796142247,3.656549578
55092,"TMEM51",3.883572247,4.031532312,3.511515327,3.82717218,3.98162093,3.943154752,4.11624214,3.989079526,3.681782374,3.525697557,3.915122192,4.180535621
79180,"EFHD2",3.72485316,3.960518131,2.603955704,3.20218221,2.859916788,2.892996132,3.683188475,3.926078075,3.082870488,3.001600502,3.024613775,3.36968038
842,"CASP9",4.476091095,4.537702788,4.519892392,4.305302772,4.021623785,4.056642939,3.995537162,4.242805962,4.416330209,4.258626561,4.43656322,4.634964262
23341,"DNAJC16",5.668064696,5.761636342,6.138551684,6.236981492,6.039797599,5.970474921,5.815497475,5.662584892,6.068394695,5.893892037,6.297388495,6.102255086
84301,"DDI2",2.493069032,2.253278919,2.68582883,2.520989186,2.374897951,2.469840165,2.360714907,1.758444776,2.929987234,2.62868937,2.995450317,2.330756146
6248,"RSC1A1",2.131065009,1.939184681,2.085898436,2.245412804,1.615838628,2.097935548,2.09749863,1.709399148,1.660303679,1.925654996,2.380285835,2.02010991
23207,"PLEKHM2",7.138469933,7.085300908,7.251110231,7.086340888,7.186751802,6.962676599,7.223713394,6.967174497,7.061335695,7.22494758,7.134764067,7.149278891
284723,"SLC25A34",0.43634414,0.941308569,1.040039825,1.029405376,0.833311391,1.258623073,0.580897351,1.058553396,0.145519461,-0.588269387,-0.304880906,0.646761025
54751,"FBLIM1",7.768295478,7.687181443,7.702969617,7.551635842,7.673280715,7.315015953,7.735554656,7.542797536,7.202030938,7.197165099,7.402535482,7.456838361
440567,"UQCRHL",4.80599556,4.844232041,4.762470883,4.842696628,4.714788445,5.049644454,5.355863311,5.670614728,4.555042362,5.049947683,4.894436045,5.011841794
729614,"SPEN-AS1",4.148827405,3.960518131,3.473598373,3.291393213,3.602348354,3.29739601,3.956269654,3.936771234,3.943809872,3.953539587,3.403318893,3.499664141
23013,"SPEN",6.271020041,6.128518154,6.492411181,6.369907603,6.720665375,6.807715319,6.618178219,6.392552977,6.326199356,6.363434104,6.617540573,6.487158486
7709,"ZBTB17",4.572475022,4.693629607,4.874374322,5.022828244,4.976871767,4.869342915,4.855984936,4.800458413,4.591485812,4.97682812,4.432942112,4.850641492
27129,"HSPB7",10.53819419,10.60508417,10.35836686,10.38970678,10.28955389,10.56010708,10.69822064,10.90571776,10.36393661,10.74078861,10.50280089,10.55483455
1187,"CLCNKA",1.75331721,2.045948059,2.274126014,2.263165191,1.727551174,1.822563499,1.945374278,1.523283244,1.83258541,1.943309369,1.115415375,1.791019328
1188,"CLCNKB",2.821972195,3.407311397,2.183079793,1.949017598,2.152743471,2.677652131,2.894974743,2.87604446,2.659480498,3.435015747,2.061786435,3.0112451
348487,"FAM131C",0.912064271,0.977728325,0.815951466,1.14880741,0.792788157,0.952262921,1.682097322,1.342091802,0.492434576,0.720211879,0.492230102,0.695807215
1969,"EPHA2",8.219974274,7.908192942,8.963705236,8.686690812,9.177644028,8.645375589,8.679590346,8.161793375,8.309155179,8.278257523,8.565626683,8.522900178
128272,"ARHGEF19",0.090667507,0.243519322,-0.012588599,0.987302879,0.365423849,0.670459356,1.166900263,1.435530188,0.813622885,1.143216357,0.880394215,1.182365292
79363,"CPLANE2",2.553360435,2.339767011,2.603955704,2.190806101,2.715634256,2.45486105,2.718466498,2.784294772,2.958170914,2.74398203,2.702476032,2.879463354
54455,"FBXO42",5.132792016,5.18326125,5.196444999,4.91185293,5.190808198,5.335832397,5.305973915,5.298097752,5.136852014,5.023219678,5.100215204,5.172072542
26099,"SZRD1",6.959547382,7.012565655,6.902283252,6.865170434,6.872391392,6.758241878,7.201845593,7.11631677,6.86319505,7.002496505,6.96838117,6.946372128
